GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,Display Value,Numeric,Low,High,Comments
MDG_0000000026,PUBLISHED,2009,EMR,AFG,993 [ 784 - 1 250 ],993,784,1250,NA
MDG_0000000026,PUBLISHED,2011,AFR,NGA,972 [ 751 - 1 250 ],972,751,1250,NA
MDG_0000000026,PUBLISHED,2001,AFR,BDI,956 [ 726 - 1 250 ],956,726,1250,NA
MDG_0000000026,PUBLISHED,2002,AFR,ETH,985 [ 818 - 1 180 ],985,818,1180,NA
MDG_0000000026,PUBLISHED,2003,AFR,LBR,878 [ 650 - 1 180 ],878,650,1180,NA
MDG_0000000026,PUBLISHED,2000,AFR,AGO,827 [ 576 - 1 180 ],827,576,1180,NA
MDG_0000000026,PUBLISHED,2003,AFR,ETH,972 [ 812 - 1 170 ],972,812,1170,NA
MDG_0000000026,PUBLISHED,2000,AFR,LBR,894 [ 710 - 1 110 ],894,710,1110,NA
MDG_0000000026,PUBLISHED,2008,AFR,GNB,827 [ 610 - 1 110 ],827,610,1110,NA
MDG_0000000026,PUBLISHED,2014,AFR,MRT,796 [ 574 - 1 110 ],796,574,1110,NA
MDG_0000000026,PUBLISHED,2002,AFR,MRT,836 [ 639 - 1 100 ],836,639,1100,NA
MDG_0000000026,PUBLISHED,2003,AFR,MRT,836 [ 638 - 1 100 ],836,638,1100,NA
MDG_0000000026,PUBLISHED,2006,AFR,MRT,821 [ 631 - 1 080 ],821,631,1080,NA
MDG_0000000026,PUBLISHED,2007,AFR,MRT,820 [ 628 - 1 080 ],820,628,1080,NA
MDG_0000000026,PUBLISHED,2009,AFR,MRT,822 [ 625 - 1 080 ],822,625,1080,NA
MDG_0000000026,PUBLISHED,2013,EMR,AFG,810 [ 617 - 1 080 ],810,617,1080,NA
MDG_0000000026,PUBLISHED,2014,AFR,LBR,688 [ 467 - 1 030 ],688,467,1030,NA
MDG_0000000026,PUBLISHED,2004,AFR,LBR,837 [ 681 - 1 020 ],837,681,1020,NA
MDG_0000000026,PUBLISHED,2012,AFR,GNB,744 [ 534 - 1 020 ],744,534,1020,NA
MDG_0000000026,PUBLISHED,2015,EMR,AFG,701 [ 501 - 1 020 ],701,501,1020,NA
MDG_0000000026,PUBLISHED,2006,AFR,BDI,785 [ 620 - 988 ],785,620,988,NA
MDG_0000000026,PUBLISHED,2002,AFR,CMR,803 [ 654 - 986 ],803,654,986,NA
MDG_0000000026,PUBLISHED,2001,AFR,TZA,819 [ 682 - 985 ],819,682,985,NA
MDG_0000000026,PUBLISHED,2002,AFR,AGO,690 [ 484 - 983 ],690,484,983,NA
MDG_0000000026,PUBLISHED,2007,AFR,BDI,756 [ 601 - 950 ],756,601,950,NA
MDG_0000000026,PUBLISHED,2012,AFR,CIV,702 [ 518 - 950 ],702,518,950,NA
MDG_0000000026,PUBLISHED,2015,AFR,LBR,691 [ 518 - 949 ],691,518,949,NA
MDG_0000000026,PUBLISHED,2013,AFR,CIV,691 [ 502 - 949 ],691,502,949,NA
MDG_0000000026,PUBLISHED,2003,AFR,CMR,771 [ 626 - 946 ],771,626,946,NA
MDG_0000000026,PUBLISHED,2013,AFR,GIN,731 [ 576 - 936 ],731,576,936,NA
MDG_0000000026,PUBLISHED,2010,AFR,GIN,747 [ 605 - 933 ],747,605,933,NA
MDG_0000000026,PUBLISHED,2010,AFR,CIV,701 [ 531 - 932 ],701,531,932,NA
MDG_0000000026,PUBLISHED,2001,EMR,DJI,490 [ 268 - 931 ],490,268,931,NA
MDG_0000000026,PUBLISHED,2016,AFR,CIV,636 [ 444 - 913 ],636,444,913,NA
MDG_0000000026,PUBLISHED,2003,AFR,TZA,763 [ 640 - 912 ],763,640,912,NA
MDG_0000000026,PUBLISHED,2006,AFR,NER,739 [ 599 - 912 ],739,599,912,NA
MDG_0000000026,PUBLISHED,2006,AFR,ERI,705 [ 548 - 911 ],705,548,911,NA
MDG_0000000026,PUBLISHED,2003,AFR,AGO,628 [ 444 - 893 ],628,444,893,NA
MDG_0000000026,PUBLISHED,2003,AFR,COD,699 [ 545 - 892 ],699,545,892,NA
MDG_0000000026,PUBLISHED,2006,AFR,CIV,699 [ 549 - 891 ],699,549,891,NA
MDG_0000000026,PUBLISHED,2011,AFR,LBR,694 [ 542 - 891 ],694,542,891,NA
MDG_0000000026,PUBLISHED,2004,AFR,CIV,709 [ 562 - 890 ],709,562,890,NA
MDG_0000000026,PUBLISHED,2002,AFR,MWI,714 [ 585 - 873 ],714,585,873,NA
MDG_0000000026,PUBLISHED,2000,AFR,CIV,704 [ 563 - 873 ],704,563,873,NA
MDG_0000000026,PUBLISHED,2009,AFR,BDI,698 [ 557 - 871 ],698,557,871,NA
MDG_0000000026,PUBLISHED,2009,AFR,NER,688 [ 549 - 870 ],688,549,870,NA
MDG_0000000026,PUBLISHED,2009,AFR,GMB,668 [ 519 - 845 ],668,519,845,NA
MDG_0000000026,PUBLISHED,2003,AFR,MWI,687 [ 563 - 843 ],687,563,843,NA
MDG_0000000026,PUBLISHED,2006,AFR,TZA,703 [ 589 - 842 ],703,589,842,NA
MDG_0000000026,PUBLISHED,2001,AFR,KEN,702 [ 588 - 842 ],702,588,842,NA
MDG_0000000026,PUBLISHED,2011,AFR,NER,639 [ 495 - 829 ],639,495,829,NA
MDG_0000000026,PUBLISHED,2004,EMR,DJI,426 [ 228 - 829 ],426,228,829,NA
MDG_0000000026,PUBLISHED,2006,AFR,CMR,658 [ 528 - 828 ],658,528,828,NA
MDG_0000000026,PUBLISHED,2014,AFR,GMB,637 [ 486 - 827 ],637,486,827,NA
MDG_0000000026,PUBLISHED,2004,AFR,AGO,574 [ 408 - 811 ],574,408,811,NA
MDG_0000000026,PUBLISHED,2003,AFR,KEN,678 [ 565 - 809 ],678,565,809,NA
MDG_0000000026,PUBLISHED,2006,AFR,MLI,675 [ 563 - 809 ],675,563,809,NA
MDG_0000000026,PUBLISHED,2017,AFR,GMB,597 [ 440 - 808 ],597,440,808,NA
MDG_0000000026,PUBLISHED,2015,AFR,CMR,554 [ 404 - 796 ],554,404,796,NA
MDG_0000000026,PUBLISHED,2014,AFR,LSO,579 [ 429 - 795 ],579,429,795,NA
MDG_0000000026,PUBLISHED,2011,AFR,BDI,635 [ 505 - 794 ],635,505,794,NA
MDG_0000000026,PUBLISHED,2009,AFR,CMR,606 [ 474 - 794 ],606,474,794,NA
MDG_0000000026,PUBLISHED,2017,AFR,LSO,544 [ 391 - 788 ],544,391,788,NA
MDG_0000000026,PUBLISHED,2016,AFR,CMR,538 [ 388 - 788 ],538,388,788,NA
MDG_0000000026,PUBLISHED,2004,AFR,ZWE,686 [ 597 - 784 ],686,597,784,NA
MDG_0000000026,PUBLISHED,2017,AFR,MLI,562 [ 419 - 784 ],562,419,784,NA
MDG_0000000026,PUBLISHED,2005,AFR,RWA,643 [ 532 - 773 ],643,532,773,NA
MDG_0000000026,PUBLISHED,2007,AFR,ZWE,671 [ 581 - 772 ],671,581,772,NA
MDG_0000000026,PUBLISHED,2012,AFR,TZA,615 [ 496 - 772 ],615,496,772,NA
MDG_0000000026,PUBLISHED,2011,AFR,LSO,585 [ 447 - 772 ],585,447,772,NA
MDG_0000000026,PUBLISHED,2016,AFR,SWZ,436 [ 257 - 771 ],436,257,771,NA
MDG_0000000026,PUBLISHED,2014,AFR,ERI,530 [ 375 - 760 ],530,375,760,NA
MDG_0000000026,PUBLISHED,2008,AFR,ZWE,657 [ 568 - 758 ],657,568,758,NA
MDG_0000000026,PUBLISHED,2015,AFR,SWZ,435 [ 260 - 758 ],435,260,758,NA
MDG_0000000026,PUBLISHED,2013,AFR,TZA,593 [ 473 - 756 ],593,473,756,NA
MDG_0000000026,PUBLISHED,2016,AFR,NER,530 [ 388 - 742 ],530,388,742,NA
MDG_0000000026,PUBLISHED,2002,AFR,SWZ,534 [ 378 - 742 ],534,378,742,NA
MDG_0000000026,PUBLISHED,2014,AFR,BDI,576 [ 451 - 738 ],576,451,738,NA
MDG_0000000026,PUBLISHED,2006,AFR,SWZ,518 [ 365 - 738 ],518,365,738,NA
MDG_0000000026,PUBLISHED,2017,AFR,NER,509 [ 368 - 724 ],509,368,724,NA
MDG_0000000026,PUBLISHED,2001,AFR,ZWE,629 [ 544 - 723 ],629,544,723,NA
MDG_0000000026,PUBLISHED,2007,AFR,SWZ,496 [ 343 - 723 ],496,343,723,NA
MDG_0000000026,PUBLISHED,2005,AFR,MOZ,577 [ 461 - 721 ],577,461,721,NA
MDG_0000000026,PUBLISHED,2009,AFR,SWZ,460 [ 302 - 704 ],460,302,704,NA
MDG_0000000026,PUBLISHED,2006,AFR,MWI,566 [ 457 - 703 ],566,457,703,NA
MDG_0000000026,PUBLISHED,2009,AFR,COD,555 [ 437 - 701 ],555,437,701,NA
MDG_0000000026,PUBLISHED,2010,AFR,ZWE,598 [ 508 - 699 ],598,508,699,NA
MDG_0000000026,PUBLISHED,2012,AFR,ETH,527 [ 416 - 682 ],527,416,682,NA
MDG_0000000026,PUBLISHED,2016,AMR,HTI,489 [ 356 - 682 ],489,356,682,NA
MDG_0000000026,PUBLISHED,2017,AMR,HTI,480 [ 346 - 680 ],480,346,680,NA
MDG_0000000026,PUBLISHED,2000,AFR,GNQ,454 [ 305 - 678 ],454,305,678,NA
MDG_0000000026,PUBLISHED,2003,AFR,SEN,532 [ 426 - 663 ],532,426,663,NA
MDG_0000000026,PUBLISHED,2013,AMR,HTI,496 [ 370 - 663 ],496,370,663,NA
MDG_0000000026,PUBLISHED,2007,AFR,KEN,545 [ 450 - 662 ],545,450,662,NA
MDG_0000000026,PUBLISHED,2012,AMR,HTI,500 [ 377 - 662 ],500,377,662,NA
MDG_0000000026,PUBLISHED,2005,AFR,MDG,526 [ 419 - 651 ],526,419,651,NA
MDG_0000000026,PUBLISHED,2000,AFR,COM,444 [ 298 - 651 ],444,298,651,NA
MDG_0000000026,PUBLISHED,2004,AMR,HTI,513 [ 409 - 650 ],513,409,650,NA
MDG_0000000026,PUBLISHED,2010,AFR,COG,506 [ 391 - 647 ],506,391,647,NA
MDG_0000000026,PUBLISHED,2006,AFR,SEN,514 [ 411 - 646 ],514,411,646,NA
MDG_0000000026,PUBLISHED,2004,AFR,TGO,488 [ 377 - 636 ],488,377,636,NA
MDG_0000000026,PUBLISHED,2008,EMR,DJI,320 [ 165 - 635 ],320,165,635,NA
MDG_0000000026,PUBLISHED,2000,AFR,GHA,484 [ 366 - 634 ],484,366,634,NA
MDG_0000000026,PUBLISHED,2000,AFR,BEN,520 [ 427 - 633 ],520,427,633,NA
MDG_0000000026,PUBLISHED,2008,AFR,MDG,491 [ 381 - 627 ],491,381,627,NA
MDG_0000000026,PUBLISHED,2003,AFR,UGA,520 [ 429 - 626 ],520,429,626,NA
MDG_0000000026,PUBLISHED,2004,AFR,BEN,505 [ 413 - 626 ],505,413,626,NA
MDG_0000000026,PUBLISHED,2009,AMR,HTI,484 [ 374 - 626 ],484,374,626,NA
MDG_0000000026,PUBLISHED,2009,AFR,MDG,474 [ 362 - 611 ],474,362,611,NA
MDG_0000000026,PUBLISHED,2012,AFR,COG,468 [ 355 - 609 ],468,355,609,NA
MDG_0000000026,PUBLISHED,2015,AFR,ETH,446 [ 339 - 607 ],446,339,607,NA
MDG_0000000026,PUBLISHED,2008,AFR,BEN,480 [ 385 - 606 ],480,385,606,NA
MDG_0000000026,PUBLISHED,2011,AFR,BEN,458 [ 358 - 596 ],458,358,596,NA
MDG_0000000026,PUBLISHED,2009,EMR,DJI,299 [ 154 - 595 ],299,154,595,NA
MDG_0000000026,PUBLISHED,2005,AFR,UGA,491 [ 404 - 593 ],491,404,593,NA
MDG_0000000026,PUBLISHED,2012,AFR,BEN,450 [ 348 - 593 ],450,348,593,NA
MDG_0000000026,PUBLISHED,2015,AFR,BEN,421 [ 316 - 584 ],421,316,584,NA
MDG_0000000026,PUBLISHED,2000,WPR,KHM,488 [ 412 - 582 ],488,412,582,NA
MDG_0000000026,PUBLISHED,2010,AFR,TGO,440 [ 331 - 582 ],440,331,582,NA
MDG_0000000026,PUBLISHED,2003,AFR,BFA,471 [ 382 - 580 ],471,382,580,NA
MDG_0000000026,PUBLISHED,2007,AFR,UGA,465 [ 383 - 570 ],465,383,570,NA
MDG_0000000026,PUBLISHED,2017,AFR,BEN,397 [ 291 - 570 ],397,291,570,NA
MDG_0000000026,PUBLISHED,2010,AFR,MWI,444 [ 347 - 569 ],444,347,569,NA
MDG_0000000026,PUBLISHED,2010,EMR,DJI,283 [ 145 - 568 ],283,145,568,NA
MDG_0000000026,PUBLISHED,2000,SEAR,BGD,434 [ 336 - 553 ],434,336,553,NA
MDG_0000000026,PUBLISHED,2002,AFR,ZMB,465 [ 394 - 552 ],465,394,552,NA
MDG_0000000026,PUBLISHED,2002,AMR,HTI,441 [ 351 - 552 ],441,351,552,NA
MDG_0000000026,PUBLISHED,2009,AFR,UGA,442 [ 359 - 549 ],442,359,549,NA
MDG_0000000026,PUBLISHED,2016,AFR,TGO,395 [ 274 - 549 ],395,274,549,NA
MDG_0000000026,PUBLISHED,2013,AFR,TGO,404 [ 292 - 543 ],404,292,543,NA
MDG_0000000026,PUBLISHED,2005,AFR,BFA,437 [ 353 - 541 ],437,353,541,NA
MDG_0000000026,PUBLISHED,2009,EMR,SDN,433 [ 348 - 541 ],433,348,541,NA
MDG_0000000026,PUBLISHED,2016,AFR,COG,397 [ 288 - 541 ],397,288,541,NA
MDG_0000000026,PUBLISHED,2014,EMR,DJI,256 [ 125 - 530 ],256,125,530,NA
MDG_0000000026,PUBLISHED,2009,AFR,COM,356 [ 234 - 529 ],356,234,529,NA
MDG_0000000026,PUBLISHED,2008,AFR,RWA,427 [ 346 - 528 ],427,346,528,NA
MDG_0000000026,PUBLISHED,2012,AFR,UGA,412 [ 324 - 527 ],412,324,527,NA
MDG_0000000026,PUBLISHED,2015,AFR,UGA,387 [ 293 - 520 ],387,293,520,NA
MDG_0000000026,PUBLISHED,2016,EMR,DJI,246 [ 117 - 520 ],246,117,520,NA
MDG_0000000026,PUBLISHED,2004,AFR,ZMB,437 [ 369 - 519 ],437,369,519,NA
MDG_0000000026,PUBLISHED,2012,AFR,SEN,400 [ 312 - 519 ],400,312,519,NA
MDG_0000000026,PUBLISHED,2017,AFR,MWI,349 [ 244 - 507 ],349,244,507,NA
MDG_0000000026,PUBLISHED,2000,AFR,GAB,380 [ 284 - 506 ],380,284,506,NA
MDG_0000000026,PUBLISHED,2005,WPR,LAO,410 [ 335 - 504 ],410,335,504,NA
MDG_0000000026,PUBLISHED,2017,AFR,GNQ,301 [ 181 - 504 ],301,181,504,NA
MDG_0000000026,PUBLISHED,2004,AFR,GHA,384 [ 298 - 492 ],384,298,492,NA
MDG_0000000026,PUBLISHED,2011,AFR,COM,326 [ 211 - 491 ],326,211,491,NA
MDG_0000000026,PUBLISHED,2011,AFR,BFA,377 [ 284 - 490 ],377,284,490,NA
MDG_0000000026,PUBLISHED,2012,AFR,MOZ,371 [ 284 - 490 ],371,284,490,NA
MDG_0000000026,PUBLISHED,2008,AFR,GNQ,314 [ 210 - 481 ],314,210,481,NA
MDG_0000000026,PUBLISHED,2011,AFR,GNQ,308 [ 204 - 481 ],308,204,481,NA
MDG_0000000026,PUBLISHED,2003,AFR,GAB,356 [ 267 - 480 ],356,267,480,NA
MDG_0000000026,PUBLISHED,2012,AFR,KEN,373 [ 294 - 479 ],373,294,479,NA
MDG_0000000026,PUBLISHED,2015,AFR,KEN,353 [ 268 - 473 ],353,268,473,NA
MDG_0000000026,PUBLISHED,2005,AFR,GAB,348 [ 259 - 473 ],348,259,473,NA
MDG_0000000026,PUBLISHED,2016,AFR,KEN,346 [ 259 - 473 ],346,259,473,NA
MDG_0000000026,PUBLISHED,2004,SEAR,BGD,372 [ 293 - 471 ],372,293,471,NA
MDG_0000000026,PUBLISHED,2015,AFR,BFA,343 [ 241 - 471 ],343,241,471,NA
MDG_0000000026,PUBLISHED,2009,AFR,GAB,324 [ 236 - 458 ],324,236,458,NA
MDG_0000000026,PUBLISHED,2006,AFR,GHA,359 [ 278 - 456 ],359,278,456,NA
MDG_0000000026,PUBLISHED,2007,SEAR,NPL,361 [ 289 - 455 ],361,289,455,NA
MDG_0000000026,PUBLISHED,2013,EMR,SDN,349 [ 260 - 455 ],349,260,455,NA
MDG_0000000026,PUBLISHED,2015,AFR,MOZ,318 [ 234 - 441 ],318,234,441,NA
MDG_0000000026,PUBLISHED,2011,AFR,GAB,304 [ 217 - 441 ],304,217,441,NA
MDG_0000000026,PUBLISHED,2016,AFR,COM,279 [ 172 - 440 ],279,172,440,NA
MDG_0000000026,PUBLISHED,2003,AFR,NAM,359 [ 298 - 438 ],359,298,438,NA
MDG_0000000026,PUBLISHED,2006,SEAR,TLS,348 [ 279 - 432 ],348,279,432,NA
MDG_0000000026,PUBLISHED,2000,SEAR,MMR,340 [ 268 - 432 ],340,268,432,NA
MDG_0000000026,PUBLISHED,2008,SEAR,NPL,342 [ 272 - 431 ],342,272,431,NA
MDG_0000000026,PUBLISHED,2014,AFR,GHA,325 [ 243 - 431 ],325,243,431,NA
MDG_0000000026,PUBLISHED,2016,EMR,SDN,308 [ 219 - 421 ],308,219,421,NA
MDG_0000000026,PUBLISHED,2017,AFR,GHA,308 [ 223 - 420 ],308,223,420,NA
MDG_0000000026,PUBLISHED,2017,AFR,MOZ,289 [ 206 - 418 ],289,206,418,NA
MDG_0000000026,PUBLISHED,2013,AFR,GAB,277 [ 192 - 417 ],277,192,417,NA
MDG_0000000026,PUBLISHED,2017,AFR,GAB,252 [ 165 - 407 ],252,165,407,NA
MDG_0000000026,PUBLISHED,2001,SEAR,IND,354 [ 310 - 406 ],354,310,406,NA
MDG_0000000026,PUBLISHED,2000,AMR,BOL,331 [ 272 - 405 ],331,272,405,NA
MDG_0000000026,PUBLISHED,2013,AFR,RWA,308 [ 239 - 403 ],308,239,403,NA
MDG_0000000026,PUBLISHED,2005,SEAR,BTN,310 [ 251 - 384 ],310,251,384,NA
MDG_0000000026,PUBLISHED,2007,AFR,NAM,306 [ 246 - 384 ],306,246,384,NA
MDG_0000000026,PUBLISHED,2000,EMR,YEM,301 [ 238 - 382 ],301,238,382,NA
MDG_0000000026,PUBLISHED,2010,AFR,ZMB,305 [ 245 - 380 ],305,245,380,NA
MDG_0000000026,PUBLISHED,2001,EMR,YEM,290 [ 228 - 366 ],290,228,366,NA
MDG_0000000026,PUBLISHED,2011,SEAR,NPL,285 [ 223 - 366 ],285,223,366,NA
MDG_0000000026,PUBLISHED,2010,WPR,LAO,292 [ 235 - 365 ],292,235,365,NA
MDG_0000000026,PUBLISHED,2003,SEAR,IND,319 [ 280 - 364 ],319,280,364,NA
MDG_0000000026,PUBLISHED,2003,AMR,BOL,297 [ 244 - 363 ],297,244,363,NA
MDG_0000000026,PUBLISHED,2015,AFR,AGO,251 [ 178 - 353 ],251,178,353,NA
MDG_0000000026,PUBLISHED,2008,WPR,PNG,173 [ 88 - 353 ],173,88,353,NA
MDG_0000000026,PUBLISHED,2002,EMR,YEM,278 [ 219 - 351 ],278,219,351,NA
MDG_0000000026,PUBLISHED,2017,SEAR,MMR,250 [ 182 - 351 ],250,182,351,NA
MDG_0000000026,PUBLISHED,2011,WPR,PNG,166 [ 81 - 344 ],166,81,344,NA
MDG_0000000026,PUBLISHED,2011,WPR,LAO,272 [ 218 - 343 ],272,218,343,NA
MDG_0000000026,PUBLISHED,2009,SEAR,BGD,269 [ 215 - 340 ],269,215,340,NA
MDG_0000000026,PUBLISHED,2009,SEAR,BTN,255 [ 197 - 340 ],255,197,340,NA
MDG_0000000026,PUBLISHED,2013,WPR,PNG,160 [ 76 - 331 ],160,76,331,NA
MDG_0000000026,PUBLISHED,2009,WPR,KHM,265 [ 216 - 328 ],265,216,328,NA
MDG_0000000026,PUBLISHED,2010,SEAR,BGD,258 [ 206 - 328 ],258,206,328,NA
MDG_0000000026,PUBLISHED,2005,SEAR,IND,286 [ 251 - 327 ],286,251,327,NA
MDG_0000000026,PUBLISHED,2015,WPR,PNG,151 [ 70 - 324 ],151,70,324,NA
MDG_0000000026,PUBLISHED,2002,SEAR,IDN,265 [ 216 - 323 ],265,216,323,NA
MDG_0000000026,PUBLISHED,2013,SEAR,BTN,223 [ 163 - 322 ],223,163,322,NA
MDG_0000000026,PUBLISHED,2004,EMR,YEM,254 [ 199 - 321 ],254,199,321,NA
MDG_0000000026,PUBLISHED,2007,EMR,PAK,214 [ 147 - 311 ],214,147,311,NA
MDG_0000000026,PUBLISHED,2006,SEAR,IDN,249 [ 202 - 310 ],249,202,310,NA
MDG_0000000026,PUBLISHED,2010,WPR,KHM,248 [ 200 - 310 ],248,200,310,NA
MDG_0000000026,PUBLISHED,2015,SEAR,BTN,203 [ 145 - 310 ],203,145,310,NA
MDG_0000000026,PUBLISHED,2008,SEAR,IDN,239 [ 191 - 301 ],239,191,301,NA
MDG_0000000026,PUBLISHED,2015,AFR,NAM,217 [ 162 - 301 ],217,162,301,NA
MDG_0000000026,PUBLISHED,2016,SEAR,BTN,193 [ 136 - 301 ],193,136,301,NA
MDG_0000000026,PUBLISHED,2009,SEAR,TLS,242 [ 194 - 300 ],242,194,300,NA
MDG_0000000026,PUBLISHED,2016,AFR,NAM,207 [ 153 - 291 ],207,153,291,NA
MDG_0000000026,PUBLISHED,2013,SEAR,BGD,227 [ 178 - 290 ],227,178,290,NA
MDG_0000000026,PUBLISHED,2014,WPR,LAO,223 [ 174 - 290 ],223,174,290,NA
MDG_0000000026,PUBLISHED,2017,AFR,ZMB,213 [ 159 - 289 ],213,159,289,NA
MDG_0000000026,PUBLISHED,2010,EMR,PAK,191 [ 127 - 289 ],191,127,289,NA
MDG_0000000026,PUBLISHED,2001,WPR,FSM,150 [ 79 - 276 ],150,79,276,NA
MDG_0000000026,PUBLISHED,2008,SEAR,IND,240 [ 209 - 275 ],240,209,275,NA
MDG_0000000026,PUBLISHED,2012,WPR,KHM,215 [ 169 - 275 ],215,169,275,NA
MDG_0000000026,PUBLISHED,2010,SEAR,TLS,219 [ 175 - 271 ],219,175,271,NA
MDG_0000000026,PUBLISHED,2013,WPR,KHM,202 [ 156 - 263 ],202,156,263,NA
MDG_0000000026,PUBLISHED,2015,SEAR,BGD,200 [ 155 - 263 ],200,155,263,NA
MDG_0000000026,PUBLISHED,2002,AMR,GUY,227 [ 195 - 262 ],227,195,262,NA
MDG_0000000026,PUBLISHED,2003,AMR,GUY,226 [ 194 - 262 ],226,194,262,NA
MDG_0000000026,PUBLISHED,2004,AMR,GUY,220 [ 189 - 256 ],220,189,256,NA
MDG_0000000026,PUBLISHED,2005,WPR,FSM,133 [ 67 - 256 ],133,67,256,NA
MDG_0000000026,PUBLISHED,2014,EMR,PAK,161 [ 102 - 255 ],161,102,255,NA
MDG_0000000026,PUBLISHED,2017,SEAR,IDN,177 [ 127 - 254 ],177,127,254,NA
MDG_0000000026,PUBLISHED,2011,EMR,YEM,187 [ 138 - 248 ],187,138,248,NA
MDG_0000000026,PUBLISHED,2011,SEAR,TLS,198 [ 156 - 247 ],198,156,247,NA
MDG_0000000026,PUBLISHED,2012,AMR,BOL,192 [ 148 - 247 ],192,148,247,NA
MDG_0000000026,PUBLISHED,2015,EMR,PAK,154 [ 96 - 247 ],154,96,247,NA
MDG_0000000026,PUBLISHED,2004,SEAR,PRK,120 [ 59 - 241 ],120,59,241,NA
MDG_0000000026,PUBLISHED,2007,WPR,SLB,172 [ 124 - 240 ],172,124,240,NA
MDG_0000000026,PUBLISHED,2014,EMR,YEM,174 [ 122 - 240 ],174,122,240,NA
MDG_0000000026,PUBLISHED,2006,AFR,STP,158 [ 103 - 240 ],158,103,240,NA
MDG_0000000026,PUBLISHED,2012,SEAR,TLS,185 [ 145 - 233 ],185,145,233,NA
MDG_0000000026,PUBLISHED,2016,EMR,PAK,143 [ 88 - 233 ],143,88,233,NA
MDG_0000000026,PUBLISHED,2014,AMR,BOL,175 [ 132 - 231 ],175,132,231,NA
MDG_0000000026,PUBLISHED,2008,AFR,STP,150 [ 95 - 231 ],150,95,231,NA
MDG_0000000026,PUBLISHED,2005,AFR,ZAF,201 [ 181 - 224 ],201,181,224,NA
MDG_0000000026,PUBLISHED,2007,AFR,ZAF,199 [ 179 - 224 ],199,179,224,NA
MDG_0000000026,PUBLISHED,2013,SEAR,TLS,176 [ 136 - 224 ],176,136,224,NA
MDG_0000000026,PUBLISHED,2012,AMR,GUY,185 [ 153 - 223 ],185,153,223,NA
MDG_0000000026,PUBLISHED,2015,AMR,BOL,168 [ 125 - 223 ],168,125,223,NA
MDG_0000000026,PUBLISHED,2017,AFR,STP,130 [ 73 - 217 ],130,73,217,NA
MDG_0000000026,PUBLISHED,2011,SEAR,PRK,100 [ 45 - 217 ],100,45,217,NA
MDG_0000000026,PUBLISHED,2012,WPR,FSM,103 [ 49 - 216 ],103,49,216,NA
MDG_0000000026,PUBLISHED,2012,SEAR,IND,185 [ 158 - 215 ],185,158,215,NA
MDG_0000000026,PUBLISHED,2015,AFR,STP,130 [ 75 - 213 ],130,75,213,NA
MDG_0000000026,PUBLISHED,2010,AMR,GUY,179 [ 150 - 212 ],179,150,212,NA
MDG_0000000026,PUBLISHED,2000,AMR,NIC,162 [ 124 - 212 ],162,124,212,NA
MDG_0000000026,PUBLISHED,2002,AFR,DZA,148 [ 104 - 212 ],148,104,212,NA
MDG_0000000026,PUBLISHED,2009,AFR,ZAF,179 [ 158 - 205 ],179,158,205,NA
MDG_0000000026,PUBLISHED,2013,SEAR,IND,175 [ 149 - 205 ],175,149,205,NA
MDG_0000000026,PUBLISHED,2004,AMR,SUR,176 [ 154 - 204 ],176,154,204,NA
MDG_0000000026,PUBLISHED,2014,WPR,FSM,96 [ 45 - 204 ],96,45,204,NA
MDG_0000000026,PUBLISHED,2008,WPR,VUT,99 [ 49 - 199 ],99,49,199,NA
MDG_0000000026,PUBLISHED,2010,AFR,ZAF,171 [ 151 - 198 ],171,151,198,NA
MDG_0000000026,PUBLISHED,2010,WPR,SLB,141 [ 101 - 198 ],141,101,198,NA
MDG_0000000026,PUBLISHED,2004,AFR,DZA,134 [ 92 - 198 ],134,92,198,NA
MDG_0000000026,PUBLISHED,2001,AFR,ZAF,168 [ 148 - 192 ],168,148,192,NA
MDG_0000000026,PUBLISHED,2017,SEAR,TLS,142 [ 102 - 192 ],142,102,192,NA
MDG_0000000026,PUBLISHED,2008,AMR,SUR,169 [ 149 - 191 ],169,149,191,NA
MDG_0000000026,PUBLISHED,2001,WPR,PHL,163 [ 142 - 187 ],163,142,187,NA
MDG_0000000026,PUBLISHED,2008,AFR,DZA,117 [ 77 - 186 ],117,77,186,NA
MDG_0000000026,PUBLISHED,2003,AMR,NIC,145 [ 114 - 185 ],145,114,185,NA
MDG_0000000026,PUBLISHED,2014,AFR,BWA,160 [ 141 - 181 ],160,141,181,NA
MDG_0000000026,PUBLISHED,2006,WPR,PHL,156 [ 134 - 181 ],156,134,181,NA
MDG_0000000026,PUBLISHED,2012,WPR,SLB,127 [ 89 - 181 ],127,89,181,NA
MDG_0000000026,PUBLISHED,2004,WPR,KIR,121 [ 77 - 181 ],121,77,181,NA
MDG_0000000026,PUBLISHED,2003,WPR,PHL,156 [ 136 - 180 ],156,136,180,NA
MDG_0000000026,PUBLISHED,2012,WPR,VUT,85 [ 40 - 178 ],85,40,178,NA
MDG_0000000026,PUBLISHED,2017,SEAR,IND,145 [ 117 - 177 ],145,117,177,NA
MDG_0000000026,PUBLISHED,2011,WPR,KIR,110 [ 62 - 177 ],110,62,177,NA
MDG_0000000026,PUBLISHED,2012,AMR,LCA,116 [ 76 - 174 ],116,76,174,NA
MDG_0000000026,PUBLISHED,2013,WPR,VUT,82 [ 39 - 174 ],82,39,174,NA
