iso,year,start,end,obs_matdeaths,pm_obs,env,mmr_obs,shortcite,obs_selogpm,type,modelinclude,crvs_completeness,definition,sens,var_sens,sens_sq,oneminsens_sq,spec,var_spec,spec_sq,oneminspec_sq,cov_sesp,completeness_inq
MEX,1990.5,1990,1991,1467,0.05490886,26717,NA,NA,NA,vr,FALSE,0.944831488,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,1991.5,1991,1992,1403,0.053723913,26115,NA,NA,NA,vr,FALSE,0.957224544,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,1992.5,1992,1993,1388,0.052977099,26200,NA,NA,NA,vr,FALSE,0.96947271,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,1993.5,1993,1994,1259,0.047305929,26614,NA,NA,NA,vr,FALSE,0.982465207,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,1994.5,1994,1995,1399,0.052410744,26693,NA,NA,NA,vr,FALSE,0.99208355,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,1995.5,1995,1996,1444,0.053343184,27070,NA,NA,NA,vr,FALSE,0.995989551,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,1996.5,1996,1997,1283,0.047984142,26738,NA,NA,NA,vr,FALSE,0.99627394,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,1997.5,1997,1998,1256,0.046365683,27089,NA,NA,NA,vr,FALSE,0.996212121,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,1998.5,1998,1999,1407,0.050439147,27895,NA,NA,NA,vr,FALSE,0.996036564,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,1999.5,1999,2000,1379,0.050514671,27299,NA,NA,NA,vr,FALSE,0.99624115,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2000.5,2000,2001,1287,0.047863439,26889,NA,NA,NA,vr,FALSE,0.99500444,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2001.5,2001,2002,1238,0.045696146,27092,NA,NA,NA,vr,FALSE,0.995663359,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2002.5,2002,2003,1292,0.046451427,27814,NA,NA,NA,vr,FALSE,0.994991772,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2003.5,2003,2004,1303,0.046451107,28051,NA,NA,NA,vr,FALSE,0.99634155,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2004.5,2004,2005,1222,0.043791435,27905,NA,NA,NA,vr,FALSE,0.994759732,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2005.5,2005,2006,1225,0.042450705,28857,NA,NA,NA,vr,FALSE,0.995000345,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2006.5,2006,2007,1145,0.03968254,28854,NA,NA,NA,vr,FALSE,0.990083382,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2007.5,2007,2008,1074,0.036961834,29057,NA,NA,NA,vr,FALSE,0.992011198,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2008.5,2008,2009,1097,0.036162848,30335,NA,NA,NA,vr,FALSE,0.992604954,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2009.5,2009,2010,1189,0.035735754,33272,NA,NA,NA,vr,FALSE,0.991802546,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2010.5,2010,2011,973,0.030557126,31842,NA,NA,NA,vr,FALSE,0.98551532,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2011.5,2011,2012,957,0.030371311,31510,NA,NA,NA,vr,FALSE,0.986012454,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2012.5,2012,2013,944,0.029391618,32118,NA,NA,NA,vr,FALSE,0.988885126,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2013.5,2013,2014,841,0.026447373,31799,NA,NA,NA,vr,FALSE,0.993284188,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2014.5,2014,2015,870,0.02617171,33242,NA,NA,NA,vr,FALSE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2015.5,2015,2016,771,0.023183089,33257,NA,NA,NA,vr,FALSE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
MEX,2016.5,2016,2017,812,0.023178808,35032,NA,NA,NA,vr,FALSE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NIC,2012.5,2012,2013,70,0.050251256,1393,NA,NA,NA,vr,TRUE,0.624383684,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NIC,2013.5,2013,2014,71,0.050141243,1416,NA,NA,NA,vr,TRUE,0.631578947,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NIC,2014.5,2014,2015,52,0.035111411,1481,NA,NA,NA,vr,TRUE,0.659101024,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NIC,2015.5,2015,2016,57,0.038332213,1487,NA,NA,NA,vr,TRUE,0.663247101,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NIC,2016.5,2016,2017,50,0.03192848,1566,NA,NA,NA,vr,TRUE,0.693534101,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
NIC,2017.5,2017,2018,46,0.03070761,1498,NA,NA,NA,vr,TRUE,0.659330986,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,1985.5,1985,1986,32,0.057971014,552,NA,NA,NA,vr,TRUE,0.80349345,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,1986.5,1986,1987,36,0.064864865,555,NA,NA,NA,vr,TRUE,0.796269727,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,1987.5,1987,1988,22,0.040892193,538,NA,NA,NA,vr,TRUE,0.799405646,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,1988.5,1988,1989,35,0.063063063,555,NA,NA,NA,vr,TRUE,0.797413793,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,1989.5,1989,1990,37,0.077288095,596,NA,NA,NA,vr,TRUE,0.64362851,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,1996.5,1996,1997,35,0.050287356,696,NA,NA,NA,vr,TRUE,0.818823529,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,1997.5,1997,1998,28,0.035897436,780,NA,NA,NA,vr,TRUE,0.819327731,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,1998.5,1998,1999,30,0.036855037,814,NA,NA,NA,vr,TRUE,0.820564516,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,1999.5,1999,2000,31,0.04281768,724,NA,NA,NA,vr,TRUE,0.819004525,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2000.5,2000,2001,28,0.038251366,732,NA,NA,NA,vr,TRUE,0.820627803,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2001.5,2001,2002,36,0.050209205,717,NA,NA,NA,vr,TRUE,0.822247706,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2002.5,2002,2003,38,0.04915912,773,NA,NA,NA,vr,TRUE,0.822340426,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2003.5,2003,2004,34,0.042079208,808,NA,NA,NA,vr,TRUE,0.822810591,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2004.5,2004,2005,23,0.029150824,789,NA,NA,NA,vr,TRUE,0.823590814,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2005.5,2005,2006,42,0.051787916,811,NA,NA,NA,vr,TRUE,0.824186992,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2006.5,2006,2007,36,0.043010753,837,NA,NA,NA,vr,TRUE,0.832007952,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2007.5,2007,2008,40,0.046948357,852,NA,NA,NA,vr,TRUE,0.836113837,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2008.5,2008,2009,41,0.04696449,873,NA,NA,NA,vr,TRUE,0.841851495,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2009.5,2009,2010,29,0.032366071,896,NA,NA,NA,vr,TRUE,0.847682119,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2010.5,2010,2011,41,0.045810056,895,NA,NA,NA,vr,TRUE,0.854007634,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2011.5,2011,2012,58,0.062567422,927,NA,NA,NA,vr,TRUE,0.863128492,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2012.5,2012,2013,49,0.051148225,958,NA,NA,NA,vr,TRUE,0.872495446,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2013.5,2013,2014,40,0.042462845,942,NA,NA,NA,vr,TRUE,0.874651811,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2014.5,2014,2015,43,0.046637744,922,NA,NA,NA,vr,FALSE,0.883988495,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2015.5,2015,2016,40,0.042372881,944,NA,NA,NA,vr,FALSE,0.875695733,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PAN,2016.5,2016,2017,37,0.038988409,949,NA,NA,NA,vr,FALSE,0.876269621,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRY,2015.5,2015,2016,93,0.044711538,2080,NA,NA,NA,vr,FALSE,0.715022344,maternal,0.947851341,7.49E-04,0.898422171,0.002719489,0.99875107,4.30E-07,0.9975037,1.56E-06,-6.12E-08,NA
PRY,2016.5,2016,2017,92,0.039333048,2339,NA,NA,NA,vr,FALSE,0.791004396,maternal,0.948496028,7.38E-04,0.899644716,0.002652659,0.998767031,4.30E-07,0.997535581,1.52E-06,-6.07E-08,NA
PRI,1985.5,1985,1986,8,0.00976801,819,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1986.5,1986,1987,10,0.011173184,895,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1987.5,1987,1988,11,0.011815252,931,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1988.5,1988,1989,11,0.010251631,1073,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1989.5,1989,1990,13,0.012298959,1057,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1990.5,1990,1991,13,0.011818182,1100,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1991.5,1991,1992,13,0.011177988,1163,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1992.5,1992,1993,14,0.011725293,1194,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1993.5,1993,1994,9,0.007109005,1266,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1994.5,1994,1995,5,0.003869969,1292,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1995.5,1995,1996,9,0.006731488,1337,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1996.5,1996,1997,11,0.007768362,1416,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1997.5,1997,1998,13,0.011443662,1136,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1998.5,1998,1999,8,0.006914434,1157,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,1999.5,1999,2000,10,0.009285051,1077,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2000.5,2000,2001,14,0.013320647,1051,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2001.5,2001,2002,6,0.005876592,1021,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2002.5,2002,2003,5,0.005165289,968,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2003.5,2003,2004,7,0.007526882,930,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2004.5,2004,2005,11,0.011316872,972,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2005.5,2005,2006,5,0.005512679,907,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2006.5,2006,2007,4,0.004540295,881,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2007.5,2007,2008,11,0.012571429,875,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2008.5,2008,2009,6,0.006795017,883,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2009.5,2009,2010,10,0.011376564,879,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2010.5,2010,2011,6,0.007585335,791,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2011.5,2011,2012,5,0.006060606,825,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2012.5,2012,2013,1,0.001445087,692,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2013.5,2013,2014,2,0.002770083,722,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2014.5,2014,2015,3,0.004048583,741,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2015.5,2015,2016,11,0.017322835,635,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
PRI,2016.5,2016,2017,6,0.008836524,679,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1986.5,1986,1987,1,0.017857143,56,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1987.5,1987,1988,1,0.022222222,45,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1988.5,1988,1989,0,0,45,NA,NA,NA,vr,TRUE,0.833333333,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1989.5,1989,1990,1,0.015151515,66,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1990.5,1990,1991,2,0.035087719,57,NA,NA,NA,vr,TRUE,0.966101695,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1991.5,1991,1992,2,0.037735849,53,NA,NA,NA,vr,TRUE,0.929824561,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1992.5,1992,1993,0,0,50,NA,NA,NA,vr,TRUE,0.892857143,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1993.5,1993,1994,1,0.022727273,44,NA,NA,NA,vr,TRUE,0.785714286,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1994.5,1994,1995,0,0,61,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1995.5,1995,1996,0,0,53,NA,NA,NA,vr,TRUE,0.828125,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1996.5,1996,1997,1,0.016949153,59,NA,NA,NA,vr,TRUE,0.880597015,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1997.5,1997,1998,0,0,56,NA,NA,NA,vr,TRUE,0.8,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1998.5,1998,1999,0,0,58,NA,NA,NA,vr,TRUE,0.805555556,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,1999.5,1999,2000,1,0.015873016,63,NA,NA,NA,vr,TRUE,0.9,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2000.5,2000,2001,3,0.065217391,46,NA,NA,NA,vr,TRUE,0.686567164,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2001.5,2001,2002,1,0.024390244,41,NA,NA,NA,vr,TRUE,0.611940299,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2002.5,2002,2003,1,0.016393443,61,NA,NA,NA,vr,TRUE,0.871428571,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2003.5,2003,2004,4,0.06557377,61,NA,NA,NA,vr,TRUE,0.85915493,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2004.5,2004,2005,4,0.08,50,NA,NA,NA,vr,TRUE,0.735294118,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2005.5,2005,2006,2,0.04,50,NA,NA,NA,vr,TRUE,0.78125,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2006.5,2006,2007,1,0.020833333,48,NA,NA,NA,vr,TRUE,0.75,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2008.5,2008,2009,1,0.017241379,58,NA,NA,NA,vr,TRUE,0.816901408,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2009.5,2009,2010,0,0,56,NA,NA,NA,vr,TRUE,0.736842105,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2010.5,2010,2011,3,0.052631579,57,NA,NA,NA,vr,TRUE,0.695121951,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2011.5,2011,2012,1,0.012987013,77,NA,NA,NA,vr,TRUE,0.895348837,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2012.5,2012,2013,1,0.014925373,67,NA,NA,NA,vr,TRUE,0.779069767,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2013.5,2013,2014,1,0.015625,64,NA,NA,NA,vr,TRUE,0.8,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
LCA,2014.5,2014,2015,2,0.029411765,68,NA,NA,NA,vr,TRUE,0.883116883,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,1985.5,1985,1986,3,0.081081081,37,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,1986.5,1986,1987,0,0,28,NA,NA,NA,vr,TRUE,0.823529412,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,1987.5,1987,1988,2,0.074074074,27,NA,NA,NA,vr,TRUE,0.818181818,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,1990.5,1990,1991,0,0,36,NA,NA,NA,vr,TRUE,0.9,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,1995.5,1995,1996,4,0.071428571,56,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,1996.5,1996,1997,2,0.034482759,58,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,1997.5,1997,1998,1,0.019230769,52,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,1998.5,1998,1999,0,0,56,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,1999.5,1999,2000,1,0.018181818,55,NA,NA,NA,vr,TRUE,1,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
VCT,2000.5,2000,2001,1,0.019230769,52,NA,NA,NA,vr,TRUE,0.928571429,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
