REGION_ID,COUNTRY_ID,COUNTRY_NAME_EN
MDG: Developing regions,OMN,Oman
MDG: Developing regions,MHL,Marshall Islands
MDG: Developing regions,PAK,Pakistan
MDG: Developing regions,PSE,Palestine
MDG: Developing regions,PAN,Panama
MDG: Developing regions,PNG,Papua New Guinea
MDG: Developing regions,PRY,Paraguay
MDG: Developing regions,PER,Peru
MDG: Developing regions,PHL,Philippines
MDG: Developing regions,GNB,Guinea-Bissau
MDG: Developing regions,TLS,Timor-Leste
MDG: Developing regions,PRI,Puerto Rico
MDG: Developing regions,QAT,Qatar
MDG: Developing regions,REU,Réunion
MDG: Developing regions,RWA,Rwanda
MDG: Developing regions,KNA,Saint Kitts and Nevis
MDG: Developing regions,LCA,Saint Lucia
MDG: Developing regions,VCT,Saint Vincent and the Grenadines
MDG: Developing regions,STP,Sao Tome and Principe
MDG: Developing regions,SAU,Saudi Arabia
MDG: Developing regions,SEN,Senegal
MDG: Developing regions,SYC,Seychelles
MDG: Developing regions,SLE,Sierra Leone
MDG: Developing regions,SGP,Singapore
MDG: Developing regions,SOM,Somalia
MDG: Developing regions,ZAF,South Africa
MDG: Developing regions,ZWE,Zimbabwe
MDG: Developing regions,SSD,South Sudan
MDG: Developing regions,SDN,Sudan
MDG: Developing regions,ESH,Western Sahara
MDG: Developing regions,LKA,Sri Lanka
MDG: Developing regions,XDN,Sudan (pre-secession)
MDG: Developing regions,SUR,Suriname
MDG: Developing regions,SWZ,Eswatini
MDG: Developing regions,SYR,Syrian Arab Republic
MDG: Developing regions,TJK,Tajikistan
MDG: Developing regions,TZA,United Republic of Tanzania
MDG: Developing regions,THA,Thailand
MDG: Developing regions,TGO,Togo
MDG: Developing regions,TKL,Tokelau
MDG: Developing regions,TON,Tonga
MDG: Developing regions,TUV,Tuvalu
MDG: Developing regions,TTO,Trinidad and Tobago
MDG: Developing regions,TUN,Tunisia
MDG: Developing regions,TUR,Turkey
MDG: Developing regions,TKM,Turkmenistan
MDG: Developing regions,TCA,Turks and Caicos Islands
MDG: Developing regions,UGA,Uganda
MDG: Developing regions,ARE,United Arab Emirates
MDG: Developing regions,BFA,Burkina Faso
MDG: Developing regions,URY,Uruguay
MDG: Developing regions,UZB,Uzbekistan
MDG: Developing regions,VEN,Venezuela (Bolivarian Republic of)
MDG: Developing regions,VNM,Viet Nam
MDG: Developing regions,VGB,British Virgin Islands
MDG: Developing regions,VIR,United States Virgin Islands
MDG: Developing regions,WSM,Samoa
MDG: Developing regions,YEM,Yemen
MDG: Developing regions,COD,Democratic Republic of the Congo
MDG: Developing regions,ZMB,Zambia
MDG: Eastern Asia,CHN,China
MDG: Eastern Asia,HKG,"China, Hong Kong Special Administrative Region"
MDG: Eastern Asia,KOR,Republic of Korea
MDG: Eastern Asia,PRK,Democratic People's Republic of Korea
MDG: Eastern Asia,MAC,"China, Macao Special Administrative Region"
MDG: Eastern Asia,MNG,Mongolia
MDG: Eastern Asia (excluding China),HKG,"China, Hong Kong Special Administrative Region"
MDG: Eastern Asia (excluding China),KOR,Republic of Korea
MDG: Eastern Asia (excluding China),PRK,Democratic People's Republic of Korea
MDG: Eastern Asia (excluding China),MAC,"China, Macao Special Administrative Region"
MDG: Eastern Asia (excluding China),MNG,Mongolia
MDG: Latin America,ARG,Argentina
MDG: Latin America,BLZ,Belize
MDG: Latin America,BOL,Bolivia (Plurinational State of)
MDG: Latin America,BRA,Brazil
MDG: Latin America,CHL,Chile
MDG: Latin America,COL,Colombia
MDG: Latin America,CRI,Costa Rica
MDG: Latin America,ECU,Ecuador
MDG: Latin America,SLV,El Salvador
MDG: Latin America,FLK,Falkland Islands (Malvinas)
MDG: Latin America,GUF,French Guiana
MDG: Latin America,GTM,Guatemala
MDG: Latin America,GUY,Guyana
MDG: Latin America,HND,Honduras
MDG: Latin America,MEX,Mexico
MDG: Latin America,NIC,Nicaragua
MDG: Latin America,PAN,Panama
MDG: Latin America,PRY,Paraguay
MDG: Latin America,PER,Peru
MDG: Latin America,SUR,Suriname
MDG: Latin America,URY,Uruguay
MDG: Latin America,VEN,Venezuela (Bolivarian Republic of)
MDG: Latin America and the Caribbean,AIA,Anguilla
MDG: Latin America and the Caribbean,ATG,Antigua and Barbuda
MDG: Latin America and the Caribbean,ARG,Argentina
MDG: Latin America and the Caribbean,ABW,Aruba
MDG: Latin America and the Caribbean,BHS,Bahamas
MDG: Latin America and the Caribbean,BRB,Barbados
MDG: Latin America and the Caribbean,BLZ,Belize
MDG: Latin America and the Caribbean,BOL,Bolivia (Plurinational State of)
MDG: Latin America and the Caribbean,BRA,Brazil
MDG: Latin America and the Caribbean,CYM,Cayman Islands
MDG: Latin America and the Caribbean,CHL,Chile
MDG: Latin America and the Caribbean,COL,Colombia
MDG: Latin America and the Caribbean,CRI,Costa Rica
MDG: Latin America and the Caribbean,CUB,Cuba
MDG: Latin America and the Caribbean,DMA,Dominica
MDG: Latin America and the Caribbean,DOM,Dominican Republic
MDG: Latin America and the Caribbean,ECU,Ecuador
MDG: Latin America and the Caribbean,SLV,El Salvador
MDG: Latin America and the Caribbean,FLK,Falkland Islands (Malvinas)
MDG: Latin America and the Caribbean,GUF,French Guiana
MDG: Latin America and the Caribbean,GRD,Grenada
MDG: Latin America and the Caribbean,GLP,Guadeloupe
MDG: Latin America and the Caribbean,GTM,Guatemala
MDG: Latin America and the Caribbean,GUY,Guyana
MDG: Latin America and the Caribbean,HTI,Haiti
MDG: Latin America and the Caribbean,HND,Honduras
MDG: Latin America and the Caribbean,JAM,Jamaica
MDG: Latin America and the Caribbean,MTQ,Martinique
MDG: Latin America and the Caribbean,MEX,Mexico
MDG: Latin America and the Caribbean,MSR,Montserrat
MDG: Latin America and the Caribbean,CUW,Curaçao
MDG: Latin America and the Caribbean,ANT,Netherlands Antilles
MDG: Latin America and the Caribbean,SXM,Sint Maarten (Dutch part)
MDG: Latin America and the Caribbean,NIC,Nicaragua
MDG: Latin America and the Caribbean,PAN,Panama
MDG: Latin America and the Caribbean,PRY,Paraguay
MDG: Latin America and the Caribbean,PER,Peru
MDG: Latin America and the Caribbean,PRI,Puerto Rico
MDG: Latin America and the Caribbean,KNA,Saint Kitts and Nevis
MDG: Latin America and the Caribbean,LCA,Saint Lucia
MDG: Latin America and the Caribbean,VCT,Saint Vincent and the Grenadines
MDG: Latin America and the Caribbean,SUR,Suriname
MDG: Latin America and the Caribbean,TTO,Trinidad and Tobago
MDG: Latin America and the Caribbean,TCA,Turks and Caicos Islands
MDG: Latin America and the Caribbean,URY,Uruguay
MDG: Latin America and the Caribbean,VEN,Venezuela (Bolivarian Republic of)
MDG: Latin America and the Caribbean,VGB,British Virgin Islands
MDG: Latin America and the Caribbean,VIR,United States Virgin Islands
MDG: Northern Africa,DZA,Algeria
MDG: Northern Africa,EGY,Egypt
MDG: Northern Africa,LBY,Libya
MDG: Northern Africa,MAR,Morocco
MDG: Northern Africa,ESH,Western Sahara
MDG: Northern Africa,TUN,Tunisia
MDG: Oceania,ASM,American Samoa
MDG: Oceania,SLB,Solomon Islands
MDG: Oceania,PLW,Palau
MDG: Oceania,COK,Cook Islands
MDG: Oceania,FJI,Fiji
MDG: Oceania,PYF,French Polynesia
MDG: Oceania,KIR,Kiribati
MDG: Oceania,GUM,Guam
MDG: Oceania,FSM,Micronesia (Federated States of)
MDG: Oceania,MNP,Northern Mariana Islands
MDG: Oceania,NRU,Nauru
MDG: Oceania,NCL,New Caledonia
MDG: Oceania,VUT,Vanuatu
MDG: Oceania,NIU,Niue
MDG: Oceania,MHL,Marshall Islands
MDG: Oceania,PNG,Papua New Guinea
MDG: Oceania,TKL,Tokelau
MDG: Oceania,TON,Tonga
MDG: Oceania,TUV,Tuvalu
MDG: Oceania,WSM,Samoa
MDG: South-eastern Asia,BRN,Brunei Darussalam
MDG: South-eastern Asia,MMR,Myanmar
MDG: South-eastern Asia,IDN,Indonesia
MDG: South-eastern Asia,KHM,Cambodia
MDG: South-eastern Asia,LAO,Lao People's Democratic Republic
MDG: South-eastern Asia,MYS,Malaysia
MDG: South-eastern Asia,PHL,Philippines
MDG: South-eastern Asia,TLS,Timor-Leste
MDG: South-eastern Asia,SGP,Singapore
MDG: South-eastern Asia,THA,Thailand
MDG: South-eastern Asia,VNM,Viet Nam
MDG: Southern Asia,AFG,Afghanistan
MDG: Southern Asia,BGD,Bangladesh
MDG: Southern Asia,BTN,Bhutan
MDG: Southern Asia,IND,India
MDG: Southern Asia,IRN,Iran (Islamic Republic of)
MDG: Southern Asia,MDV,Maldives
MDG: Southern Asia,NPL,Nepal
MDG: Southern Asia,PAK,Pakistan
MDG: Southern Asia,LKA,Sri Lanka
MDG: Southern Asia (excluding India),AFG,Afghanistan
MDG: Southern Asia (excluding India),BGD,Bangladesh
MDG: Southern Asia (excluding India),BTN,Bhutan
MDG: Southern Asia (excluding India),IRN,Iran (Islamic Republic of)
MDG: Southern Asia (excluding India),MDV,Maldives
MDG: Southern Asia (excluding India),NPL,Nepal
MDG: Southern Asia (excluding India),PAK,Pakistan
MDG: Southern Asia (excluding India),LKA,Sri Lanka
MDG: Sub-Saharan Africa,AGO,Angola
MDG: Sub-Saharan Africa,BWA,Botswana
MDG: Sub-Saharan Africa,BDI,Burundi
MDG: Sub-Saharan Africa,CMR,Cameroon
MDG: Sub-Saharan Africa,CPV,Cabo Verde
MDG: Sub-Saharan Africa,CAF,Central African Republic
MDG: Sub-Saharan Africa,TCD,Chad
MDG: Sub-Saharan Africa,COM,Comoros
MDG: Sub-Saharan Africa,MYT,Mayotte
MDG: Sub-Saharan Africa,COG,Congo
MDG: Sub-Saharan Africa,BEN,Benin
MDG: Sub-Saharan Africa,GNQ,Equatorial Guinea
MDG: Sub-Saharan Africa,ERI,Eritrea
MDG: Sub-Saharan Africa,ETH,Ethiopia
MDG: Sub-Saharan Africa,DJI,Djibouti
MDG: Sub-Saharan Africa,GAB,Gabon
MDG: Sub-Saharan Africa,GMB,Gambia
MDG: Sub-Saharan Africa,GHA,Ghana
MDG: Sub-Saharan Africa,GIN,Guinea
MDG: Sub-Saharan Africa,CIV,Côte d'Ivoire
MDG: Sub-Saharan Africa,KEN,Kenya
MDG: Sub-Saharan Africa,LSO,Lesotho
MDG: Sub-Saharan Africa,LBR,Liberia
MDG: Sub-Saharan Africa,MDG,Madagascar
MDG: Sub-Saharan Africa,MWI,Malawi
MDG: Sub-Saharan Africa,MLI,Mali
MDG: Sub-Saharan Africa,MRT,Mauritania
MDG: Sub-Saharan Africa,MUS,Mauritius
MDG: Sub-Saharan Africa,MOZ,Mozambique
MDG: Sub-Saharan Africa,NAM,Namibia
MDG: Sub-Saharan Africa,NER,Niger
MDG: Sub-Saharan Africa,NGA,Nigeria
MDG: Sub-Saharan Africa,GNB,Guinea-Bissau
MDG: Sub-Saharan Africa,REU,Réunion
MDG: Sub-Saharan Africa,RWA,Rwanda
MDG: Sub-Saharan Africa,STP,Sao Tome and Principe
MDG: Sub-Saharan Africa,SEN,Senegal
MDG: Sub-Saharan Africa,SYC,Seychelles
MDG: Sub-Saharan Africa,SLE,Sierra Leone
MDG: Sub-Saharan Africa,SOM,Somalia
MDG: Sub-Saharan Africa,ZAF,South Africa
MDG: Sub-Saharan Africa,ZWE,Zimbabwe
MDG: Sub-Saharan Africa,SSD,South Sudan
MDG: Sub-Saharan Africa,SDN,Sudan
MDG: Sub-Saharan Africa,XDN,Sudan (pre-secession)
MDG: Sub-Saharan Africa,SWZ,Eswatini
MDG: Sub-Saharan Africa,TZA,United Republic of Tanzania
MDG: Sub-Saharan Africa,TGO,Togo
MDG: Sub-Saharan Africa,UGA,Uganda
MDG: Sub-Saharan Africa,BFA,Burkina Faso
MDG: Sub-Saharan Africa,COD,Democratic Republic of the Congo
MDG: Sub-Saharan Africa,ZMB,Zambia
MDG: Western Asia,BHR,Bahrain
MDG: Western Asia,IRQ,Iraq
MDG: Western Asia,JOR,Jordan
MDG: Western Asia,KWT,Kuwait
MDG: Western Asia,LBN,Lebanon
MDG: Western Asia,OMN,Oman
MDG: Western Asia,PSE,Palestine
MDG: Western Asia,QAT,Qatar
MDG: Western Asia,SAU,Saudi Arabia
MDG: Western Asia,SYR,Syrian Arab Republic
MDG: Western Asia,TUR,Turkey
MDG: Western Asia,ARE,United Arab Emirates
MDG: Western Asia,YEM,Yemen
MDG: World,AFG,Afghanistan
MDG: World,ALB,Albania
MDG: World,DZA,Algeria
MDG: World,ASM,American Samoa
MDG: World,AND,Andorra
MDG: World,AGO,Angola
MDG: World,AIA,Anguilla
MDG: World,ATG,Antigua and Barbuda
MDG: World,ARG,Argentina
MDG: World,ARM,Armenia
MDG: World,ABW,Aruba
MDG: World,AUS,Australia
MDG: World,AZE,Azerbaijan
MDG: World,AUT,Austria
MDG: World,BHS,Bahamas
MDG: World,BHR,Bahrain
MDG: World,BGD,Bangladesh
MDG: World,BRB,Barbados
MDG: World,BEL,Belgium
MDG: World,BIH,Bosnia and Herzegovina
MDG: World,BLZ,Belize
MDG: World,BMU,Bermuda
MDG: World,BTN,Bhutan
MDG: World,BOL,Bolivia (Plurinational State of)
MDG: World,BWA,Botswana
MDG: World,BRA,Brazil
MDG: World,SLB,Solomon Islands
MDG: World,PLW,Palau
MDG: World,BRN,Brunei Darussalam
MDG: World,BGR,Bulgaria
MDG: World,HRV,Croatia
MDG: World,MMR,Myanmar
MDG: World,BDI,Burundi
MDG: World,CMR,Cameroon
MDG: World,CAN,Canada
MDG: World,CPV,Cabo Verde
MDG: World,CYM,Cayman Islands
MDG: World,CAF,Central African Republic
MDG: World,TCD,Chad
MDG: World,CHL,Chile
MDG: World,CHN,China
MDG: World,COL,Colombia
MDG: World,COM,Comoros
MDG: World,MYT,Mayotte
MDG: World,COG,Congo
MDG: World,COK,Cook Islands
MDG: World,CRI,Costa Rica
MDG: World,CUB,Cuba
MDG: World,CYP,Cyprus
MDG: World,CZE,Czechia
MDG: World,BEN,Benin
MDG: World,DNK,Denmark
MDG: World,DMA,Dominica
MDG: World,DOM,Dominican Republic
MDG: World,ECU,Ecuador
MDG: World,EGY,Egypt
MDG: World,SLV,El Salvador
MDG: World,GNQ,Equatorial Guinea
MDG: World,ERI,Eritrea
MDG: World,EST,Estonia
MDG: World,ETH,Ethiopia
MDG: World,FRO,Faeroe Islands
MDG: World,FLK,Falkland Islands (Malvinas)
MDG: World,FJI,Fiji
MDG: World,FIN,Finland
MDG: World,FRA,France
MDG: World,GUF,French Guiana
MDG: World,PYF,French Polynesia
MDG: World,DJI,Djibouti
MDG: World,GAB,Gabon
MDG: World,GMB,Gambia
MDG: World,GEO,Georgia
MDG: World,DEU,Germany
MDG: World,GHA,Ghana
MDG: World,KIR,Kiribati
MDG: World,GRC,Greece
MDG: World,GRL,Greenland
MDG: World,GRD,Grenada
MDG: World,GLP,Guadeloupe
MDG: World,GUM,Guam
MDG: World,GTM,Guatemala
MDG: World,GIN,Guinea
MDG: World,GUY,Guyana
MDG: World,HTI,Haiti
MDG: World,HND,Honduras
MDG: World,HKG,"China, Hong Kong Special Administrative Region"
MDG: World,HUN,Hungary
MDG: World,ISL,Iceland
MDG: World,IND,India
MDG: World,IDN,Indonesia
MDG: World,IRN,Iran (Islamic Republic of)
MDG: World,IRQ,Iraq
MDG: World,IRL,Ireland
MDG: World,ISR,Israel
MDG: World,ITA,Italy
MDG: World,CIV,Côte d'Ivoire
MDG: World,JAM,Jamaica
MDG: World,JPN,Japan
MDG: World,JOR,Jordan
MDG: World,KAZ,Kazakhstan
MDG: World,KEN,Kenya
MDG: World,KHM,Cambodia
MDG: World,KOR,Republic of Korea
MDG: World,PRK,Democratic People's Republic of Korea
MDG: World,KWT,Kuwait
MDG: World,KGZ,Kyrgyzstan
MDG: World,LAO,Lao People's Democratic Republic
MDG: World,LVA,Latvia
MDG: World,LBN,Lebanon
MDG: World,LSO,Lesotho
MDG: World,LBR,Liberia
MDG: World,LBY,Libya
MDG: World,LIE,Liechtenstein
MDG: World,LTU,Lithuania
MDG: World,LUX,Luxembourg
MDG: World,MAC,"China, Macao Special Administrative Region"
MDG: World,MKD,North Macedonia
MDG: World,MDG,Madagascar
MDG: World,MWI,Malawi
MDG: World,MYS,Malaysia
MDG: World,MDV,Maldives
MDG: World,MLI,Mali
MDG: World,MLT,Malta
MDG: World,MTQ,Martinique
MDG: World,MRT,Mauritania
MDG: World,MUS,Mauritius
MDG: World,MEX,Mexico
MDG: World,FSM,Micronesia (Federated States of)
MDG: World,MCO,Monaco
MDG: World,MNG,Mongolia
MDG: World,MNE,Montenegro
MDG: World,MSR,Montserrat
MDG: World,MAR,Morocco
MDG: World,MOZ,Mozambique
MDG: World,MNP,Northern Mariana Islands
MDG: World,NAM,Namibia
MDG: World,NRU,Nauru
MDG: World,NPL,Nepal
MDG: World,NLD,Netherlands
MDG: World,CUW,Curaçao
MDG: World,ANT,Netherlands Antilles
MDG: World,SXM,Sint Maarten (Dutch part)
MDG: World,NCL,New Caledonia
MDG: World,VUT,Vanuatu
MDG: World,NZL,New Zealand
MDG: World,NIC,Nicaragua
MDG: World,NER,Niger
MDG: World,NGA,Nigeria
MDG: World,NIU,Niue
MDG: World,NOR,Norway
MDG: World,OMN,Oman
MDG: World,MHL,Marshall Islands
MDG: World,PAK,Pakistan
MDG: World,PSE,Palestine
MDG: World,PAN,Panama
MDG: World,PNG,Papua New Guinea
MDG: World,PRY,Paraguay
MDG: World,PER,Peru
MDG: World,PHL,Philippines
MDG: World,POL,Poland
MDG: World,PRT,Portugal
MDG: World,MDA,Republic of Moldova
MDG: World,GNB,Guinea-Bissau
MDG: World,TLS,Timor-Leste
MDG: World,PRI,Puerto Rico
MDG: World,QAT,Qatar
MDG: World,REU,Réunion
MDG: World,ROU,Romania
MDG: World,RUS,Russian Federation
MDG: World,RWA,Rwanda
MDG: World,KNA,Saint Kitts and Nevis
MDG: World,LCA,Saint Lucia
MDG: World,VCT,Saint Vincent and the Grenadines
MDG: World,SVK,Slovakia
MDG: World,SMR,San Marino
MDG: World,SVN,Slovenia
MDG: World,STP,Sao Tome and Principe
MDG: World,SAU,Saudi Arabia
MDG: World,SEN,Senegal
MDG: World,SRB,Serbia
MDG: World,SYC,Seychelles
MDG: World,SLE,Sierra Leone
MDG: World,SGP,Singapore
MDG: World,SOM,Somalia
MDG: World,ZAF,South Africa
MDG: World,ZWE,Zimbabwe
MDG: World,ESP,Spain
MDG: World,SSD,South Sudan
MDG: World,SDN,Sudan
MDG: World,ESH,Western Sahara
MDG: World,LKA,Sri Lanka
MDG: World,XDN,Sudan (pre-secession)
MDG: World,SUR,Suriname
MDG: World,SWZ,Eswatini
MDG: World,SWE,Sweden
MDG: World,CHE,Switzerland
MDG: World,SYR,Syrian Arab Republic
MDG: World,TJK,Tajikistan
MDG: World,TZA,United Republic of Tanzania
MDG: World,THA,Thailand
MDG: World,TGO,Togo
MDG: World,TKL,Tokelau
MDG: World,TON,Tonga
MDG: World,TUV,Tuvalu
MDG: World,TTO,Trinidad and Tobago
MDG: World,TUN,Tunisia
MDG: World,TUR,Turkey
MDG: World,TKM,Turkmenistan
MDG: World,TCA,Turks and Caicos Islands
MDG: World,UGA,Uganda
MDG: World,BLR,Belarus
MDG: World,UKR,Ukraine
MDG: World,ARE,United Arab Emirates
MDG: World,GBR,United Kingdom of Great Britain and Northern Ireland
MDG: World,ZZA,Channel Islands
MDG: World,IMN,Isle of Man
MDG: World,USA,United States of America
MDG: World,BFA,Burkina Faso
MDG: World,URY,Uruguay
MDG: World,UZB,Uzbekistan
MDG: World,VEN,Venezuela (Bolivarian Republic of)
MDG: World,VNM,Viet Nam
MDG: World,VGB,British Virgin Islands
MDG: World,VIR,United States Virgin Islands
MDG: World,WSM,Samoa
MDG: World,YEM,Yemen
MDG: World,COD,Democratic Republic of the Congo
MDG: World,ZMB,Zambia
SDG: Africa (Northern),DZA,Algeria
SDG: Africa (Northern),EGY,Egypt
SDG: Africa (Northern),LBY,Libya
SDG: Africa (Northern),MAR,Morocco
SDG: Africa (Northern),SDN,Sudan
SDG: Africa (Northern),ESH,Western Sahara
SDG: Africa (Northern),XDN,Sudan (pre-secession)
SDG: Africa (Northern),TUN,Tunisia
SDG: Africa (Sub-Saharan) ,AGO,Angola
SDG: Africa (Sub-Saharan) ,BWA,Botswana
SDG: Africa (Sub-Saharan) ,BDI,Burundi
SDG: Africa (Sub-Saharan) ,CMR,Cameroon
SDG: Africa (Sub-Saharan) ,CPV,Cabo Verde
SDG: Africa (Sub-Saharan) ,CAF,Central African Republic
SDG: Africa (Sub-Saharan) ,TCD,Chad
SDG: Africa (Sub-Saharan) ,COM,Comoros
SDG: Africa (Sub-Saharan) ,MYT,Mayotte
SDG: Africa (Sub-Saharan) ,COG,Congo
SDG: Africa (Sub-Saharan) ,BEN,Benin
SDG: Africa (Sub-Saharan) ,GNQ,Equatorial Guinea
SDG: Africa (Sub-Saharan) ,ERI,Eritrea
SDG: Africa (Sub-Saharan) ,ETH,Ethiopia
SDG: Africa (Sub-Saharan) ,DJI,Djibouti
SDG: Africa (Sub-Saharan) ,GAB,Gabon
SDG: Africa (Sub-Saharan) ,GMB,Gambia
SDG: Africa (Sub-Saharan) ,GHA,Ghana
SDG: Africa (Sub-Saharan) ,GIN,Guinea
SDG: Africa (Sub-Saharan) ,CIV,Côte d'Ivoire
SDG: Africa (Sub-Saharan) ,KEN,Kenya
SDG: Africa (Sub-Saharan) ,LSO,Lesotho
SDG: Africa (Sub-Saharan) ,LBR,Liberia
SDG: Africa (Sub-Saharan) ,MDG,Madagascar
SDG: Africa (Sub-Saharan) ,MWI,Malawi
SDG: Africa (Sub-Saharan) ,MLI,Mali
SDG: Africa (Sub-Saharan) ,MRT,Mauritania
SDG: Africa (Sub-Saharan) ,MUS,Mauritius
SDG: Africa (Sub-Saharan) ,MOZ,Mozambique
SDG: Africa (Sub-Saharan) ,NAM,Namibia
SDG: Africa (Sub-Saharan) ,NER,Niger
SDG: Africa (Sub-Saharan) ,NGA,Nigeria
SDG: Africa (Sub-Saharan) ,GNB,Guinea-Bissau
SDG: Africa (Sub-Saharan) ,REU,Réunion
SDG: Africa (Sub-Saharan) ,RWA,Rwanda
SDG: Africa (Sub-Saharan) ,SHN,Saint Helena
SDG: Africa (Sub-Saharan) ,STP,Sao Tome and Principe
SDG: Africa (Sub-Saharan) ,SEN,Senegal
SDG: Africa (Sub-Saharan) ,SYC,Seychelles
SDG: Africa (Sub-Saharan) ,SLE,Sierra Leone
SDG: Africa (Sub-Saharan) ,SOM,Somalia
SDG: Africa (Sub-Saharan) ,ZAF,South Africa
SDG: Africa (Sub-Saharan) ,ZWE,Zimbabwe
SDG: Africa (Sub-Saharan) ,SSD,South Sudan
SDG: Africa (Sub-Saharan) ,SWZ,Eswatini
SDG: Africa (Sub-Saharan) ,TZA,United Republic of Tanzania
SDG: Africa (Sub-Saharan) ,TGO,Togo
SDG: Africa (Sub-Saharan) ,UGA,Uganda
SDG: Africa (Sub-Saharan) ,BFA,Burkina Faso
SDG: Africa (Sub-Saharan) ,COD,Democratic Republic of the Congo
SDG: Africa (Sub-Saharan) ,ZMB,Zambia
SDG: Asia (Central and Southern),AFG,Afghanistan
SDG: Asia (Central and Southern),BGD,Bangladesh
SDG: Asia (Central and Southern),BTN,Bhutan
SDG: Asia (Central and Southern),IND,India
SDG: Asia (Central and Southern),IRN,Iran (Islamic Republic of)
SDG: Asia (Central and Southern),KAZ,Kazakhstan
SDG: Asia (Central and Southern),KGZ,Kyrgyzstan
SDG: Asia (Central and Southern),MDV,Maldives
SDG: Asia (Central and Southern),NPL,Nepal
SDG: Asia (Central and Southern),PAK,Pakistan
SDG: Asia (Central and Southern),LKA,Sri Lanka
SDG: Asia (Central and Southern),TJK,Tajikistan
SDG: Asia (Central and Southern),TKM,Turkmenistan
SDG: Asia (Central and Southern),UZB,Uzbekistan
SDG: Asia (Central),KAZ,Kazakhstan
SDG: Asia (Central),KGZ,Kyrgyzstan
SDG: Asia (Central),TJK,Tajikistan
SDG: Asia (Central),TKM,Turkmenistan
SDG: Asia (Central),UZB,Uzbekistan
SDG: Asia (Eastern and South-eastern),BRN,Brunei Darussalam
SDG: Asia (Eastern and South-eastern),MMR,Myanmar
SDG: Asia (Eastern and South-eastern),CHN,China
SDG: Asia (Eastern and South-eastern),HKG,"China, Hong Kong Special Administrative Region"
SDG: Asia (Eastern and South-eastern),IDN,Indonesia
SDG: Asia (Eastern and South-eastern),JPN,Japan
SDG: Asia (Eastern and South-eastern),KHM,Cambodia
SDG: Asia (Eastern and South-eastern),KOR,Republic of Korea
SDG: Asia (Eastern and South-eastern),PRK,Democratic People's Republic of Korea
SDG: Asia (Eastern and South-eastern),LAO,Lao People's Democratic Republic
SDG: Asia (Eastern and South-eastern),MAC,"China, Macao Special Administrative Region"
SDG: Asia (Eastern and South-eastern),MYS,Malaysia
SDG: Asia (Eastern and South-eastern),MNG,Mongolia
SDG: Asia (Eastern and South-eastern),PHL,Philippines
SDG: Asia (Eastern and South-eastern),TLS,Timor-Leste
SDG: Asia (Eastern and South-eastern),SGP,Singapore
SDG: Asia (Eastern and South-eastern),THA,Thailand
SDG: Asia (Eastern and South-eastern),VNM,Viet Nam
SDG: Asia (Eastern),CHN,China
SDG: Asia (Eastern),HKG,"China, Hong Kong Special Administrative Region"
SDG: Asia (Eastern),JPN,Japan
SDG: Asia (Eastern),KOR,Republic of Korea
SDG: Asia (Eastern),PRK,Democratic People's Republic of Korea
SDG: Asia (Eastern),MAC,"China, Macao Special Administrative Region"
SDG: Asia (Eastern),MNG,Mongolia
SDG: Asia (South-eastern),BRN,Brunei Darussalam
SDG: Asia (South-eastern),MMR,Myanmar
SDG: Asia (South-eastern),IDN,Indonesia
SDG: Asia (South-eastern),KHM,Cambodia
SDG: Asia (South-eastern),LAO,Lao People's Democratic Republic
SDG: Asia (South-eastern),MYS,Malaysia
SDG: Asia (South-eastern),PHL,Philippines
SDG: Asia (South-eastern),TLS,Timor-Leste
SDG: Asia (South-eastern),SGP,Singapore
SDG: Asia (South-eastern),THA,Thailand
SDG: Asia (South-eastern),VNM,Viet Nam
SDG: Asia (Southern),AFG,Afghanistan
SDG: Asia (Southern),BGD,Bangladesh
SDG: Asia (Southern),BTN,Bhutan
SDG: Asia (Southern),IND,India
SDG: Asia (Southern),IRN,Iran (Islamic Republic of)
SDG: Asia (Southern),MDV,Maldives
SDG: Asia (Southern),NPL,Nepal
SDG: Asia (Southern),PAK,Pakistan
SDG: Asia (Southern),LKA,Sri Lanka
SDG: Asia (Western),ARM,Armenia
SDG: Asia (Western),AZE,Azerbaijan
SDG: Asia (Western),BHR,Bahrain
SDG: Asia (Western),CYP,Cyprus
SDG: Asia (Western),GEO,Georgia
SDG: Asia (Western),IRQ,Iraq
SDG: Asia (Western),ISR,Israel
SDG: Asia (Western),JOR,Jordan
SDG: Asia (Western),KWT,Kuwait
SDG: Asia (Western),LBN,Lebanon
SDG: Asia (Western),OMN,Oman
SDG: Asia (Western),PSE,Palestine
SDG: Asia (Western),QAT,Qatar
SDG: Asia (Western),SAU,Saudi Arabia
SDG: Asia (Western),SYR,Syrian Arab Republic
SDG: Asia (Western),TUR,Turkey
SDG: Asia (Western),ARE,United Arab Emirates
SDG: Asia (Western),YEM,Yemen
SDG: Europe,ALB,Albania
SDG: Europe,AND,Andorra
SDG: Europe,AUT,Austria
SDG: Europe,BEL,Belgium
SDG: Europe,BIH,Bosnia and Herzegovina
SDG: Europe,BGR,Bulgaria
SDG: Europe,HRV,Croatia
SDG: Europe,CZE,Czechia
SDG: Europe,DNK,Denmark
SDG: Europe,EST,Estonia
SDG: Europe,FRO,Faeroe Islands
SDG: Europe,FIN,Finland
SDG: Europe,ALA,Åland Islands
SDG: Europe,FRA,France
