"country","iso3c","date","source_name","source_id","value"
"Tanzania","TZA",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",76.6
"Tanzania","TZA",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",71.3
"Tanzania","TZA",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",76.58749999999999
"Tanzania","TZA",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",46.15833333333334
"Tanzania","TZA",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",50
"Tanzania","TZA",2021,"SPI Overall Score","IQ.SPI.OVRL",64.12916666666668
"Timor-Leste","TLS",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Timor-Leste","TLS",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",60.63333333333334
"Timor-Leste","TLS",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",64.54375
"Timor-Leste","TLS",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",31.458333333333332
"Timor-Leste","TLS",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",65
"Timor-Leste","TLS",2021,"SPI Overall Score","IQ.SPI.OVRL",56.32708333333334
"Togo","TGO",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Togo","TGO",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",61.7
"Togo","TGO",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",87.05
"Togo","TGO",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",40.083333333333336
"Togo","TGO",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",60
"Togo","TGO",2021,"SPI Overall Score","IQ.SPI.OVRL",67.76666666666668
"Tonga","TON",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Tonga","TON",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",63.19999999999999
"Tonga","TON",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",75.86874999999999
"Tonga","TON",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",44.3
"Tonga","TON",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Tonga","TON",2021,"SPI Overall Score","IQ.SPI.OVRL",61.67374999999999
"Tuvalu","TUV",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",40
"Tuvalu","TUV",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",NA
"Tuvalu","TUV",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",60.83749999999999
"Tuvalu","TUV",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",NA
"Tuvalu","TUV",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",10
"Tuvalu","TUV",2021,"SPI Overall Score","IQ.SPI.OVRL",NA
"Uganda","UGA",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",100
"Uganda","UGA",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",66.63333333333333
"Uganda","UGA",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",81.55
"Uganda","UGA",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",39.28333333333334
"Uganda","UGA",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",70
"Uganda","UGA",2021,"SPI Overall Score","IQ.SPI.OVRL",71.49333333333333
"Uzbekistan","UZB",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Uzbekistan","UZB",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",74.06666666666666
"Uzbekistan","UZB",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",78.7
"Uzbekistan","UZB",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",44.175
"Uzbekistan","UZB",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",75
"Uzbekistan","UZB",2021,"SPI Overall Score","IQ.SPI.OVRL",70.38833333333334
"Vanuatu","VUT",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",56.60000000000001
"Vanuatu","VUT",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",59.133333333333326
"Vanuatu","VUT",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",72.22500000000001
"Vanuatu","VUT",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",30.23333333333334
"Vanuatu","VUT",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",35
"Vanuatu","VUT",2021,"SPI Overall Score","IQ.SPI.OVRL",50.63833333333333
"Yemen, Rep.","YEM",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",46.6
"Yemen, Rep.","YEM",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",27.500000000000004
"Yemen, Rep.","YEM",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",55.56875
"Yemen, Rep.","YEM",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",16.091666666666665
"Yemen, Rep.","YEM",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",20
"Yemen, Rep.","YEM",2021,"SPI Overall Score","IQ.SPI.OVRL",33.15208333333334
"Zambia","ZMB",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Zambia","ZMB",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",67.26666666666667
"Zambia","ZMB",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",86.70625000000001
"Zambia","ZMB",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",29.21666666666667
"Zambia","ZMB",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Zambia","ZMB",2021,"SPI Overall Score","IQ.SPI.OVRL",63.63791666666666
"Zimbabwe","ZWE",2021,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",100
"Zimbabwe","ZWE",2021,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",66.66666666666666
"Zimbabwe","ZWE",2021,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",87.9625
"Zimbabwe","ZWE",2021,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",42.69166666666667
"Zimbabwe","ZWE",2021,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",60
"Zimbabwe","ZWE",2021,"SPI Overall Score","IQ.SPI.OVRL",71.46416666666667
"Afghanistan","AFG",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Afghanistan","AFG",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",59.43333333333334
"Afghanistan","AFG",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",72.15
"Afghanistan","AFG",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",20.4
"Afghanistan","AFG",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Afghanistan","AFG",2020,"SPI Overall Score","IQ.SPI.OVRL",54.39666666666667
"Bangladesh","BGD",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Bangladesh","BGD",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",60.8
"Bangladesh","BGD",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",79.53125000000001
"Bangladesh","BGD",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",53.68333333333334
"Bangladesh","BGD",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",25
"Bangladesh","BGD",2020,"SPI Overall Score","IQ.SPI.OVRL",61.80291666666668
"Benin","BEN",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Benin","BEN",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",69.89999999999999
"Benin","BEN",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",74.43749999999999
"Benin","BEN",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",32.475
"Benin","BEN",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",35
"Benin","BEN",2020,"SPI Overall Score","IQ.SPI.OVRL",56.36249999999999
"Bhutan","BTN",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Bhutan","BTN",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",60.6
"Bhutan","BTN",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",68.35
"Bhutan","BTN",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",40.50833333333333
"Bhutan","BTN",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",15
"Bhutan","BTN",2020,"SPI Overall Score","IQ.SPI.OVRL",50.891666666666666
"Burkina Faso","BFA",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Burkina Faso","BFA",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",35.699999999999996
"Burkina Faso","BFA",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",71.80625
"Burkina Faso","BFA",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",33.325
"Burkina Faso","BFA",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Burkina Faso","BFA",2020,"SPI Overall Score","IQ.SPI.OVRL",53.166250000000005
"Burundi","BDI",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",56.60000000000001
"Burundi","BDI",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",64.03333333333332
"Burundi","BDI",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",77.00625000000001
"Burundi","BDI",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",15.741666666666664
"Burundi","BDI",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",35
"Burundi","BDI",2020,"SPI Overall Score","IQ.SPI.OVRL",49.67625
"Cabo Verde","CPV",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Cabo Verde","CPV",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",64.8
"Cabo Verde","CPV",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",67.98125
"Cabo Verde","CPV",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",71.075
"Cabo Verde","CPV",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",20
"Cabo Verde","CPV",2020,"SPI Overall Score","IQ.SPI.OVRL",60.77125000000001
"Cambodia","KHM",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Cambodia","KHM",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",61.83333333333333
"Cambodia","KHM",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",72.09375000000001
"Cambodia","KHM",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",41.575
"Cambodia","KHM",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Cambodia","KHM",2020,"SPI Overall Score","IQ.SPI.OVRL",58.10041666666667
"Cameroon","CMR",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Cameroon","CMR",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",63.866666666666674
"Cameroon","CMR",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",74.375
"Cameroon","CMR",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",32.50833333333334
"Cameroon","CMR",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",35
"Cameroon","CMR",2020,"SPI Overall Score","IQ.SPI.OVRL",55.15
"Central African Republic","CAF",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",30
"Central African Republic","CAF",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",NA
"Central African Republic","CAF",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",57.2
"Central African Republic","CAF",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",NA
"Central African Republic","CAF",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",20
"Central African Republic","CAF",2020,"SPI Overall Score","IQ.SPI.OVRL",NA
"Chad","TCD",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Chad","TCD",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",57.03333333333334
"Chad","TCD",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",62.46874999999999
"Chad","TCD",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",18.016666666666666
"Chad","TCD",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",15
"Chad","TCD",2020,"SPI Overall Score","IQ.SPI.OVRL",44.50375
"Comoros","COM",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Comoros","COM",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",NA
"Comoros","COM",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",61.21875
"Comoros","COM",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",NA
"Comoros","COM",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",30
"Comoros","COM",2020,"SPI Overall Score","IQ.SPI.OVRL",NA
"Congo, Dem. Rep.","COD",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Congo, Dem. Rep.","COD",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",68.06666666666666
"Congo, Dem. Rep.","COD",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",64.56875000000001
"Congo, Dem. Rep.","COD",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",18.2
"Congo, Dem. Rep.","COD",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",20
"Congo, Dem. Rep.","COD",2020,"SPI Overall Score","IQ.SPI.OVRL",46.16708333333334
"Congo, Rep.","COG",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Congo, Rep.","COG",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",29.433333333333326
"Congo, Rep.","COG",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",52.28125
"Congo, Rep.","COG",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",29.46666666666666
"Congo, Rep.","COG",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",25
"Congo, Rep.","COG",2020,"SPI Overall Score","IQ.SPI.OVRL",39.23625
"Cote d'Ivoire","CIV",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Cote d'Ivoire","CIV",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",64.16666666666666
"Cote d'Ivoire","CIV",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",74.6875
"Cote d'Ivoire","CIV",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",38.49166666666666
"Cote d'Ivoire","CIV",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Cote d'Ivoire","CIV",2020,"SPI Overall Score","IQ.SPI.OVRL",61.469166666666666
"Djibouti","DJI",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",50
"Djibouti","DJI",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",59.7
"Djibouti","DJI",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",51.69375000000001
"Djibouti","DJI",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",17.55833333333333
"Djibouti","DJI",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",25
"Djibouti","DJI",2020,"SPI Overall Score","IQ.SPI.OVRL",40.790416666666665
"Dominica","DMA",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Dominica","DMA",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",32.8
"Dominica","DMA",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",47.58125
"Dominica","DMA",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",52.31666666666667
"Dominica","DMA",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",30
"Dominica","DMA",2020,"SPI Overall Score","IQ.SPI.OVRL",44.53958333333333
"Eritrea","ERI",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",16.6
"Eritrea","ERI",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",NA
"Eritrea","ERI",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",45.08125
"Eritrea","ERI",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",NA
"Eritrea","ERI",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",15
"Eritrea","ERI",2020,"SPI Overall Score","IQ.SPI.OVRL",NA
"Ethiopia","ETH",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Ethiopia","ETH",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",55.86666666666667
"Ethiopia","ETH",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",74.66875000000002
"Ethiopia","ETH",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",36.88333333333333
"Ethiopia","ETH",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",15
"Ethiopia","ETH",2020,"SPI Overall Score","IQ.SPI.OVRL",50.48375000000001
"Fiji","FJI",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Fiji","FJI",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",29.233333333333334
"Fiji","FJI",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",69.01875000000001
"Fiji","FJI",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",49.825
"Fiji","FJI",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Fiji","FJI",2020,"SPI Overall Score","IQ.SPI.OVRL",56.615416666666675
"Gambia, The","GMB",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Gambia, The","GMB",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",32.733333333333334
"Gambia, The","GMB",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",78.09375
"Gambia, The","GMB",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",36.44166666666667
"Gambia, The","GMB",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",30
"Gambia, The","GMB",2020,"SPI Overall Score","IQ.SPI.OVRL",47.45375000000001
"Ghana","GHA",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",76.6
"Ghana","GHA",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",61.53333333333333
"Ghana","GHA",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",82.95624999999998
"Ghana","GHA",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",40.39166666666667
"Ghana","GHA",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Ghana","GHA",2020,"SPI Overall Score","IQ.SPI.OVRL",61.29624999999999
"Grenada","GRD",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Grenada","GRD",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",NA
"Grenada","GRD",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",55.95625
"Grenada","GRD",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",NA
"Grenada","GRD",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",20
"Grenada","GRD",2020,"SPI Overall Score","IQ.SPI.OVRL",NA
"Guinea","GIN",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Guinea","GIN",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",61.76666666666666
"Guinea","GIN",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",62.88750000000001
"Guinea","GIN",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",22.583333333333332
"Guinea","GIN",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",20
"Guinea","GIN",2020,"SPI Overall Score","IQ.SPI.OVRL",49.44750000000001
"Guinea-Bissau","GNB",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",46.6
"Guinea-Bissau","GNB",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",23.666666666666664
"Guinea-Bissau","GNB",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",59.63125
"Guinea-Bissau","GNB",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",14.616666666666667
"Guinea-Bissau","GNB",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",15
"Guinea-Bissau","GNB",2020,"SPI Overall Score","IQ.SPI.OVRL",31.90291666666667
"Guyana","GUY",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Guyana","GUY",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",60.966666666666654
"Guyana","GUY",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",59.19374999999999
"Guyana","GUY",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",34.05833333333333
"Guyana","GUY",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",35
"Guyana","GUY",2020,"SPI Overall Score","IQ.SPI.OVRL",51.843749999999986
"Haiti","HTI",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Haiti","HTI",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",17.93333333333333
"Haiti","HTI",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",64.99375
"Haiti","HTI",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",16.683333333333334
"Haiti","HTI",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Haiti","HTI",2020,"SPI Overall Score","IQ.SPI.OVRL",39.92208333333333
"Honduras","HND",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Honduras","HND",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",62.23333333333334
"Honduras","HND",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",77.08125
"Honduras","HND",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",43.40833333333333
"Honduras","HND",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",30
"Honduras","HND",2020,"SPI Overall Score","IQ.SPI.OVRL",60.54458333333335
"Kenya","KEN",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Kenya","KEN",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",60.66666666666667
"Kenya","KEN",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",66.1875
"Kenya","KEN",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",32.225
"Kenya","KEN",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Kenya","KEN",2020,"SPI Overall Score","IQ.SPI.OVRL",53.81583333333333
"Kiribati","KIR",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",20
"Kiribati","KIR",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",59.099999999999994
"Kiribati","KIR",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",66.14375
"Kiribati","KIR",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",15.533333333333331
"Kiribati","KIR",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",15
"Kiribati","KIR",2020,"SPI Overall Score","IQ.SPI.OVRL",35.155416666666675
"Kosovo","XKX",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",40
"Kosovo","XKX",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",67.96666666666667
"Kosovo","XKX",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",NA
"Kosovo","XKX",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",NA
"Kosovo","XKX",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",60
"Kosovo","XKX",2020,"SPI Overall Score","IQ.SPI.OVRL",NA
"Kyrgyz Republic","KGZ",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",100
"Kyrgyz Republic","KGZ",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",81.56666666666665
"Kyrgyz Republic","KGZ",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",83.775
"Kyrgyz Republic","KGZ",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",53.03333333333333
"Kyrgyz Republic","KGZ",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",85
"Kyrgyz Republic","KGZ",2020,"SPI Overall Score","IQ.SPI.OVRL",80.675
"Lao PDR","LAO",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",66.60000000000001
"Lao PDR","LAO",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",64.33333333333333
"Lao PDR","LAO",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",67.55000000000001
"Lao PDR","LAO",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",46.55
"Lao PDR","LAO",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Lao PDR","LAO",2020,"SPI Overall Score","IQ.SPI.OVRL",57.006666666666675
"Lesotho","LSO",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Lesotho","LSO",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",35.53333333333333
"Lesotho","LSO",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",62.10625
"Lesotho","LSO",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",47.975
"Lesotho","LSO",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Lesotho","LSO",2020,"SPI Overall Score","IQ.SPI.OVRL",53.12291666666666
"Liberia","LBR",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Liberia","LBR",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",62.59999999999999
"Liberia","LBR",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",70.23750000000001
"Liberia","LBR",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",33.44166666666666
"Liberia","LBR",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Liberia","LBR",2020,"SPI Overall Score","IQ.SPI.OVRL",59.25583333333333
"Madagascar","MDG",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Madagascar","MDG",2020,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",63.43333333333333
"Madagascar","MDG",2020,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",69.61875
"Madagascar","MDG",2020,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",26.958333333333336
"Madagascar","MDG",2020,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",30
"Madagascar","MDG",2020,"SPI Overall Score","IQ.SPI.OVRL",54.00208333333334
"Malawi","MWI",2020,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
