"WB_Group_Code","WB_Group_Name","date","source_id","source_name","value"
"EMU","Euro area",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",71.1
"EMU","Euro area",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",71.28
"EMU","Euro area",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",97.63
"EUU","European Union",2016,"IQ.SPI.OVRL","SPI Overall Score",80.81
"EUU","European Union",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",96.67
"EUU","European Union",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",75.1
"EUU","European Union",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",62.87
"EUU","European Union",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",72.97
"EUU","European Union",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",95.19
"EUU","European Union",2017,"IQ.SPI.OVRL","SPI Overall Score",81.16
"EUU","European Union",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",96.3
"EUU","European Union",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",76.22
"EUU","European Union",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",68.54
"EUU","European Union",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",70.68
"EUU","European Union",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",94.07
"EUU","European Union",2018,"IQ.SPI.OVRL","SPI Overall Score",84.44
"EUU","European Union",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",97.04
"EUU","European Union",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",90.33
"EUU","European Union",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",68.66
"EUU","European Union",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",71.17
"EUU","European Union",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",95
"EUU","European Union",2019,"IQ.SPI.OVRL","SPI Overall Score",84.56
"EUU","European Union",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",97.04
"EUU","European Union",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",90.33
"EUU","European Union",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",67.47
"EUU","European Union",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",71.29
"EUU","European Union",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",96.67
"EUU","European Union",2020,"IQ.SPI.OVRL","SPI Overall Score",85.83
"EUU","European Union",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",98.52
"EUU","European Union",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",90.77
"EUU","European Union",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",70.93
"EUU","European Union",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",71.92
"EUU","European Union",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",97.04
"FCS","Fragile and conflict affected situations",2016,"IQ.SPI.OVRL","SPI Overall Score",37.72
"FCS","Fragile and conflict affected situations",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",52.6
"FCS","Fragile and conflict affected situations",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",21.09
"FCS","Fragile and conflict affected situations",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",52.59
"FCS","Fragile and conflict affected situations",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",28.49
"FCS","Fragile and conflict affected situations",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",21.67
"FCS","Fragile and conflict affected situations",2017,"IQ.SPI.OVRL","SPI Overall Score",39.62
"FCS","Fragile and conflict affected situations",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",52.97
"FCS","Fragile and conflict affected situations",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",34.13
"FCS","Fragile and conflict affected situations",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",54.44
"FCS","Fragile and conflict affected situations",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",25.85
"FCS","Fragile and conflict affected situations",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",24.73
"FCS","Fragile and conflict affected situations",2018,"IQ.SPI.OVRL","SPI Overall Score",42.69
"FCS","Fragile and conflict affected situations",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",53.05
"FCS","Fragile and conflict affected situations",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",48.19
"FCS","Fragile and conflict affected situations",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",54.16
"FCS","Fragile and conflict affected situations",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",26.73
"FCS","Fragile and conflict affected situations",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",25.95
"FCS","Fragile and conflict affected situations",2019,"IQ.SPI.OVRL","SPI Overall Score",42.08
"FCS","Fragile and conflict affected situations",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",53.86
"FCS","Fragile and conflict affected situations",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",46.17
"FCS","Fragile and conflict affected situations",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",52.59
"FCS","Fragile and conflict affected situations",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",25.38
"FCS","Fragile and conflict affected situations",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",27.43
"FCS","Fragile and conflict affected situations",2020,"IQ.SPI.OVRL","SPI Overall Score",45.89
"FCS","Fragile and conflict affected situations",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",54.31
"FCS","Fragile and conflict affected situations",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",52.66
"FCS","Fragile and conflict affected situations",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",62.93
"FCS","Fragile and conflict affected situations",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",26.82
"FCS","Fragile and conflict affected situations",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",29.05
"HIC","High income",2016,"IQ.SPI.OVRL","SPI Overall Score",73.72
"HIC","High income",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",79.52
"HIC","High income",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",63.82
"HIC","High income",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",45.38
"HIC","High income",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",68.09
"HIC","High income",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",73.16
"HIC","High income",2017,"IQ.SPI.OVRL","SPI Overall Score",74.75
"HIC","High income",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",79.4
"HIC","High income",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",68.22
"HIC","High income",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",48.68
"HIC","High income",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",66.29
"HIC","High income",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",73.45
"HIC","High income",2018,"IQ.SPI.OVRL","SPI Overall Score",78.07
"HIC","High income",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",79.64
"HIC","High income",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",82.81
"HIC","High income",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",48.47
"HIC","High income",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",67.46
"HIC","High income",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",74.22
"HIC","High income",2019,"IQ.SPI.OVRL","SPI Overall Score",78.53
"HIC","High income",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",79.88
"HIC","High income",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",82.15
"HIC","High income",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",47.91
"HIC","High income",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",67.76
"HIC","High income",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",78.1
"HIC","High income",2020,"IQ.SPI.OVRL","SPI Overall Score",77.93
"HIC","High income",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",84.82
"HIC","High income",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",80.29
"HIC","High income",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",53.85
"HIC","High income",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",67.47
"HIC","High income",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",76.61
"HPC","Heavily indebted poor countries (HIPC)",2016,"IQ.SPI.OVRL","SPI Overall Score",47.39
"HPC","Heavily indebted poor countries (HIPC)",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",74.61
"HPC","Heavily indebted poor countries (HIPC)",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",33.63
"HPC","Heavily indebted poor countries (HIPC)",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",60.09
"HPC","Heavily indebted poor countries (HIPC)",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",32.24
"HPC","Heavily indebted poor countries (HIPC)",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",26.32
"HPC","Heavily indebted poor countries (HIPC)",2017,"IQ.SPI.OVRL","SPI Overall Score",49.12
"HPC","Heavily indebted poor countries (HIPC)",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.08
"HPC","Heavily indebted poor countries (HIPC)",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",48.03
"HPC","Heavily indebted poor countries (HIPC)",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",61.9
"HPC","Heavily indebted poor countries (HIPC)",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",29.31
"HPC","Heavily indebted poor countries (HIPC)",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",27.31
"HPC","Heavily indebted poor countries (HIPC)",2018,"IQ.SPI.OVRL","SPI Overall Score",51.14
"HPC","Heavily indebted poor countries (HIPC)",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.33
"HPC","Heavily indebted poor countries (HIPC)",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",57.72
"HPC","Heavily indebted poor countries (HIPC)",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",61.31
"HPC","Heavily indebted poor countries (HIPC)",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",30.39
"HPC","Heavily indebted poor countries (HIPC)",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",27.18
"HPC","Heavily indebted poor countries (HIPC)",2019,"IQ.SPI.OVRL","SPI Overall Score",50.37
"HPC","Heavily indebted poor countries (HIPC)",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.24
"HPC","Heavily indebted poor countries (HIPC)",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",54.02
"HPC","Heavily indebted poor countries (HIPC)",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",59.12
"HPC","Heavily indebted poor countries (HIPC)",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",29.6
"HPC","Heavily indebted poor countries (HIPC)",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",30.26
"HPC","Heavily indebted poor countries (HIPC)",2020,"IQ.SPI.OVRL","SPI Overall Score",53.51
"HPC","Heavily indebted poor countries (HIPC)",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",71.36
"HPC","Heavily indebted poor countries (HIPC)",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",58.28
"HPC","Heavily indebted poor countries (HIPC)",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",67.54
"HPC","Heavily indebted poor countries (HIPC)",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",32.68
"HPC","Heavily indebted poor countries (HIPC)",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",32.69
"IBD","IBRD only",2016,"IQ.SPI.OVRL","SPI Overall Score",59.99
"IBD","IBRD only",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",78.9
"IBD","IBRD only",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",50.26
"IBD","IBRD only",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",62.98
"IBD","IBRD only",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",53.84
"IBD","IBRD only",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",45.14
"IBD","IBRD only",2017,"IQ.SPI.OVRL","SPI Overall Score",62.04
"IBD","IBRD only",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",78.19
"IBD","IBRD only",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",59.41
"IBD","IBRD only",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",64.32
"IBD","IBRD only",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",52.68
"IBD","IBRD only",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",47
"IBD","IBRD only",2018,"IQ.SPI.OVRL","SPI Overall Score",64.98
"IBD","IBRD only",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",79.14
"IBD","IBRD only",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",70.79
"IBD","IBRD only",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",64.5
"IBD","IBRD only",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",53.21
"IBD","IBRD only",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",48.36
"IBD","IBRD only",2019,"IQ.SPI.OVRL","SPI Overall Score",65.37
"IBD","IBRD only",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",78.81
"IBD","IBRD only",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",69.76
"IBD","IBRD only",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",63.39
"IBD","IBRD only",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",53.23
"IBD","IBRD only",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",52.79
"IBD","IBRD only",2020,"IQ.SPI.OVRL","SPI Overall Score",66.85
"IBD","IBRD only",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",81.81
"IBD","IBRD only",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",69.4
"IBD","IBRD only",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",70.42
"IBD","IBRD only",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",56.6
"IBD","IBRD only",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",54.36
"IBT","IDA & IBRD total",2016,"IQ.SPI.OVRL","SPI Overall Score",52.81
"IBT","IDA & IBRD total",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",72.7
"IBT","IDA & IBRD total",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",41.08
"IBT","IDA & IBRD total",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",60.05
"IBT","IDA & IBRD total",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",43.82
"IBT","IDA & IBRD total",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",36.39
"IBT","IDA & IBRD total",2017,"IQ.SPI.OVRL","SPI Overall Score",54.67
"IBT","IDA & IBRD total",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",72.43
"IBT","IDA & IBRD total",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",51.84
"IBT","IDA & IBRD total",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",61.49
"IBT","IDA & IBRD total",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",41.87
"IBT","IDA & IBRD total",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",37.92
"IBT","IDA & IBRD total",2018,"IQ.SPI.OVRL","SPI Overall Score",57.15
"IBT","IDA & IBRD total",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.19
"IBT","IDA & IBRD total",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",62.44
"IBT","IDA & IBRD total",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",61.21
"IBT","IDA & IBRD total",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",42.38
"IBT","IDA & IBRD total",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",38.82
"IBT","IDA & IBRD total",2019,"IQ.SPI.OVRL","SPI Overall Score",57.27
"IBT","IDA & IBRD total",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.4
"IBT","IDA & IBRD total",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",61.43
"IBT","IDA & IBRD total",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",59.73
"IBT","IDA & IBRD total",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",42.18
"IBT","IDA & IBRD total",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",42.05
"IBT","IDA & IBRD total",2020,"IQ.SPI.OVRL","SPI Overall Score",59.78
"IBT","IDA & IBRD total",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",74.76
"IBT","IDA & IBRD total",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",63.64
"IBT","IDA & IBRD total",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",68.19
"IBT","IDA & IBRD total",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",45.63
"IBT","IDA & IBRD total",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",43.33
"IDA","IDA total",2016,"IQ.SPI.OVRL","SPI Overall Score",45.51
"IDA","IDA total",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",66.84
"IDA","IDA total",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",31.74
"IDA","IDA total",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",57.24
"IDA","IDA total",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",33.64
"IDA","IDA total",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",27.89
"IDA","IDA total",2017,"IQ.SPI.OVRL","SPI Overall Score",47.41
"IDA","IDA total",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",66.98
"IDA","IDA total",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",44.49
"IDA","IDA total",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",58.77
"IDA","IDA total",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",31.23
"IDA","IDA total",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",29.32
"IDA","IDA total",2018,"IQ.SPI.OVRL","SPI Overall Score",49.43
"IDA","IDA total",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.56
"IDA","IDA total",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",54.35
"IDA","IDA total",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",58.06
"IDA","IDA total",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",31.72
"IDA","IDA total",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",29.8
"IDA","IDA total",2019,"IQ.SPI.OVRL","SPI Overall Score",49.3
"IDA","IDA total",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",68.28
"IDA","IDA total",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",53.36
"IDA","IDA total",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",56.22
"IDA","IDA total",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",31.29
"IDA","IDA total",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",31.89
"IDA","IDA total",2020,"IQ.SPI.OVRL","SPI Overall Score",52.61
"IDA","IDA total",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",68.1
"IDA","IDA total",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",57.89
"IDA","IDA total",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",66.06
"IDA","IDA total",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",34.5
"IDA","IDA total",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",32.91
"IDB","IDA blend",2016,"IQ.SPI.OVRL","SPI Overall Score",46.89
"IDB","IDA blend",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",69.33
"IDB","IDA blend",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",28.58
"IDB","IDA blend",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",55.61
"IDB","IDA blend",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",39.48
"IDB","IDA blend",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",32.86
"IDB","IDA blend",2017,"IQ.SPI.OVRL","SPI Overall Score",48.66
"IDB","IDA blend",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",65.11
"IDB","IDA blend",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",42.06
"IDB","IDA blend",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",56.85
"IDB","IDA blend",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",37.46
"IDB","IDA blend",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",34.33
"IDB","IDA blend",2018,"IQ.SPI.OVRL","SPI Overall Score",51.63
"IDB","IDA blend",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",65.77
"IDB","IDA blend",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",55.66
"IDB","IDA blend",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",56.15
"IDB","IDA blend",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",36.8
"IDB","IDA blend",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",36.33
"IDB","IDA blend",2019,"IQ.SPI.OVRL","SPI Overall Score",51.88
"IDB","IDA blend",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.33
"IDB","IDA blend",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",56.94
"IDB","IDA blend",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",54.37
"IDB","IDA blend",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",36.86
"IDB","IDA blend",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",36
"IDB","IDA blend",2020,"IQ.SPI.OVRL","SPI Overall Score",55
"IDB","IDA blend",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",71.33
"IDB","IDA blend",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",57.93
"IDB","IDA blend",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",64.21
"IDB","IDA blend",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",42.65
"IDB","IDA blend",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",37
"IDX","IDA only",2016,"IQ.SPI.OVRL","SPI Overall Score",45.17
"IDX","IDA only",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",66.21
"IDX","IDA only",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",32.5
"IDX","IDA only",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",57.66
"IDX","IDA only",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",32.23
"IDX","IDA only",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",26.67
"IDX","IDA only",2017,"IQ.SPI.OVRL","SPI Overall Score",47.1
"IDX","IDA only",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.45
"IDX","IDA only",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",45.07
"IDX","IDA only",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",59.27
"IDX","IDA only",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",29.7
"IDX","IDA only",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",28.05
"IDX","IDA only",2018,"IQ.SPI.OVRL","SPI Overall Score",48.89
"IDX","IDA only",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",68.02
"IDX","IDA only",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",54.04
"IDX","IDA only",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",58.55
"IDX","IDA only",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",30.47
"IDX","IDA only",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",28.14
"IDX","IDA only",2019,"IQ.SPI.OVRL","SPI Overall Score",48.67
"IDX","IDA only",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",68.53
"IDX","IDA only",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",52.49
"IDX","IDA only",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",56.7
"IDX","IDA only",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",29.92
"IDX","IDA only",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",30.85
"IDX","IDA only",2020,"IQ.SPI.OVRL","SPI Overall Score",51.99
"IDX","IDA only",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.28
"IDX","IDA only",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",57.88
"IDX","IDA only",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",66.53
"IDX","IDA only",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",32.39
"IDX","IDA only",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",31.86
"LAC","Latin America & Caribbean (excluding high income)",2016,"IQ.SPI.OVRL","SPI Overall Score",56.02
"LAC","Latin America & Caribbean (excluding high income)",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",76.8
"LAC","Latin America & Caribbean (excluding high income)",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",45.42
"LAC","Latin America & Caribbean (excluding high income)",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",64.12
"LAC","Latin America & Caribbean (excluding high income)",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",49.05
"LAC","Latin America & Caribbean (excluding high income)",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",37.71
"LAC","Latin America & Caribbean (excluding high income)",2017,"IQ.SPI.OVRL","SPI Overall Score",58.17
"LAC","Latin America & Caribbean (excluding high income)",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",75.2
