"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D3.13.CLMT","SPI.D3.NA","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"Qatar","QAT",2022,80,63.43333333333333,65.84375,59.291666666666664,65,66.71375,0.8,0.5,0.403,1,0.6155,0.7586666666666667,0.6060000000000001,0.539,0.6666666666666666,0.6,1,0.105,1,0.65,1,0,1,1,1,1,0.5,0.581,0.795,0.207,0.433,0,0.403,1,0.75,0.5,0.76,0.6,0.333,0.75,0.833,0.444,0.8,0.6,0.875,1,0.545,0.467,0.611,0.667,0,1,0,1,0.33,0,1,0.67,1,1,0.105,1,0.5,0.5,0.5,0.5,1,1,0,0.5,1,1,1,"High income","Middle East & North Africa",1,2695122
"Togo","TGO",2022,90,63.93333333333333,74.00625,43.2,60,66.22791666666666,0.9,0.5,0.418,1,0.758,0.7958333333333334,0.7424999999999999,0.5165,1,0.466,0,0.262,1,0.6,0,1,1,1,1,0.5,0.5,0.121,1,0.467,0.5,0,0.418,1,0.875,0.7,0.64,1,0.333,1,0.944,0.556,0.6,0.8,0.875,1,0.818,0.2,0.833,0.667,0,1,1,1,1,0.33,0.33,0.67,0,0,0.262,1,1,0.5,1,0.5,1,1,0,0,1,0,0,"Low income","Sub-Saharan Africa",1,8848699
"Benin","BEN",2022,90,69.39999999999999,78.85625,40.50833333333333,50,65.75291666666668,0.9,0.5,0.5820000000000001,1,0.8813333333333333,0.787,0.7424999999999999,0.5609999999999999,0.8333333333333334,0.534,0,0.253,1,0.5,0,1,1,1,1,0.5,0.5,0.617,0.8690000000000001,0.56,0.467,0.4,0.5820000000000001,1,1,0.9,0.68,1,0.833,0.875,0.833,0.889,0.5,0.7,1,0.8,0.818,0.4,0.722,0.667,0,1,1,0.5,1,0,0.67,1,0,0,0.253,1,1,0.5,0.5,0.5,1,0,0,0.5,1,0,0,"Lower middle income","Sub-Saharan Africa",1,13352864
"Jamaica","JAM",2022,80,74.33333333333333,71.43124999999999,60.88333333333333,40,65.32958333333335,0.8,0.5,0.73,1,0.618,0.7745,0.7424999999999999,0.7945,0.8333333333333334,0.466,1,0.136,0,0.4,0,1,0,1,1,1,0.5,0.669,0.929,0.5670000000000001,0.629,0.857,0.73,1,0.625,0.6,0.8,0.6,0.333,0.75,0.833,0.889,0.7,0.6,0.625,1,0.818,0.7,0.889,0.667,0,1,0.5,1,1,0,1,0.33,0,1,0.136,0,0.5,0,0.5,0,1,1,0,0,1,0,0,"Upper middle income","Latin America & Caribbean",1,2827377
"Cabo Verde","CPV",2022,80,64.66666666666667,67.61874999999999,68.72500000000001,45,65.20208333333333,0.8,0.5,0.44,1,0.6553333333333333,0.7245,0.5755,0.6945,1,0.466,1,0.28300000000000003,1,0.45,1,0,1,1,1,1,0.5,0.483,0.745,0.429,0.54,0,0.44,1,0.5,0.7,0.84,0.6,0.667,0.625,0.944,0.778,0.55,0.7,0.375,1,0.818,0.5,0.889,0.333,0,1,1,1,0.33,0,1,0,1,1,0.28300000000000003,1,0.5,0,0,0.5,1,1,0.5,0,1,0,1,"Lower middle income","Sub-Saharan Africa",1,593149
"Ghana","GHA",2022,66.60000000000001,61.79999999999999,79.13749999999999,57.175,60,64.94250000000001,0.666,0.5,0.354,1,0.7795,0.8351666666666666,0.7424999999999999,0.7444999999999999,1,0.868,0,0.419,0,0.6,-99,0.5,1,0.33,1,0.5,0.5,0.267,0.867,0.252,0.386,0,0.354,1,0.75,0.7,0.76,0.8,0.667,1,0.944,0.667,0.6,0.8,1,1,0.818,0.6,0.889,0.667,0,1,1,1,1,1,0.67,1,0.67,0,0.419,0,1,0.5,1,0.5,1,1,0,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,33475870
"Malawi","MWI",2022,90,62.133333333333326,77.78125,49.00833333333333,45,64.78458333333333,0.9,0.5,0.364,1,0.7313333333333334,0.8638333333333333,0.7424999999999999,0.6945,0.8333333333333334,0.8,0,0.327,0,0.45,-99,1,1,1,1,0.5,0.5,0.057,0.8,0.16399999999999998,0.4,0.4,0.364,1,1,0.9,0.68,0.6,0.333,0.875,0.944,0.889,0.45,0.9,1,1,0.818,0.5,0.889,0.667,0,1,0.5,1,1,0.33,0.67,1,1,0,0.327,0,1,0.5,0.5,0.5,1,1,0,0,0,0,NA,"Low income","Sub-Saharan Africa",1,20405317
"Cambodia","KHM",2022,80,63.63333333333332,78.4875,44.225,55.00000000000001,64.26916666666666,0.8,0.5,0.409,1,0.7928333333333333,0.8305,0.7424999999999999,0.6665,1,0.6,0,0.16899999999999998,1,0.55,0,0,1,1,1,1,0.5,0.4429999999999999,0.7709999999999999,0.4429999999999999,0.386,0,0.409,1,0.75,0.7,0.64,1,0.667,1,0.944,0.889,0.7,0.7,0.75,1,0.818,0.5,0.833,0.667,0,1,1,1,1,0.33,0.67,1,0,0,0.16899999999999998,1,0.5,0,0.5,0,1,1,0,0.5,1,1,0,"Lower middle income","East Asia & Pacific",1,16767842
"Belize","BLZ",2022,70,64.86666666666667,63.375,67.67500000000001,55.00000000000001,64.18333333333334,0.7,0.5,0.446,1,0.6495,0.6911666666666667,0.409,0.639,1,0.466,1,0.241,1,0.55,0,0,1,1,0.5,1,0.5,0.495,0.917,0.376,0.4429999999999999,0,0.446,1,0.375,0.7,0.88,0.4,0.667,0.875,0.944,0.778,0.55,0.5,0.375,1,0.818,0.5,0.778,0,0,1,1,1,0.33,0,1,0.67,0.33,1,0.241,1,1,0.5,0.5,0.5,1,1,0,0,1,0,0,"Upper middle income","Latin America & Caribbean",1,405272
"St. Lucia","LCA",2022,70,69.73333333333333,61.37499999999999,64.75833333333333,55.00000000000001,64.17333333333333,0.7,0.5,0.5920000000000001,1,0.5896666666666667,0.6348333333333334,0.5755,0.661,0.8333333333333334,0.332,1,0.425,-99,0.55,-99,0,1,1,0.5,1,0.5,0.557,0.833,0.302,0.433,0.833,0.5920000000000001,1,0.5,0.6,0.68,0.8,0.333,0.625,0.667,0.667,0.6,0.5,0.375,1,0.818,0.6,0.722,0.333,0,1,0.5,1,0.33,0,1,0.33,0,1,0.425,NA,1,0.5,0.5,0.5,1,1,0,0,1,0,NA,"Upper middle income","Latin America & Caribbean",1,179857
"Mali","MLI",2022,100,60.86666666666667,74.44375,40.1,45,64.08208333333334,1,0.5,0.326,1,0.813,0.7653333333333333,0.5755,0.645,0.5,0.8,0,0.304,1,0.45,0,1,1,1,1,1,0.5,0.04,0.933,0.14800000000000002,0.467,0.04,0.326,1,0.75,0.9,0.92,0.6,0.833,0.875,0.889,0.778,0.6,0.7,0.625,1,0.818,0.457,0.833,0.333,0,1,0.5,0,1,1,1,1,0,0,0.304,1,0.5,0,0.5,0.5,1,1,0,0,1,0,0,"Low income","Sub-Saharan Africa",1,22593590
"Liberia","LBR",2022,90,66.03333333333332,70.21875,33.516666666666666,60,63.95375,0.9,0.5,0.481,1,0.7463333333333333,0.6935,0.7424999999999999,0.5555,0.6666666666666666,0.466,0,0.208,1,0.6,0,0.5,1,1,1,1,0.5,0.562,0.8190000000000001,0.498,0.526,0,0.481,1,0.75,0.9,0.72,0.4,0.833,0.875,0.944,0.667,0.3,0.7,0.75,0.8,0.818,0.5,0.611,0.667,0,1,0,1,0.67,0.33,0.33,1,0,0,0.208,1,1,0.5,0.5,0.5,1,1,0,0.5,1,0,0,"Low income","Sub-Saharan Africa",1,5302681
"Samoa","WSM",2022,80,62.999999999999986,69.15625,46.291666666666664,60,63.68958333333333,0.8,0.5,0.39,1,0.6875,0.6703333333333333,0.7424999999999999,0.7164999999999999,0.6666666666666666,0.532,0.5,0.153,1,0.6,1,0,1,1,1,1,0.5,0.312,0.952,0.224,0.46,0,0.39,1,0.625,0.9,0.6,1,0.5,0.5,0.778,0.444,0.35,0.7,0.75,1,0.818,0.6,0.833,0.667,0,1,1,0,0.67,0.33,1,0.33,0.33,0.5,0.153,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,1,"Lower middle income","East Asia & Pacific",1,222382
"Seychelles","SYC",2022,90,44.23333333333333,55.2125,57.300000000000004,70,63.34916666666667,0.9,1,0.327,0,0.5196666666666667,0.5875,0.48450000000000004,0.611,0.5,0.334,1,0.458,-99,0.7,-99,0.5,1,1,1,1,1,0.16699999999999998,0.8,0.179,0.417,0.071,0.327,0,0.625,0.5,0.76,0.4,0.333,0.5,0.833,0.667,0.35,0.5,0.375,0.8,0.636,0.5,0.722,0.333,0,1,0.5,0,0.67,0,1,0,0,1,0.458,NA,1,0.5,1,0.5,1,1,0.5,0.5,1,0,NA,"High income","Sub-Saharan Africa",1,119878
"Algeria","DZA",2022,80,57.833333333333336,73.225,50.125,50,62.236666666666665,0.8,0.5,0.235,1,0.673,0.8,0.7424999999999999,0.6965,0.5,0.4,1,0.105,1,0.5,1,0,1,1,1,1,0.5,0.024,0.71,0.07400000000000001,0.3670000000000001,0,0.235,1,0.75,0.8,0.68,0.6,0.333,0.875,0.944,0.556,0.6,0.7,1,1,0.818,0.671,0.722,0.667,0,1,0,0.5,0.33,0.67,0,1,0,1,0.105,1,0.5,1,0.5,0,1,1,0,0,1,0,1,"Upper middle income","Middle East & North Africa",1,44903225
"Nepal","NPL",2022,80,63.39999999999999,81.00625,40.8,45,62.041250000000005,0.8,0.5,0.402,1,0.8395,0.8083333333333333,0.7424999999999999,0.7945,1,0.466,0,0.166,1,0.45,0,0,1,1,1,1,0.5,0.14800000000000002,1,0.362,0.5,0,0.402,1,0.75,0.9,0.72,1,0.667,1,0.944,0.556,0.55,0.8,1,1,0.818,0.7,0.889,0.667,0,1,1,1,1,0,0.33,1,0,0,0.166,1,0.5,0,0.5,0.5,1,1,0,0,1,0,0,"Lower middle income","South Asia",1,30547580
"Zambia","ZMB",2022,90,61.133333333333326,77.60625,32.333333333333336,45,61.21458333333333,0.9,0.5,0.33399999999999996,1,0.773,0.8008333333333333,0.7424999999999999,0.7444999999999999,0.3333333333333333,0.668,0,0.292,1,0.45,-99,0.5,1,1,1,1,0.5,0.264,0.69,0.28800000000000003,0.32899999999999996,0.1,0.33399999999999996,1,0.625,0.9,0.68,0.6,0.833,1,0.833,0.889,0.733,0.8,0.75,0.8,0.818,0.6,0.889,0.667,0,1,0,0,0.67,1,1,0.67,0,0,0.292,1,1,0,0.5,0,1,1,0,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,20017675
"Bhutan","BTN",2022,90,64.03333333333332,68.6,42.974999999999994,40,61.12166666666668,0.9,0.5,0.421,1,0.7038333333333333,0.667,0.7424999999999999,0.633,1,0.466,0,0.253,0,0.4,1,0.5,1,1,1,1,0.5,0.467,0.933,0.16399999999999998,0.54,0,0.421,1,0.75,0.7,0.64,0.8,0.333,1,0.833,0.444,0.35,0.5,0.875,1,0.818,0.544,0.722,0.667,0,1,1,1,1,0,1,0.33,0,0,0.253,0,0.5,0,0,0.5,1,1,0,0,1,0,1,"Lower middle income","South Asia",1,782455
"Tonga","TON",2022,80,63.59999999999999,70.725,45.925000000000004,45,61.04999999999999,0.8,0.5,0.408,1,0.7261666666666666,0.7010000000000001,0.7155,0.661,1,0.334,0,0.503,1,0.45,1,0,1,1,1,1,0.5,0.138,0.867,0.32899999999999996,0.524,0.181,0.408,1,0.75,0.8,0.64,1,0.667,0.5,0.889,0.667,0.5,0.6,0.75,0.8,0.764,0.6,0.722,0.667,0,1,1,1,0.67,0,0.33,0.67,0,0,0.503,1,0.5,0.5,0,0.5,1,1,0,0,1,0,1,"Upper middle income","East Asia & Pacific",1,106858
"Sierra Leone","SLE",2022,80,65.73333333333333,72.48125,46.766666666666666,40,60.99625000000002,0.8,0.5,0.472,1,0.8266666666666667,0.7161666666666666,0.409,0.7609999999999999,0.6666666666666666,0.6,0,0.604,0,0.4,1,0.5,1,1,1,0.5,0.5,0.064,0.843,0.27899999999999997,0.433,0.743,0.472,1,0.625,0.9,0.76,0.8,1,0.875,0.944,0.778,0.4,0.8,0.375,1,0.818,0.689,0.833,0,0,1,0,1,0.67,1,0.33,1,0,0,0.604,0,0.5,0,0.5,0,1,1,0,0,1,0,1,"Low income","Sub-Saharan Africa",1,8605718
"Brunei Darussalam","BRN",2022,80,71.03333333333333,51.775000000000006,51.541666666666664,50,60.870000000000005,0.8,0.5,0.631,1,0.49133333333333334,0.6315,0.318,0.4555,0.6666666666666666,0.332,1,0.063,0,0.5,1,0,1,1,1,1,0.5,0.967,0.967,0.426,0.7979999999999999,0,0.631,1,0.25,0.5,0.64,0.6,0.333,0.625,0.833,0.556,0.65,0.5,0.25,1,0.636,0.3,0.611,0,0,1,0,1,0.33,0,1,0,0.33,1,0.063,0,1,0,0.5,0.5,1,1,0,0,1,0,1,"High income","East Asia & Pacific",1,449002
"Honduras","HND",2022,90,63.99999999999999,79.175,40.69166666666666,30,60.773333333333326,0.9,0.5,0.42,1,0.8195,0.8245,0.5575,0.8445,0.6666666666666666,0.666,0,0.295,1,0.3,0,1,1,1,1,0.5,0.5,0.8190000000000001,0.362,0.419,0.5,0,0.42,1,0.75,0.7,0.8,1,0.667,1,0.944,0.778,0.7,0.9,0.625,1,0.782,0.8,0.889,0.333,0,1,0,1,1,0.33,1,1,0,0,0.295,1,0.5,0,0.5,0,1,0,0,0,1,0,0,"Lower middle income","Latin America & Caribbean",1,10432860
"Timor-Leste","TLS",2022,80,61.1,57.70000000000001,40.016666666666666,65,60.763333333333335,0.8,0.5,0.33299999999999996,1,0.5916666666666667,0.631,0.409,0.539,0.6666666666666666,0.6,0,0.33399999999999996,0,0.65,-99,0,1,1,1,1,0.5,0.212,0.8,0.231,0.424,0,0.33299999999999996,1,0.375,0.6,0.6,0.6,0.5,0.875,0.833,0.778,0.4,0.4,0.375,1,0.818,0.3,0.778,0,0,1,1,0,0.67,0,1,0.33,1,0,0.33399999999999996,0,1,0.5,1,0.5,1,1,0.5,0,1,0,NA,"Lower middle income","East Asia & Pacific",1,1341296
"Barbados","BRB",2022,80,57.63333333333334,60.881249999999994,50.016666666666666,55.00000000000001,60.706250000000004,0.8,0.5,0.229,1,0.5883333333333334,0.651,0.6245,0.528,0.6666666666666666,0.334,1,0,1,0.55,0,0,1,1,1,1,0.5,0.31,0.33299999999999996,0.14300000000000002,0.16699999999999998,0.19,0.229,1,0.625,0.5,0.68,0.6,0.5,0.625,1,0.556,0.5,0.3,0.75,0.8,0.582,0.5,0.556,0.667,0,1,0,1,0,0,1,0.67,0,1,0,1,1,0,0.5,0,1,1,0.5,0.5,1,0,0,"High income","Latin America & Caribbean",1,281635
"Fiji","FJI",2022,60,63.06666666666667,74.79375,42.56666666666666,60,60.08541666666667,0.6,0.5,0.392,1,0.7183333333333333,0.7731666666666667,0.7424999999999999,0.7665,0.6666666666666666,0.4,0.5,0.136,1,0.6,0,0,1,1,1,0,0.5,0.267,0.9,0.35,0.4429999999999999,0,0.392,1,1,0.7,0.76,0.6,0.5,0.75,0.833,0.556,0.45,0.8,1,1,0.818,0.7,0.833,0.667,0,1,1,0,0.67,0,1,0.33,0,0.5,0.136,1,1,0.5,1,0.5,1,1,0,0,1,0,0,"Upper middle income","East Asia & Pacific",1,929766
"Ethiopia","ETH",2022,80,64.53333333333333,75.81875000000001,39.208333333333336,40,59.912083333333335,0.8,0.5,0.436,1,0.8171666666666667,0.7683333333333333,0.7424999999999999,0.5665,0.3333333333333333,0.934,0,0.301,1,0.4,-99,0,1,1,1,1,0.5,0.512,0.867,0.49,0.31,0,0.436,1,0.75,0.9,0.92,1,0.333,1,0.833,0.444,0.533,0.8,1,1,0.818,0.3,0.833,0.667,0,0.5,0.5,0,1,1,0.67,1,1,0,0.301,1,0.5,0.5,0,0.5,1,1,0,0.5,0,0,NA,"Low income","Sub-Saharan Africa",1,123379924
"Kuwait","KWT",2022,60,63.16666666666666,59.79375,61.59166666666667,55.00000000000001,59.91041666666666,0.6,0.5,0.395,1,0.56033333333333335,0.7193333333333333,0.43900000000000006,0.5055000000000001,0.6666666666666666,0.734,1,0.063,1,0.55,1,0,1,1,1,0,0.5,0.579,0.8,0.171,0.424,0,0.395,1,0.625,0.5,0.72,0.6,0.167,0.75,0.833,0.333,0.7,0.7,0.75,1,0.545,0.4,0.611,0.333,0,1,0,1,0.67,1,1,0,1,1,0.063,1,0.5,0,0.5,0.5,1,1,0.5,0.5,1,0,1,"High income","Middle East & North Africa",1,4268873
"Botswana","BWA",2022,50,68.9,72.36874999999999,62.74999999999999,45,59.80374999999999,0.5,0.5,0.5670000000000001,1,0.655,0.8031666666666667,0.7424999999999999,0.6725,1,0.332,1,0.17800000000000002,1,0.45,1,0,0,1,1,0.5,0.5,0.27399999999999997,0.867,0.488,0.433,0.7709999999999999,0.5670000000000001,1,0.75,0.6,0.68,0.4,0.5,1,0.833,0.778,0.633,0.7,0.875,1,0.818,0.456,0.889,0.667,0,1,1,1,0.33,1,0,0.33,0,1,0.17800000000000002,1,0.5,0.5,1,0.5,1,0,0,0,1,0,1,"Upper middle income","Sub-Saharan Africa",1,2630296
"Angola","AGO",2022,80,60.76666666666666,69.74375,47.72500000000001,40,59.64708333333335,0.8,0.5,0.32299999999999995,1,0.6513333333333333,0.7701666666666667,0.7424999999999999,0.5725,1,0.668,0,0.241,-99,0.4,-99,0,1,1,1,1,0.5,0.19,0.7290000000000001,0.295,0.4,0,0.32299999999999995,1,1,0.7,0.6,0.4,0.333,0.875,0.944,0.444,0.533,0.9,1,0.8,0.818,0.367,0.778,0.667,0,1,1,1,0.67,0,1,0.67,1,0,0.241,NA,0.5,0,1,0.5,1,0,0,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,35588987
"Mauritania","MRT",2022,90,63.19999999999999,58.318749999999994,25.533333333333335,60,59.41041666666666,0.9,0.5,0.396,1,0.5971666666666666,0.6346666666666667,0.409,0.5609999999999999,0.3333333333333333,0.468,0,0.22,1,0.6,0,0.5,1,1,1,1,0.5,0.214,0.867,0.348,0.433,0.119,0.396,1,0.375,0.8,0.6,0.6,0.333,0.875,0.833,0.667,0.533,0.6,0.375,0.8,0.818,0.4,0.722,0,0,1,0,0,0.67,0,0.67,1,0,0,0.22,1,1,0.5,1,0.5,1,1,0,0,1,0,0,"Lower middle income","Sub-Saharan Africa",1,4736139
"Afghanistan","AFG",2022,80,60,74.15,27.491666666666664,55.00000000000001,59.32833333333334,0.8,0.5,0.3,1,0.7595000000000001,0.7925,0.7424999999999999,0.5335000000000001,0.16666666666666666,0.734,0,0.199,-99,0.55,-99,0,1,1,1,1,0.5,0.27899999999999997,0.7859999999999999,0.107,0.32899999999999996,0,0.3,1,0.75,0.9,0.64,0.6,0.667,1,0.833,0.889,0.533,0.7,1,0.8,0.818,0.4,0.667,0.667,0,0,0.5,0,1,0.67,1,0.67,0.33,0,0.199,NA,0.5,0.5,0,0.5,1,1,0.5,0.5,1,0,NA,"Low income","South Asia",1,41128771
"Maldives","MDV",2022,70,63.99999999999999,67.61874999999999,59.64166666666666,35,59.25208333333332,0.7,0.5,0.42,1,0.6825,0.7125,0.53,0.6945,0.6666666666666666,0.266,1,0.453,1,0.35,0,0,1,1,1,0.5,0.5,0.6859999999999999,0.767,0.267,0.3829999999999999,0,0.42,1,0.75,0.7,0.72,0.8,0.5,0.625,0.833,0.667,0.55,0.6,0.625,1,0.727,0.5,0.889,0.333,0,1,0,1,0.67,0,0,0.33,0.33,1,0.453,1,0.5,0.5,1,0.5,0,0,0,0,1,0,0,"Upper middle income","South Asia",1,523787
"Mozambique","MOZ",2022,70,59.699999999999996,68.96249999999999,42.18333333333334,55.00000000000001,59.16916666666666,0.7,0.5,0.29100000000000004,1,0.5888333333333333,0.8101666666666667,0.5755,0.7444999999999999,0.8333333333333334,0.468,0,0.386,1,0.55,0,0.5,1,1,1,0,0.5,0.064,0.826,0.14,0.41,0.017,0.29100000000000004,1,0.625,0.7,0.6,0.4,0.333,0.875,0.944,0.667,0.7,0.8,0.75,1,0.818,0.6,0.889,0.333,0,1,0.5,1,0.67,0.67,0,1,0,0,0.386,1,1,0.5,0.5,0.5,1,1,0,0,1,0,0,"Low income","Sub-Saharan Africa",1,32969518
"Lao PDR","LAO",2022,76.6,65.73333333333333,66.80625,44.225,40,58.67291666666667,0.766,0.5,0.472,1,0.7641666666666667,0.7013333333333334,0.409,0.539,1,0.402,0,0.3670000000000001,1,0.4,0,0.5,1,0.33,1,1,0.5,0.619,0.833,0.474,0.433,0,0.472,1,0.625,0.7,0.76,1,0.5,1,0.833,0.667,0.633,0.7,0.375,1,0.818,0.3,0.778,0,0,1,1,1,0.67,0,0.67,0.67,0,0,0.3670000000000001,1,1,0.5,0,0.5,1,1,0,0,0,0,0,"Lower middle income","East Asia & Pacific",1,7529475
"Oman","OMN",2022,70,46.93333333333333,57.33125000000001,63.87500000000001,55.00000000000001,58.62791666666667,0.7,0.5,0.908,0,0.5696666666666667,0.6586666666666666,0.318,0.5835,1,0.2,1,0.355,1,0.55,1,0,1,1,1,0.5,0.5,0.952,1,0.831,0.802,0.952,0.908,0,0.25,0.6,0.76,0.6,0.333,0.875,0.833,0.444,0.8,0.5,0.375,1,0.636,0.556,0.611,0,0,1,1,1,0.67,0,0,0.33,0,1,0.355,1,1,0.5,0.5,0.5,1,1,0,0,1,0,1,"High income","Middle East & North Africa",1,4576298
"Nigeria","NGA",2022,80,63.83333333333332,73.17499999999998,35.10833333333333,40,58.42333333333334,0.8,0.5,0.415,1,0.7741666666666667,0.813,0.409,0.6835,0.3333333333333333,0.734,0,0.337,-99,0.4,-99,0.5,1,1,1,0.5,0.5,0.393,0.867,0.336,0.481,0,0.415,1,0.625,0.9,0.72,0.4,1,1,0.889,0.889,0.7,0.9,0.5,1,0.818,0.7,0.667,0,0,0.5,0.5,0,1,1,0.67,1,0,0,0.337,NA,1,0,1,0,1,0,0,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,218541212
"Iran, Islamic Rep.","IRN",2022,80,29.46666666666666,66.3875,69.89999999999999,45,58.15083333333334,0.8,0.5,0.384,0,0.7233333333333334,0.7476666666666667,0.409,0.489,1,0.534,1,0.262,1,0.45,1,1,0,1,1,1,0.5,0.388,0.802,0.321,0.41,0,0.384,0,0.5,0.7,0.84,0.8,0.5,1,0.833,0.778,0.9,0.6,0.375,1,0.818,0.2,0.778,0,0,1,1,1,1,0.67,1,0,0,1,0.262,1,1,0.5,0.5,0.5,1,1,0,0,0,0,1,"Upper middle income","Middle East & North Africa",1,88550570
"Suriname","SUR",2022,40,67.13333333333334,64.06875,58.80833333333334,60,58.002083333333346,0.4,0.5,0.514,1,0.7261666666666666,0.62716666666666665,0.382,0.6835,0.8333333333333334,0.266,1,0.253,1,0.6,1,0,1,0,1,0,0.5,0.312,0.852,0.245,0.45,0.71,0.514,1,0.375,0.8,0.84,0.8,0.667,0.875,0.944,0.444,0.7,0.5,0.375,0.8,0.764,0.7,0.667,0,0,1,0.5,1,1,0,0,0.33,0,1,0.253,1,1,0.5,0.5,0.5,1,1,0,0.5,1,0,1,"Upper middle income","Latin America & Caribbean",1,618040
"Lebanon","LBN",2022,60,61.566666666666656,76.9,51.300000000000004,40,57.95333333333335,0.6,0.5,0.34700000000000003,1,0.6905,0.857,0.7424999999999999,0.767,0.5,0.332,1,0.22,-99,0.4,-99,0,0,1,1,1,0.5,0.633,0.502,0.267,0.33299999999999996,0,0.34700000000000003,1,0.75,0.7,0.76,0.6,0.333,1,0.889,0.778,0.8,0.8,0.875,1,0.818,0.756,0.778,0.667,0,0,0.5,1,0.33,0,0.33,1,0,1,0.22,NA,1,0,0,0.5,1,1,0,0.5,0,0,NA,"Lower middle income","Middle East & North Africa",1,5489739
"Guinea","GIN",2022,80,62.76666666666666,68.88125000000001,25.708333333333332,50,57.471250000000005,0.8,0.5,0.3829999999999999,1,0.8121666666666667,0.718,0.409,0.511,0.3333333333333333,0.4,0,0.295,1,0.5,0,0,1,1,1,1,0.5,0.024,1,0.369,0.5,0.024,0.3829999999999999,1,0.625,0.9,0.64,1,0.833,0.875,0.944,0.889,0.3,0.8,0.375,1,0.818,0.3,0.722,0,0,1,0,0,0.67,0,0.33,1,0,0,0.295,1,1,1,0,0,1,1,0,0,1,0,0,"Lower middle income","Sub-Saharan Africa",1,13859341
"Namibia","NAM",2022,60,62.83333333333333,74.42500000000001,34.63333333333333,55.00000000000001,57.37833333333333,0.6,0.5,0.385,1,0.7108333333333333,0.8119999999999999,0.7245,0.661,0.8333333333333334,0.332,0,0.22,1,0.55,-99,0,1,0,1,1,0.5,0.224,0.852,0.336,0.426,0.08800000000000001,0.385,1,0.75,0.7,0.64,0.8,0.5,0.875,0.833,0.889,0.7,0.7,0.75,1,0.782,0.489,0.833,0.667,0,0.5,1,1,0.33,0,1,0.33,0,0,0.22,1,1,0.5,0.5,0.5,1,1,0,0,1,0,NA,"Upper middle income","Sub-Saharan Africa",1,2567012
"Lesotho","LSO",2022,80,29.733333333333334,66.25,50.775000000000006,60,57.35166666666667,0.8,0.5,0.392,0,0.7436666666666667,0.6718333333333333,0.409,0.6445000000000001,1,0.6,0,0.431,1,0.6,-99,0,1,1,1,1,0.5,0.317,0.805,0.35,0.4429999999999999,0.048,0.392,0,0.375,0.9,0.72,0.8,0.667,1,0.889,0.667,0.4,0.7,0.375,1,0.818,0.4,0.889,0,0,1,1,1,1,1,0.33,0.67,0,0,0.431,1,1,0.5,0.5,0.5,1,1,0,0.5,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,2305825
