FREQ,REF_AREA,INDICATOR,UNIT_MULT,TIME_FORMAT,TIME_PERIOD,OBS_VALUE
Q,BG,NGDP_XDC,6,P3M,2016-Q4,26721.83
Q,BG,NGDP_XDC,6,P3M,2017-Q1,20921.755
Q,BG,NGDP_XDC,6,P3M,2017-Q2,24895.376
Q,BG,NGDP_XDC,6,P3M,2017-Q3,27893.661
Q,BG,NGDP_XDC,6,P3M,2017-Q4,28597.15
Q,BG,NGDP_XDC,6,P3M,2018-Q1,22256.959
Q,BG,NGDP_XDC,6,P3M,2018-Q2,26649.159
Q,BG,NGDP_XDC,6,P3M,2018-Q3,30429.765
Q,BG,NGDP_XDC,6,P3M,2018-Q4,30358.922
Q,BG,NGDP_XDC,6,P3M,2019-Q1,24860.118
Q,BG,NGDP_XDC,6,P3M,2019-Q2,29473.94
Q,BG,NGDP_XDC,6,P3M,2019-Q3,31652.46
Q,BG,NGDP_XDC,6,P3M,2019-Q4,32682.266
Q,AL,NGDP_XDC,6,P3M,2009-Q1,256514
Q,AL,NGDP_XDC,6,P3M,2009-Q2,308903
Q,AL,NGDP_XDC,6,P3M,2009-Q3,289014
Q,AL,NGDP_XDC,6,P3M,2009-Q4,289506
Q,AL,NGDP_XDC,6,P3M,2010-Q1,271180
Q,AL,NGDP_XDC,6,P3M,2010-Q2,326142
Q,AL,NGDP_XDC,6,P3M,2010-Q3,313578
Q,AL,NGDP_XDC,6,P3M,2010-Q4,328745
Q,AL,NGDP_XDC,6,P3M,2011-Q1,296622
Q,AL,NGDP_XDC,6,P3M,2011-Q2,327181
Q,AL,NGDP_XDC,6,P3M,2011-Q3,324042
Q,AL,NGDP_XDC,6,P3M,2011-Q4,352779
Q,AL,NGDP_XDC,6,P3M,2012-Q1,298726
Q,AL,NGDP_XDC,6,P3M,2012-Q2,346823
Q,AL,NGDP_XDC,6,P3M,2012-Q3,335377
Q,AL,NGDP_XDC,6,P3M,2012-Q4,351885
Q,AL,NGDP_XDC,6,P3M,2013-Q1,311324
Q,AL,NGDP_XDC,6,P3M,2013-Q2,359026
Q,AL,NGDP_XDC,6,P3M,2013-Q3,325848
Q,AL,NGDP_XDC,6,P3M,2013-Q4,353854
Q,AL,NGDP_XDC,6,P3M,2014-Q1,315137
Q,AL,NGDP_XDC,6,P3M,2014-Q2,370524
Q,AL,NGDP_XDC,6,P3M,2014-Q3,348624
Q,AL,NGDP_XDC,6,P3M,2014-Q4,361019
Q,AL,NGDP_XDC,6,P3M,2015-Q1,318751
Q,AL,NGDP_XDC,6,P3M,2015-Q2,383681
Q,AL,NGDP_XDC,6,P3M,2015-Q3,360196
Q,AL,NGDP_XDC,6,P3M,2015-Q4,371678
Q,AL,NGDP_XDC,6,P3M,2016-Q1,332995
Q,AL,NGDP_XDC,6,P3M,2016-Q2,385338
Q,AL,NGDP_XDC,6,P3M,2016-Q3,366017
Q,AL,NGDP_XDC,6,P3M,2016-Q4,388129
Q,AL,NGDP_XDC,6,P3M,2017-Q1,351318
Q,AL,NGDP_XDC,6,P3M,2017-Q2,410174
Q,AL,NGDP_XDC,6,P3M,2017-Q3,385208
Q,AL,NGDP_XDC,6,P3M,2017-Q4,403946
Q,AL,NGDP_XDC,6,P3M,2018-Q1,374720
Q,AL,NGDP_XDC,6,P3M,2018-Q2,431962
Q,AL,NGDP_XDC,6,P3M,2018-Q3,408940
Q,AL,NGDP_XDC,6,P3M,2018-Q4,420093
Q,AL,NGDP_XDC,6,P3M,2019-Q1,385428
Q,AL,NGDP_XDC,6,P3M,2019-Q2,446667
Q,AL,NGDP_XDC,6,P3M,2019-Q3,425707
Q,AL,NGDP_XDC,6,P3M,2019-Q4,420507
Q,BY,NGDP_XDC,6,P3M,2009-Q1,2918.41
Q,BY,NGDP_XDC,6,P3M,2009-Q2,3301.08
Q,BY,NGDP_XDC,6,P3M,2009-Q3,4162.1
Q,BY,NGDP_XDC,6,P3M,2009-Q4,3827.54
Q,BY,NGDP_XDC,6,P3M,2010-Q1,3290.84
Q,BY,NGDP_XDC,6,P3M,2010-Q2,3922.88
Q,BY,NGDP_XDC,6,P3M,2010-Q3,5000.57
Q,BY,NGDP_XDC,6,P3M,2010-Q4,4832.29
Q,BY,NGDP_XDC,6,P3M,2011-Q1,4660.53
Q,BY,NGDP_XDC,6,P3M,2011-Q2,6461.96
Q,BY,NGDP_XDC,6,P3M,2011-Q3,8611.72
Q,BY,NGDP_XDC,6,P3M,2011-Q4,10990.29
Q,BY,NGDP_XDC,6,P3M,2012-Q1,10621.92
Q,BY,NGDP_XDC,6,P3M,2012-Q2,13750.47
Q,BY,NGDP_XDC,6,P3M,2012-Q3,14797.06
Q,BY,NGDP_XDC,6,P3M,2012-Q4,15592.22
Q,BY,NGDP_XDC,6,P3M,2013-Q1,13701.36
Q,BY,NGDP_XDC,6,P3M,2013-Q2,16372.03
Q,BY,NGDP_XDC,6,P3M,2013-Q3,18573.68
Q,BY,NGDP_XDC,6,P3M,2013-Q4,18421.78
Q,BY,NGDP_XDC,6,P3M,2014-Q1,16670.21
Q,BY,NGDP_XDC,6,P3M,2014-Q2,19125.68
Q,BY,NGDP_XDC,6,P3M,2014-Q3,22635.56
Q,BY,NGDP_XDC,6,P3M,2014-Q4,22147.82
Q,BY,NGDP_XDC,6,P3M,2015-Q1,19821.31
Q,BY,NGDP_XDC,6,P3M,2015-Q2,21597.59
Q,BY,NGDP_XDC,6,P3M,2015-Q3,24524.41
Q,BY,NGDP_XDC,6,P3M,2015-Q4,23966.5
Q,BY,NGDP_XDC,6,P3M,2016-Q1,21121.7
Q,BY,NGDP_XDC,6,P3M,2016-Q2,23052.5
Q,BY,NGDP_XDC,6,P3M,2016-Q3,25720.6
Q,BY,NGDP_XDC,6,P3M,2016-Q4,25054.2
Q,BY,NGDP_XDC,6,P3M,2017-Q1,22652.4
Q,BY,NGDP_XDC,6,P3M,2017-Q2,25341.2
Q,BY,NGDP_XDC,6,P3M,2017-Q3,28569.2
Q,BY,NGDP_XDC,6,P3M,2017-Q4,29185.4
Q,BY,NGDP_XDC,6,P3M,2018-Q1,26766.1
Q,BY,NGDP_XDC,6,P3M,2018-Q2,29341.8
Q,BY,NGDP_XDC,6,P3M,2018-Q3,33127.3
Q,BY,NGDP_XDC,6,P3M,2018-Q4,33084.5
Q,BY,NGDP_XDC,6,P3M,2019-Q1,29077.2
Q,BY,NGDP_XDC,6,P3M,2019-Q2,31688
Q,BY,NGDP_XDC,6,P3M,2019-Q3,36170.1
Q,BY,NGDP_XDC,6,P3M,2019-Q4,35016.4
Q,CL,NGDP_XDC,6,P3M,2009-Q1,23201799.14
Q,CL,NGDP_XDC,6,P3M,2009-Q2,23582325.96
Q,CL,NGDP_XDC,6,P3M,2009-Q3,23199390.68
Q,CL,NGDP_XDC,6,P3M,2009-Q4,26702841.07
Q,CL,NGDP_XDC,6,P3M,2010-Q1,25865236.74
Q,CL,NGDP_XDC,6,P3M,2010-Q2,27003164.04
Q,CL,NGDP_XDC,6,P3M,2010-Q3,27574201.88
Q,CL,NGDP_XDC,6,P3M,2010-Q4,31066008.01
Q,CL,NGDP_XDC,6,P3M,2011-Q1,30099766.15
Q,CL,NGDP_XDC,6,P3M,2011-Q2,30133888.13
Q,CL,NGDP_XDC,6,P3M,2011-Q3,29017724.76
Q,CL,NGDP_XDC,6,P3M,2011-Q4,32754711.31
Q,CL,NGDP_XDC,6,P3M,2012-Q1,31874887.56
Q,CL,NGDP_XDC,6,P3M,2012-Q2,32111832.1
Q,CL,NGDP_XDC,6,P3M,2012-Q3,31012280.21
Q,CL,NGDP_XDC,6,P3M,2012-Q4,34948342.42
Q,CL,NGDP_XDC,6,P3M,2013-Q1,33213415.65
Q,CL,NGDP_XDC,6,P3M,2013-Q2,33990993.14
Q,CL,NGDP_XDC,6,P3M,2013-Q3,33433372.17
Q,CL,NGDP_XDC,6,P3M,2013-Q4,37238434.81
Q,CL,NGDP_XDC,6,P3M,2014-Q1,36077487.99
Q,CL,NGDP_XDC,6,P3M,2014-Q2,36627476.84
Q,CL,NGDP_XDC,6,P3M,2014-Q3,35772848.19
Q,CL,NGDP_XDC,6,P3M,2014-Q4,40121640.86
Q,CL,NGDP_XDC,6,P3M,2015-Q1,39179707.77
Q,CL,NGDP_XDC,6,P3M,2015-Q2,39535450.04
Q,CL,NGDP_XDC,6,P3M,2015-Q3,38263478.33
Q,CL,NGDP_XDC,6,P3M,2015-Q4,42574712.17
Q,CL,NGDP_XDC,6,P3M,2016-Q1,41953610.81
Q,CL,NGDP_XDC,6,P3M,2016-Q2,41447910.35
Q,CL,NGDP_XDC,6,P3M,2016-Q3,40805268.5
Q,CL,NGDP_XDC,6,P3M,2016-Q4,45330598.07
Q,CL,NGDP_XDC,6,P3M,2017-Q1,43602201.25
Q,CL,NGDP_XDC,6,P3M,2017-Q2,44040884.58
Q,CL,NGDP_XDC,6,P3M,2017-Q3,43782195.77
Q,CL,NGDP_XDC,6,P3M,2017-Q4,48330844.19
Q,CL,NGDP_XDC,6,P3M,2018-Q1,47222448.99
Q,CL,NGDP_XDC,6,P3M,2018-Q2,47526133.84
Q,CL,NGDP_XDC,6,P3M,2018-Q3,45751315.72
Q,CL,NGDP_XDC,6,P3M,2018-Q4,50766053.53
Q,CL,NGDP_XDC,6,P3M,2019-Q1,49022753.16
Q,CL,NGDP_XDC,6,P3M,2019-Q2,49487887.09
Q,CL,NGDP_XDC,6,P3M,2019-Q3,48370573.62
Q,CL,NGDP_XDC,6,P3M,2019-Q4,51559492.97
Q,BA,NGDP_XDC,6,P3M,2009-Q1,5675.09421
Q,BA,NGDP_XDC,6,P3M,2009-Q2,6161.883974
Q,BA,NGDP_XDC,6,P3M,2009-Q3,6723.88493
Q,BA,NGDP_XDC,6,P3M,2009-Q4,6237.656332
Q,BA,NGDP_XDC,6,P3M,2010-Q1,5713.781649
Q,BA,NGDP_XDC,6,P3M,2010-Q2,6300.011752
Q,BA,NGDP_XDC,6,P3M,2010-Q3,6769.714887
Q,BA,NGDP_XDC,6,P3M,2010-Q4,6581.444283
Q,BA,NGDP_XDC,6,P3M,2011-Q1,5974.196693
Q,BA,NGDP_XDC,6,P3M,2011-Q2,6475.721416
Q,BA,NGDP_XDC,6,P3M,2011-Q3,7132.547147
Q,BA,NGDP_XDC,6,P3M,2011-Q4,6648.796734
Q,BA,NGDP_XDC,6,P3M,2012-Q1,5832.338617
Q,BA,NGDP_XDC,6,P3M,2012-Q2,6447.22078
Q,BA,NGDP_XDC,6,P3M,2012-Q3,7221.21205
Q,BA,NGDP_XDC,6,P3M,2012-Q4,6721.938322
Q,BA,NGDP_XDC,6,P3M,2013-Q1,6108.523184
Q,BA,NGDP_XDC,6,P3M,2013-Q2,6607.097966
Q,BA,NGDP_XDC,6,P3M,2013-Q3,7291.847387
Q,BA,NGDP_XDC,6,P3M,2013-Q4,6771.285618
Q,BA,NGDP_XDC,6,P3M,2014-Q1,6304.658991
Q,BA,NGDP_XDC,6,P3M,2014-Q2,6583.476135
Q,BA,NGDP_XDC,6,P3M,2014-Q3,7325.95396
Q,BA,NGDP_XDC,6,P3M,2014-Q4,7144.620835
Q,BA,NGDP_XDC,6,P3M,2015-Q1,6424.737682
Q,BA,NGDP_XDC,6,P3M,2015-Q2,7025.452518
Q,BA,NGDP_XDC,6,P3M,2015-Q3,7745.121346
Q,BA,NGDP_XDC,6,P3M,2015-Q4,7393.741115
Q,BA,NGDP_XDC,6,P3M,2016-Q1,6739.53585
Q,BA,NGDP_XDC,6,P3M,2016-Q2,7269.276097
Q,BA,NGDP_XDC,6,P3M,2016-Q3,8119.293618
Q,BA,NGDP_XDC,6,P3M,2016-Q4,7776.354438
Q,BA,NGDP_XDC,6,P3M,2017-Q1,7003.006068
Q,BA,NGDP_XDC,6,P3M,2017-Q2,7654.643556
Q,BA,NGDP_XDC,6,P3M,2017-Q3,8562.294087
Q,BA,NGDP_XDC,6,P3M,2017-Q4,8156.293503
Q,BA,NGDP_XDC,6,P3M,2018-Q1,7361.51495
Q,BA,NGDP_XDC,6,P3M,2018-Q2,8052.804564
Q,BA,NGDP_XDC,6,P3M,2018-Q3,8869.087055
Q,BA,NGDP_XDC,6,P3M,2018-Q4,8494.996611
Q,KH,NGDP_XDC,6,P3M,NA,NA
Q,BO,NGDP_XDC,6,P3M,2009-Q1,29103.6448257407
Q,BO,NGDP_XDC,6,P3M,2009-Q2,30558.884739613
Q,BO,NGDP_XDC,6,P3M,2009-Q3,30249.8093032838
Q,BO,NGDP_XDC,6,P3M,2009-Q4,31814.4063137807
Q,BO,NGDP_XDC,6,P3M,2010-Q1,30795.0165247351
Q,BO,NGDP_XDC,6,P3M,2010-Q2,34356.0165494061
Q,BO,NGDP_XDC,6,P3M,2010-Q3,34896.4274665337
Q,BO,NGDP_XDC,6,P3M,2010-Q4,37828.1075006067
Q,BO,NGDP_XDC,6,P3M,2011-Q1,38214.2827467633
Q,BO,NGDP_XDC,6,P3M,2011-Q2,41003.3285076758
Q,BO,NGDP_XDC,6,P3M,2011-Q3,42897.1717241886
Q,BO,NGDP_XDC,6,P3M,2011-Q4,44116.77993829
Q,BO,NGDP_XDC,6,P3M,2012-Q1,42785.003252824
Q,BO,NGDP_XDC,6,P3M,2012-Q2,45997.6401882041
Q,BO,NGDP_XDC,6,P3M,2012-Q3,47047.4965140479
Q,BO,NGDP_XDC,6,P3M,2012-Q4,51323.737651498
Q,BO,NGDP_XDC,6,P3M,2013-Q1,49829.4964053084
Q,BO,NGDP_XDC,6,P3M,2013-Q2,52449.1972328443
Q,BO,NGDP_XDC,6,P3M,2013-Q3,53503.6693259295
Q,BO,NGDP_XDC,6,P3M,2013-Q4,56073.6686996031
Q,BO,NGDP_XDC,6,P3M,2014-Q1,53960.5696465569
Q,BO,NGDP_XDC,6,P3M,2014-Q2,56635.1886659917
Q,BO,NGDP_XDC,6,P3M,2014-Q3,57868.4259379548
Q,BO,NGDP_XDC,6,P3M,2014-Q4,59539.4749162856
Q,BO,NGDP_XDC,6,P3M,2015-Q1,55975.7491920893
Q,BO,NGDP_XDC,6,P3M,2015-Q2,56814.280224878
Q,BO,NGDP_XDC,6,P3M,2015-Q3,56306.1929443886
Q,BO,NGDP_XDC,6,P3M,2015-Q4,58935.1475332171
Q,BO,NGDP_XDC,6,P3M,2016-Q1,55360.4591887283
Q,BO,NGDP_XDC,6,P3M,2016-Q2,56563.7031590752
Q,BO,NGDP_XDC,6,P3M,2016-Q3,59641.189185328
Q,BO,NGDP_XDC,6,P3M,2016-Q4,62967.8305092877
Q,BO,NGDP_XDC,6,P3M,2017-Q1,61026.4182003544
Q,BO,NGDP_XDC,6,P3M,2017-Q2,61794.1127861127
Q,BO,NGDP_XDC,6,P3M,2017-Q3,66836.4448020758
Q,BO,NGDP_XDC,6,P3M,2017-Q4,69527.7415739329
Q,BO,NGDP_XDC,6,P3M,2018-Q1,66707.9805945893
Q,BO,NGDP_XDC,6,P3M,2018-Q2,66902.3936540447
Q,BO,NGDP_XDC,6,P3M,2018-Q3,69456.0383151798
Q,CV,NGDP_XDC,6,P3M,2009-Q1,33676.3475012848
Q,CV,NGDP_XDC,6,P3M,2009-Q2,33590.1121503825
Q,CV,NGDP_XDC,6,P3M,2009-Q3,34456.4807882393
Q,CV,NGDP_XDC,6,P3M,2009-Q4,34156.143145176
Q,CV,NGDP_XDC,6,P3M,2010-Q1,34488.8771576414
Q,CV,NGDP_XDC,6,P3M,2010-Q2,34908.9459415829
Q,CV,NGDP_XDC,6,P3M,2010-Q3,34375.1942974609
Q,CV,NGDP_XDC,6,P3M,2010-Q4,34795.5000638875
Q,CV,NGDP_XDC,6,P3M,2011-Q1,35205.2780305122
Q,CV,NGDP_XDC,6,P3M,2011-Q2,37629.3757587943
Q,CV,NGDP_XDC,6,P3M,2011-Q3,36808.8366366625
Q,CV,NGDP_XDC,6,P3M,2011-Q4,38280.6801688059
Q,CV,NGDP_XDC,6,P3M,2012-Q1,38010.6968308969
Q,CV,NGDP_XDC,6,P3M,2012-Q2,37452.072570402
Q,CV,NGDP_XDC,6,P3M,2012-Q3,36539.1989654101
Q,CV,NGDP_XDC,6,P3M,2012-Q4,38349.3125558256
Q,CV,NGDP_XDC,6,P3M,2013-Q1,36712.0139238262
Q,CV,NGDP_XDC,6,P3M,2013-Q2,39291.0293037336
Q,CV,NGDP_XDC,6,P3M,2013-Q3,38368.6093225861
Q,CV,NGDP_XDC,6,P3M,2013-Q4,39351.5200546287
Q,CV,NGDP_XDC,6,P3M,2014-Q1,38213.89005427
Q,CV,NGDP_XDC,6,P3M,2014-Q2,38932.0293106341
Q,CV,NGDP_XDC,6,P3M,2014-Q3,37291.4380926244
Q,CV,NGDP_XDC,6,P3M,2014-Q4,39998.3856364938
Q,CV,NGDP_XDC,6,P3M,2015-Q1,38969.3784594668
Q,CV,NGDP_XDC,6,P3M,2015-Q2,39248.3107299297
Q,CV,NGDP_XDC,6,P3M,2015-Q3,37302.8320372896
Q,CV,NGDP_XDC,6,P3M,2015-Q4,41004.5464191686
Q,CV,NGDP_XDC,6,P3M,2016-Q1,40432.2158805358
Q,CV,NGDP_XDC,6,P3M,2016-Q2,40103.8269581235
Q,CV,NGDP_XDC,6,P3M,2016-Q3,37960.7878978585
Q,CV,NGDP_XDC,6,P3M,2016-Q4,42745.2630005289
Q,BR,NGDP_XDC,6,P3M,2009-Q1,756127.1081
Q,BR,NGDP_XDC,6,P3M,2009-Q2,803577.516
Q,BR,NGDP_XDC,6,P3M,2009-Q3,852843.2512
Q,BR,NGDP_XDC,6,P3M,2009-Q4,920491.4801
Q,BR,NGDP_XDC,6,P3M,2010-Q1,886397.2937
Q,BR,NGDP_XDC,6,P3M,2010-Q2,944144.9471
Q,BR,NGDP_XDC,6,P3M,2010-Q3,997934.7416
Q,BR,NGDP_XDC,6,P3M,2010-Q4,1057370.018
Q,BR,NGDP_XDC,6,P3M,2011-Q1,1016531.083
Q,BR,NGDP_XDC,6,P3M,2011-Q2,1086712.615
Q,BR,NGDP_XDC,6,P3M,2011-Q3,1112334.183
Q,BR,NGDP_XDC,6,P3M,2011-Q4,1160804.119
Q,BR,NGDP_XDC,6,P3M,2012-Q1,1129472.355
Q,BR,NGDP_XDC,6,P3M,2012-Q2,1183124.138
Q,BR,NGDP_XDC,6,P3M,2012-Q3,1230448.921
Q,BR,NGDP_XDC,6,P3M,2012-Q4,1271714.586
Q,BR,NGDP_XDC,6,P3M,2013-Q1,1241621.762
Q,BR,NGDP_XDC,6,P3M,2013-Q2,1322587.422
Q,BR,NGDP_XDC,6,P3M,2013-Q3,1354133.224
Q,BR,NGDP_XDC,6,P3M,2013-Q4,1413276.591
Q,BR,NGDP_XDC,6,P3M,2014-Q1,1385945.428
Q,BR,NGDP_XDC,6,P3M,2014-Q2,1422288.322
Q,BR,NGDP_XDC,6,P3M,2014-Q3,1462126.266
Q,BR,NGDP_XDC,6,P3M,2014-Q4,1508592.984
Q,BR,NGDP_XDC,6,P3M,2015-Q1,1456836.782
Q,BR,NGDP_XDC,6,P3M,2015-Q2,1480130.858
Q,BR,NGDP_XDC,6,P3M,2015-Q3,1508219.709
Q,BR,NGDP_XDC,6,P3M,2015-Q4,1550599.651
Q,BR,NGDP_XDC,6,P3M,2016-Q1,1499483.077
Q,BR,NGDP_XDC,6,P3M,2016-Q2,1558285.59
Q,BR,NGDP_XDC,6,P3M,2016-Q3,1577224.259
Q,BR,NGDP_XDC,6,P3M,2016-Q4,1634335.074
Q,BR,NGDP_XDC,6,P3M,2017-Q1,1589214.387
Q,BR,NGDP_XDC,6,P3M,2017-Q2,1633651.302
Q,BR,NGDP_XDC,6,P3M,2017-Q3,1647680.117
Q,BR,NGDP_XDC,6,P3M,2017-Q4,1712773.193
Q,BR,NGDP_XDC,6,P3M,2018-Q1,1657833.65
Q,BR,NGDP_XDC,6,P3M,2018-Q2,1704702.308
Q,BR,NGDP_XDC,6,P3M,2018-Q3,1736934.998
Q,BR,NGDP_XDC,6,P3M,2018-Q4,1789705.127
Q,BR,NGDP_XDC,6,P3M,2019-Q1,1725680.599
Q,BR,NGDP_XDC,6,P3M,2019-Q2,1795805.844
Q,BR,NGDP_XDC,6,P3M,2019-Q3,1842110.268
Q,AT,NGDP_XDC,6,P3M,2009-Q1,68719.406
Q,AT,NGDP_XDC,6,P3M,2009-Q2,70353.599
Q,AT,NGDP_XDC,6,P3M,2009-Q3,72760.251
Q,AT,NGDP_XDC,6,P3M,2009-Q4,76210.769
Q,AT,NGDP_XDC,6,P3M,2010-Q1,69367.381
Q,AT,NGDP_XDC,6,P3M,2010-Q2,72586.924
Q,AT,NGDP_XDC,6,P3M,2010-Q3,75456.194
Q,AT,NGDP_XDC,6,P3M,2010-Q4,78486.141
Q,AT,NGDP_XDC,6,P3M,2011-Q1,74178.91
Q,AT,NGDP_XDC,6,P3M,2011-Q2,76771.354
Q,AT,NGDP_XDC,6,P3M,2011-Q3,78489.949
Q,AT,NGDP_XDC,6,P3M,2011-Q4,80688.449
Q,AT,NGDP_XDC,6,P3M,2012-Q1,76533.22
Q,AT,NGDP_XDC,6,P3M,2012-Q2,78438.567
Q,AT,NGDP_XDC,6,P3M,2012-Q3,80293.371
Q,AT,NGDP_XDC,6,P3M,2012-Q4,83387.898
Q,AT,NGDP_XDC,6,P3M,2013-Q1,77522.776
Q,AT,NGDP_XDC,6,P3M,2013-Q2,79823.972
Q,AT,NGDP_XDC,6,P3M,2013-Q3,81859.455
Q,AT,NGDP_XDC,6,P3M,2013-Q4,84704.002
Q,AT,NGDP_XDC,6,P3M,2014-Q1,79535.215
Q,AT,NGDP_XDC,6,P3M,2014-Q2,82248.551
Q,AT,NGDP_XDC,6,P3M,2014-Q3,84017.538
Q,AT,NGDP_XDC,6,P3M,2014-Q4,87344.762
Q,AT,NGDP_XDC,6,P3M,2015-Q1,81806.636
Q,AT,NGDP_XDC,6,P3M,2015-Q2,84854.18
Q,AT,NGDP_XDC,6,P3M,2015-Q3,87238.705
Q,AT,NGDP_XDC,6,P3M,2015-Q4,90369.711
Q,AT,NGDP_XDC,6,P3M,2016-Q1,85749.703
Q,AT,NGDP_XDC,6,P3M,2016-Q2,88018.809
Q,AT,NGDP_XDC,6,P3M,2016-Q3,89865.033
Q,AT,NGDP_XDC,6,P3M,2016-Q4,93666.168
Q,AT,NGDP_XDC,6,P3M,2017-Q1,89024.394
Q,AT,NGDP_XDC,6,P3M,2017-Q2,91359.292
Q,AT,NGDP_XDC,6,P3M,2017-Q3,93252.621
Q,AT,NGDP_XDC,6,P3M,2017-Q4,96659.457
Q,AT,NGDP_XDC,6,P3M,2018-Q1,93550.568
Q,AT,NGDP_XDC,6,P3M,2018-Q2,94901.841
Q,AT,NGDP_XDC,6,P3M,2018-Q3,96382.525
Q,AT,NGDP_XDC,6,P3M,2018-Q4,100877.008
Q,AT,NGDP_XDC,6,P3M,2019-Q1,97124.178
Q,AT,NGDP_XDC,6,P3M,2019-Q2,98327.001
Q,AT,NGDP_XDC,6,P3M,2019-Q3,99685.955
Q,AT,NGDP_XDC,6,P3M,2019-Q4,103525.527
Q,BN,NGDP_XDC,6,P3M,2009-Q1,3563.7
Q,BN,NGDP_XDC,6,P3M,2009-Q2,3254.6
Q,BN,NGDP_XDC,6,P3M,2009-Q3,3895.7
Q,BN,NGDP_XDC,6,P3M,2009-Q4,4897.378
Q,BN,NGDP_XDC,6,P3M,2010-Q1,4194.361
Q,BN,NGDP_XDC,6,P3M,2010-Q2,3874.566
Q,BN,NGDP_XDC,6,P3M,2010-Q3,4096.877
Q,BN,NGDP_XDC,6,P3M,2010-Q4,4701.505
Q,BN,NGDP_XDC,6,P3M,2011-Q1,4994.16772426
Q,BN,NGDP_XDC,6,P3M,2011-Q2,4872.725849745
Q,BN,NGDP_XDC,6,P3M,2011-Q3,5191.094
Q,BN,NGDP_XDC,6,P3M,2011-Q4,5521.379
Q,BN,NGDP_XDC,6,P3M,2012-Q1,5363.5
Q,BN,NGDP_XDC,6,P3M,2012-Q2,4779
Q,BN,NGDP_XDC,6,P3M,2012-Q3,5157.9
Q,BN,NGDP_XDC,6,P3M,2012-Q4,5884.7
Q,BN,NGDP_XDC,6,P3M,2013-Q1,6067.5
Q,BN,NGDP_XDC,6,P3M,2013-Q2,5626.4
Q,BN,NGDP_XDC,6,P3M,2013-Q3,5347.1
Q,BN,NGDP_XDC,6,P3M,2013-Q4,5597.7
Q,BN,NGDP_XDC,6,P3M,2014-Q1,5737.2
Q,BN,NGDP_XDC,6,P3M,2014-Q2,5479.2
Q,BN,NGDP_XDC,6,P3M,2014-Q3,5209.6
Q,BN,NGDP_XDC,6,P3M,2014-Q4,5245.6
Q,BN,NGDP_XDC,6,P3M,2015-Q1,4655.6
Q,BN,NGDP_XDC,6,P3M,2015-Q2,4526.3
Q,BN,NGDP_XDC,6,P3M,2015-Q3,4321.9
Q,BN,NGDP_XDC,6,P3M,2015-Q4,4274.2
Q,BN,NGDP_XDC,6,P3M,2016-Q1,3940.7
Q,BN,NGDP_XDC,6,P3M,2016-Q2,4029.4
Q,BN,NGDP_XDC,6,P3M,2016-Q3,3763.6
Q,BN,NGDP_XDC,6,P3M,2016-Q4,4014
Q,CO,NGDP_XDC,6,P3M,2009-Q1,117365729.72871
Q,CO,NGDP_XDC,6,P3M,2009-Q2,119204587.117833
Q,CO,NGDP_XDC,6,P3M,2009-Q3,128704531.567807
Q,CO,NGDP_XDC,6,P3M,2009-Q4,136506988.264877
Q,CO,NGDP_XDC,6,P3M,2010-Q1,127089420.259782
Q,CO,NGDP_XDC,6,P3M,2010-Q2,130201561.651419
Q,CO,NGDP_XDC,6,P3M,2010-Q3,137147490.521799
Q,CO,NGDP_XDC,6,P3M,2010-Q4,148749217.351596
Q,CO,NGDP_XDC,6,P3M,2011-Q1,142475103.798806
Q,CO,NGDP_XDC,6,P3M,2011-Q2,146932375.184738
Q,CO,NGDP_XDC,6,P3M,2011-Q3,157585845.755818
Q,CO,NGDP_XDC,6,P3M,2011-Q4,171124395.844001
Q,CO,NGDP_XDC,6,P3M,2012-Q1,158861576.224647
Q,CO,NGDP_XDC,6,P3M,2012-Q2,160394434.352836
Q,CO,NGDP_XDC,6,P3M,2012-Q3,166585310.466447
Q,CO,NGDP_XDC,6,P3M,2012-Q4,180042337.959155
Q,CO,NGDP_XDC,6,P3M,2013-Q1,165716536.127802
Q,CO,NGDP_XDC,6,P3M,2013-Q2,171650902.467779
Q,CO,NGDP_XDC,6,P3M,2013-Q3,181729593.616593
Q,CO,NGDP_XDC,6,P3M,2013-Q4,194529672.946594
Q,CO,NGDP_XDC,6,P3M,2014-Q1,182021998.991904
Q,CO,NGDP_XDC,6,P3M,2014-Q2,182258834.797602
Q,CO,NGDP_XDC,6,P3M,2014-Q3,192708711.350863
Q,CO,NGDP_XDC,6,P3M,2014-Q4,205913454.859629
Q,CO,NGDP_XDC,6,P3M,2015-Q1,188879840.344966
Q,CO,NGDP_XDC,6,P3M,2015-Q2,190164898.437148
Q,CO,NGDP_XDC,6,P3M,2015-Q3,206185889.880241
Q,CO,NGDP_XDC,6,P3M,2015-Q4,219461371.337644
Q,CO,NGDP_XDC,6,P3M,2016-Q1,202828555.274603
Q,CO,NGDP_XDC,6,P3M,2016-Q2,205633756.067229
Q,CO,NGDP_XDC,6,P3M,2016-Q3,219219348.943284
Q,CO,NGDP_XDC,6,P3M,2016-Q4,236100339.714883
Q,CO,NGDP_XDC,6,P3M,2017-Q1,217510935.318548
Q,CO,NGDP_XDC,6,P3M,2017-Q2,218733970.710121
Q,CO,NGDP_XDC,6,P3M,2017-Q3,233674941.025771
Q,CO,NGDP_XDC,6,P3M,2017-Q4,250274152.945558
Q,CO,NGDP_XDC,6,P3M,2018-Q1,231141934.124738
