country,year,document,language,name,SDG,freq_of_terms,freq_of_numbers
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 11,10,0.7
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 13,47,0.5957446808510638
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 14,4,1
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 15,4,0.5
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 16,33,0.42424242424242425
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 17,33,0.5757575757575758
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 2,8,0.875
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 3,46,0.782608695652174
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 4,63,0.6190476190476191
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 5,4,0.75
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 6,2,0.5
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 7,1,0
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 8,37,0.7837837837837838
Comoros,2020,VNR_Comoros2020.pdf,fr,VNR_Comoros2020.pdf,SDG 9,47,0.46808510638297873
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 1,35,0.6571428571428571
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 10,2,0.5
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 11,4,0.75
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 12,4,0.25
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 13,29,0.4482758620689655
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 15,5,0.8
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 16,34,0.23529411764705882
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 17,21,0.42857142857142855
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 2,9,0.8888888888888888
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 3,44,0.5681818181818182
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 4,46,0.5
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 5,10,0.9
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 6,3,1
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 8,36,0.7222222222222222
"Congo, Rep.",2019,"VNR_Congo, Rep.2019.pdf",fr,"VNR_Congo, Rep.2019.pdf",SDG 9,61,0.5081967213114754
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 1,84,0.5
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 10,8,0.625
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 11,4,0.75
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 13,24,0.5416666666666666
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 16,36,0.3611111111111111
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 17,55,0.5272727272727272
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 2,9,0.6666666666666666
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 3,70,0.4
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 4,49,0.5102040816326531
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 5,35,0.5142857142857142
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 6,4,0.75
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 8,51,0.3333333333333333
Costa Rica,2017,VNR_Costa Rica2017.pdf,es,VNR_Costa Rica2017.pdf,SDG 9,124,0.41935483870967744
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 1,63,0.6507936507936508
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 10,2,1
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 11,4,0.25
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 13,27,0.6666666666666666
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 16,60,0.38333333333333336
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 17,42,0.5
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 2,4,0.5
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 3,37,0.6216216216216216
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 4,73,0.547945205479452
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 5,32,0.75
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 6,3,0
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 7,1,1
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 8,41,0.6341463414634146
Costa Rica,2020,VNR_Costa Rica2020.pdf,es,VNR_Costa Rica2020.pdf,SDG 9,132,0.5378787878787878
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 1,68,0.5882352941176471
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 10,2,1
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 11,7,0.7142857142857143
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 13,42,0.42857142857142855
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 14,5,0.4
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 15,4,1
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 16,47,0.3617021276595745
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 17,64,0.453125
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 2,46,0.6304347826086957
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 3,76,0.6973684210526315
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 4,173,0.5722543352601156
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 5,12,0.9166666666666666
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 6,4,0.5
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 7,2,1
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 8,95,0.6736842105263158
Cote d'Ivoire,2019,VNR_Cote d'Ivoire2019.pdf,fr,VNR_Cote d'Ivoire2019.pdf,SDG 9,97,0.5154639175257731
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 1,47,0.425531914893617
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 11,8,0.125
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 12,1,0
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 13,60,0.23333333333333334
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 14,1,0
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 15,2,0.5
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 16,31,0.06451612903225806
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 17,15,0.3333333333333333
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 2,1,1
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 3,44,0.22727272727272727
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 4,88,0.3409090909090909
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 5,31,0.22580645161290322
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 6,3,0.6666666666666666
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 8,39,0.38461538461538464
Croatia,2019,VNR_Croatia2019.pdf,en,VNR_Croatia2019.pdf,SDG 9,84,0.2619047619047619
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 1,40,0.475
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 10,1,1
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 11,11,0.36363636363636365
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 12,3,0
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 13,61,0.2459016393442623
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 14,1,1
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 15,5,0.8
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 16,39,0.15384615384615385
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 17,30,0.23333333333333334
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 2,3,0.3333333333333333
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 3,41,0.36585365853658536
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 4,164,0.23170731707317074
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 5,26,0.38461538461538464
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 6,7,0.14285714285714285
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 7,7,0.42857142857142855
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 8,61,0.36065573770491804
Cyprus,2017,VNR_Cyprus2017.pdf,en,VNR_Cyprus2017.pdf,SDG 9,158,0.25949367088607594
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 1,13,0.6153846153846154
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 10,1,1
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 11,1,0
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 12,2,0.5
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 13,23,0.30434782608695654
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 16,25,0.24
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 17,17,0.17647058823529413
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 2,1,0
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 3,6,0
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 4,5,0
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 5,9,0.5555555555555556
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 6,4,0.5
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 7,1,0
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 8,17,0.5882352941176471
Czech Republic,2017,VNR_Czech Republic2017.pdf,en,VNR_Czech Republic2017.pdf,SDG 9,26,0.3076923076923077
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 1,46,0.5
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 10,5,0.8
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 11,4,0.25
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 12,1,0
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 13,44,0.4090909090909091
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 14,3,0.6666666666666666
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 15,1,0
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 16,24,0.375
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 17,40,0.425
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 2,14,0.6428571428571429
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 3,61,0.5901639344262295
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 4,83,0.3855421686746988
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 5,6,0.3333333333333333
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 8,41,0.6585365853658537
"Congo, Dem. Rep.",2020,"VNR_Congo, Dem. Rep.2020.pdf",fr,"VNR_Congo, Dem. Rep.2020.pdf",SDG 9,62,0.4838709677419355
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 1,46,0.5869565217391305
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 10,4,1
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 11,4,0.25
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 12,8,0.75
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 13,30,0.5666666666666667
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 14,1,1
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 15,2,1
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 16,18,0.3333333333333333
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 17,26,0.3076923076923077
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 2,3,1
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 3,34,0.4411764705882353
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 4,51,0.43137254901960786
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 5,20,0.6
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 6,9,0.7777777777777778
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 7,2,0
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 8,38,0.7894736842105263
Denmark,2017,VNR_Denmark2017.pdf,en,VNR_Denmark2017.pdf,SDG 9,57,0.5263157894736842
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 1,26,0.6923076923076923
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 10,2,0.5
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 11,1,1
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 13,7,0.7142857142857143
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 16,3,0.6666666666666666
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 17,117,0.9401709401709402
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 2,7,1
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 3,15,0.7333333333333333
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 4,25,0.84
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 5,10,1
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 6,4,0.75
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 8,16,0.6875
Dominican Republic,2018,VNR_Dominican Republic2018.pdf,es,VNR_Dominican Republic2018.pdf,SDG 9,25,0.88
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 1,108,0.6388888888888888
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 10,13,0.8461538461538461
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 11,12,0.5
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 13,38,0.5
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 15,1,1
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 16,57,0.43859649122807015
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 17,37,0.4864864864864865
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 2,15,0.4666666666666667
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 3,43,0.3953488372093023
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 4,115,0.4260869565217391
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 5,23,0.34782608695652173
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 6,11,0.2727272727272727
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 8,60,0.6166666666666667
Ecuador,2018,VNR_Ecuador2018.pdf,es,VNR_Ecuador2018.pdf,SDG 9,174,0.47126436781609193
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 1,82,0.6951219512195121
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 10,11,0.7272727272727273
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 11,11,0.9090909090909091
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 13,66,0.6515151515151515
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 14,1,1
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 15,3,1
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 16,76,0.5921052631578947
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 17,56,0.8035714285714286
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 2,17,0.5882352941176471
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 3,79,0.6835443037974683
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 4,127,0.7244094488188977
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 5,46,0.6521739130434783
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 6,8,0.875
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 8,113,0.7345132743362832
Ecuador,2020,VNR_Ecuador2020.pdf,es,VNR_Ecuador2020.pdf,SDG 9,280,0.6607142857142857
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 1,41,0.4878048780487805
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 10,5,0.4
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 11,3,0
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 12,4,0
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 13,44,0.4318181818181818
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 15,2,0
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 16,14,0.07142857142857142
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 17,29,0.3793103448275862
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 2,6,0.5
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 3,39,0.5128205128205128
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 4,39,0.4358974358974359
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 5,24,0.375
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 8,30,0.5
"Egypt, Arab Rep.",2016,"VNR_Egypt, Arab Rep.2016.pdf",,"VNR_Egypt, Arab Rep.2016.pdf",SDG 9,40,0.4
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 1,21,0.5714285714285714
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 10,4,0.75
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 11,6,0.3333333333333333
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 12,5,0.6
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 13,42,0.35714285714285715
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 15,2,1
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 16,17,0.4117647058823529
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 17,45,0.6222222222222222
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 2,3,0.6666666666666666
"Egypt, Arab Rep.",2018,"VNR_Egypt, Arab Rep.2018.pdf",en,"VNR_Egypt, Arab Rep.2018.pdf",SDG 3,22,0.8181818181818182
