"iso3c","indicator_date","input_var","nada_dates"
"ZMB",2000,"2000, 2010, 2022",NA
"ZMB",2010,"2000, 2010, 2022","2010"
"ZMB",2022,"2000, 2010, 2022",NA
"ZWE",2002,"2002, 2012, 2022",NA
"ZWE",2012,"2002, 2012, 2022",NA
"ZWE",2022,"2002, 2012, 2022",NA
NA,1970,NA,"1970, 1980, 1990, 2000"
NA,1980,NA,"1970, 1980, 1990, 2000"
NA,1990,NA,"1970, 1980, 1990, 2000"
NA,1998,NA,"1998"
NA,2000,NA,"1970, 1980, 1990, 2000"
NA,2010,NA,"2010"
