country,indicator_date,ihsn_dates,ihsn_title
Germany,1986,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1987,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1988,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1989,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1990,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1991,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1992,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1993,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1994,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1995,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1996,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1997,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1998,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Germany,1999,"1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1983 - Eurostat Standardized Datasets; Labor Force Survey 1984 - Eurostat Standardized Datasets; Labor Force Survey 1985 - Eurostat Standardized Datasets; Labor Force Survey 1986 - Eurostat Standardized Datasets; Labor Force Survey 1987 - Eurostat Standardized Datasets; Labor Force Survey 1988 - Eurostat Standardized Datasets; Labor Force Survey 1989 - Eurostat Standardized Datasets; Labor Force Survey 1990 - Eurostat Standardized Datasets; Labor Force Survey 1991 - Eurostat Standardized Datasets; Labor Force Survey 1992 - Eurostat Standardized Datasets; Labor Force Survey 1993 - Eurostat Standardized Datasets; Labor Force Survey 1994 - Eurostat Standardized Datasets; Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
