"country","indicator_date","nada_dates","nada_title"
"Latvia",2002,"2002, 2008, 2013, 2018, 2020, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Latvia",2008,"2002, 2008, 2013, 2018, 2020, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Latvia",2013,"2002, 2008, 2013, 2018, 2020, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Latvia",2018,"2002, 2008, 2013, 2018, 2020, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Latvia",2020,"2002, 2008, 2013, 2018, 2020, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Latvia",2024,"2002, 2008, 2013, 2018, 2020, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Lebanon",2013,"2013","Enterprise Survey 2013"
"Lesotho",2008,"2008, 2016, 2023","Enterprise Survey 2009; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"Lesotho",2016,"2008, 2016, 2023","Enterprise Survey 2009; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"Lesotho",2023,"2008, 2016, 2023","Enterprise Survey 2009; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"Liberia",2009,"2009, 2017","Enterprise Survey 2009-2017, Panel Data; Enterprise Survey 2017"
"Liberia",2017,"2009, 2017","Enterprise Survey 2009-2017, Panel Data; Enterprise Survey 2017"
"Lithuania",2002,"2002, 2008, 2013, 2018, 2020","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Lithuania",2008,"2002, 2008, 2013, 2018, 2020","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Lithuania",2013,"2002, 2008, 2013, 2018, 2020","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Lithuania",2018,"2002, 2008, 2013, 2018, 2020","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Lithuania",2020,"2002, 2008, 2013, 2018, 2020","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Madagascar",2008,"2008, 2013, 2022","Enterprise Survey 2009; Enterprise Survey 2013; Micro Enterprise Survey 2022"
"Madagascar",2013,"2008, 2013, 2022","Enterprise Survey 2009; Enterprise Survey 2013; Micro Enterprise Survey 2022"
"Madagascar",2022,"2008, 2013, 2022","Enterprise Survey 2009; Enterprise Survey 2013; Micro Enterprise Survey 2022"
"Malawi",2009,"2009, 2014","Enterprise Survey 2009; Enterprise Survey 2014"
"Malawi",2014,"2009, 2014","Enterprise Survey 2009; Enterprise Survey 2014"
"Malaysia",2015,"2015, 2024","Enterprise Survey 2015; World Bank Enterprise Survey 2024"
"Malaysia",2024,"2015, 2024","Enterprise Survey 2015; World Bank Enterprise Survey 2024"
"Mali",2010,"2010, 2016, 2024","Enterprise Survey 2010; Enterprise Survey 2016; World Bank Enterprise Survey 2024"
"Mali",2016,"2010, 2016, 2024","Enterprise Survey 2010; Enterprise Survey 2016; World Bank Enterprise Survey 2024"
"Mali",2024,"2010, 2016, 2024","Enterprise Survey 2010; Enterprise Survey 2016; World Bank Enterprise Survey 2024"
"Malta",2018,"2018, 2024","Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Malta",2024,"2018, 2024","Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Mauritania",2014,"2014","Enterprise Survey 2014"
"Mauritius",2008,"2008, 2011, 2023","Enterprise Survey 2009; Quarterly Survey on Export Oriented Enterprises 2011, Third Quarter; World Bank Enterprise Survey 2023"
"Mauritius",2011,"2008, 2011, 2023","Enterprise Survey 2009; Quarterly Survey on Export Oriented Enterprises 2011, Third Quarter; World Bank Enterprise Survey 2023"
"Mauritius",2023,"2008, 2011, 2023","Enterprise Survey 2009; Quarterly Survey on Export Oriented Enterprises 2011, Third Quarter; World Bank Enterprise Survey 2023"
"Mexico",2006,"2006, 2010, 2023","Enterprise Survey 2006; Enterprise Survey 2010; World Bank Enterprise Survey 2023"
"Mexico",2010,"2006, 2010, 2023","Enterprise Survey 2006; Enterprise Survey 2010; World Bank Enterprise Survey 2023"
"Mexico",2023,"2006, 2010, 2023","Enterprise Survey 2006; Enterprise Survey 2010; World Bank Enterprise Survey 2023"
"Micronesia, Fed. Sts.",2009,"2009","Enterprise Survey 2009"
"Moldova",2002,"2002, 2008, 2012, 2019, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Moldova",2008,"2002, 2008, 2012, 2019, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Moldova",2012,"2002, 2008, 2012, 2019, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Moldova",2019,"2002, 2008, 2012, 2019, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Moldova",2024,"2002, 2008, 2012, 2019, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Mongolia",2008,"2008, 2012, 2019, 2020","Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Mongolia",2012,"2008, 2012, 2019, 2020","Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Mongolia",2019,"2008, 2012, 2019, 2020","Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Mongolia",2020,"2008, 2012, 2019, 2020","Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Montenegro",2008,"2008, 2013, 2019, 2023","Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Montenegro",2013,"2008, 2013, 2019, 2023","Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Montenegro",2019,"2008, 2013, 2019, 2023","Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Montenegro",2023,"2008, 2013, 2019, 2023","Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Morocco",2013,"2013, 2019, 2023","Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Morocco",2019,"2013, 2019, 2023","Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Morocco",2023,"2013, 2019, 2023","Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Mozambique",2018,"2018","Enterprise Survey 2018"
"Myanmar",2014,"2014, 2016","Enterprise Survey 2014; Enterprise Survey 2016"
"Myanmar",2016,"2014, 2016","Enterprise Survey 2014; Enterprise Survey 2016"
"Namibia",2014,"2014, 2024","Enterprise Survey 2014; World Bank Enterprise Survey 2024"
"Namibia",2024,"2014, 2024","Enterprise Survey 2014; World Bank Enterprise Survey 2024"
"Nepal",2007,"2007, 2008, 2009, 2013, 2023","Distributive Trade Survey 2008; Survey of Small Manufacturing Establishments 2008-2009; Micro-Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Nepal",2008,"2007, 2008, 2009, 2013, 2023","Distributive Trade Survey 2008; Survey of Small Manufacturing Establishments 2008-2009; Micro-Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Nepal",2009,"2007, 2008, 2009, 2013, 2023","Distributive Trade Survey 2008; Survey of Small Manufacturing Establishments 2008-2009; Micro-Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Nepal",2013,"2007, 2008, 2009, 2013, 2023","Distributive Trade Survey 2008; Survey of Small Manufacturing Establishments 2008-2009; Micro-Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Nepal",2023,"2007, 2008, 2009, 2013, 2023","Distributive Trade Survey 2008; Survey of Small Manufacturing Establishments 2008-2009; Micro-Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"New Zealand",2023,"2023","World Bank Enterprise Survey 2023"
"Nicaragua",2003,"2003, 2006, 2010, 2016","Enterprise Survey 2003-2006-2010-2016, Panel Data; Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016"
"Nicaragua",2006,"2003, 2006, 2010, 2016","Enterprise Survey 2003-2006-2010-2016, Panel Data; Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016"
"Nicaragua",2010,"2003, 2006, 2010, 2016","Enterprise Survey 2003-2006-2010-2016, Panel Data; Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016"
"Nicaragua",2016,"2003, 2006, 2010, 2016","Enterprise Survey 2003-2006-2010-2016, Panel Data; Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016"
"Niger",2005,"2005, 2009, 2017","Enterprise Survey 2005-2009-2017, Panel Data; Enterprise Survey 2009; Enterprise Survey 2017"
"Niger",2009,"2005, 2009, 2017","Enterprise Survey 2005-2009-2017, Panel Data; Enterprise Survey 2009; Enterprise Survey 2017"
"Niger",2017,"2005, 2009, 2017","Enterprise Survey 2005-2009-2017, Panel Data; Enterprise Survey 2009; Enterprise Survey 2017"
"Nigeria",2007,"2007, 2011, 2014","Crime and Corruption Business Survey 2006, First round; Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016; Enterprise Survey 2014"
"Nigeria",2011,"2007, 2011, 2014","Crime and Corruption Business Survey 2006, First round; Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016; Enterprise Survey 2014"
"Nigeria",2014,"2007, 2011, 2014","Crime and Corruption Business Survey 2006, First round; Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016; Enterprise Survey 2014"
"North Macedonia",2002,"2002, 2008, 2012, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"North Macedonia",2008,"2002, 2008, 2012, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"North Macedonia",2012,"2002, 2008, 2012, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"North Macedonia",2023,"2002, 2008, 2012, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Pakistan",2006,"2006, 2013, 2022","Enterprise Survey 2007; Enterprise Survey 2013; World Bank Enterprise Survey 2022"
"Pakistan",2013,"2006, 2013, 2022","Enterprise Survey 2007; Enterprise Survey 2013; World Bank Enterprise Survey 2022"
"Pakistan",2022,"2006, 2013, 2022","Enterprise Survey 2007; Enterprise Survey 2013; World Bank Enterprise Survey 2022"
"Panama",2006,"2006, 2010","Enterprise Survey 2006; Enterprise Survey 2010"
"Panama",2010,"2006, 2010","Enterprise Survey 2006; Enterprise Survey 2010"
"Papua New Guinea",2024,"2024","World Bank Enterprise Survey 2024"
"Paraguay",2006,"2006, 2010, 2023","Enterprise Survey 2006; Enterprise Survey 2010; World Bank Enterprise Survey 2023"
"Paraguay",2010,"2006, 2010, 2023","Enterprise Survey 2006; Enterprise Survey 2010; World Bank Enterprise Survey 2023"
"Paraguay",2023,"2006, 2010, 2023","Enterprise Survey 2006; Enterprise Survey 2010; World Bank Enterprise Survey 2023"
"Peru",2006,"2006, 2010, 2017, 2023","Enterprise Survey 2006; Enterprise Survey 2010; Encuesta Nacional Continua de Victimización a Empresas 2018; World Bank Enterprise Survey 2023"
"Peru",2010,"2006, 2010, 2017, 2023","Enterprise Survey 2006; Enterprise Survey 2010; Encuesta Nacional Continua de Victimización a Empresas 2018; World Bank Enterprise Survey 2023"
"Peru",2017,"2006, 2010, 2017, 2023","Enterprise Survey 2006; Enterprise Survey 2010; Encuesta Nacional Continua de Victimización a Empresas 2018; World Bank Enterprise Survey 2023"
"Peru",2023,"2006, 2010, 2017, 2023","Enterprise Survey 2006; Enterprise Survey 2010; Encuesta Nacional Continua de Victimización a Empresas 2018; World Bank Enterprise Survey 2023"
"Philippines",1999,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2001,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2002,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2003,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2004,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2006,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2008,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2009,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2013,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2014,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2015,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2023,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Philippines",2024,"1999, 2001, 2002, 2003, 2004, 2006, 2008, 2009, 2013, 2014, 2015, 2023, 2024","Industrial Relations at the Workplace Survey 1999; Occupational Injuries Survey 2000; Occupational Wages Survey 2002; BLES Integrated Survey 2003; BLES Integrated Survey 2003-2004; BLES Integrated Survey 2006; BLES Integrated Survey 2007-2008; Enterprise Survey 2009; Producer Price Survey for Manufacturing 2013; Occupational Wages Survey 2014; Quarterly Survey of Philippine Business and Industry 2015-2016; World Bank Enterprise Survey 2023; World Bank Enterprise Survey Green Economy 2024"
"Poland",2002,"2002, 2008, 2013, 2018, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Poland",2008,"2002, 2008, 2013, 2018, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Poland",2013,"2002, 2008, 2013, 2018, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Poland",2018,"2002, 2008, 2013, 2018, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Poland",2024,"2002, 2008, 2013, 2018, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2024"
"Portugal",2023,"2023","World Bank Enterprise Survey 2023"
"Republic of Cabo Verde",2009,"2009, 2024","Enterprise Survey 2009; World Bank Enterprise Survey 2024"
"Republic of Cabo Verde",2024,"2009, 2024","Enterprise Survey 2009; World Bank Enterprise Survey 2024"
"Romania",2002,"2002, 2008, 2012, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Romania",2008,"2002, 2008, 2012, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Romania",2012,"2002, 2008, 2012, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Romania",2023,"2002, 2008, 2012, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Russian Federation",2002,"2002, 2008, 2011, 2019","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2012; Enterprise Survey 2019"
"Russian Federation",2008,"2002, 2008, 2011, 2019","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2012; Enterprise Survey 2019"
"Russian Federation",2011,"2002, 2008, 2011, 2019","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2012; Enterprise Survey 2019"
"Russian Federation",2019,"2002, 2008, 2011, 2019","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2012; Enterprise Survey 2019"
"Rwanda",2019,"2019, 2023","Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Rwanda",2023,"2019, 2023","Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Samoa",2009,"2009, 2023","Enterprise Survey 2009; World Bank Enterprise Survey 2023"
"Samoa",2023,"2009, 2023","Enterprise Survey 2009; World Bank Enterprise Survey 2023"
"Senegal",2024,"2024","World Bank Enterprise Survey 2024"
"South Africa",2007,"2007","Enterprise Survey 2007"
"South Sudan",2014,"2014, 2024","Enterprise Survey 2014; World Bank Enterprise Survey 2024"
"South Sudan",2024,"2014, 2024","Enterprise Survey 2014; World Bank Enterprise Survey 2024"
"Sri Lanka",1983,"1983, 1984, 1985, 1986, 1987, 1989, 1992, 1993, 1995, 1996, 1997, 1999, 2000, 2002, 2003, 2006, 2007, 2008, 2011","Annual Survey of Industries 1984; Annual Survey of Industries 1985; Annual Survey of Industries 1986; Annual Survey of Industries 1987; Annual Survey of Industries 1988; Annual Employment Survey 1989; Annual Survey of Industries 1992; Annual Survey of Industries 1994; Annual Survey of Industries 1995; Annual Survey of Industries 1996; Annual Survey of Industries 1998; Annual Employment Survey 1999; Annual Survey of Industries 2000; Annual Survey of Industries 2001; Annual Survey of Industries 2003; Annual Employment Survey 2006; Annual Employment Survey 2007; Annual Employment Survey - 2008; Annual Employment Survey - 2011"
"Sri Lanka",1984,"1983, 1984, 1985, 1986, 1987, 1989, 1992, 1993, 1995, 1996, 1997, 1999, 2000, 2002, 2003, 2006, 2007, 2008, 2011","Annual Survey of Industries 1984; Annual Survey of Industries 1985; Annual Survey of Industries 1986; Annual Survey of Industries 1987; Annual Survey of Industries 1988; Annual Employment Survey 1989; Annual Survey of Industries 1992; Annual Survey of Industries 1994; Annual Survey of Industries 1995; Annual Survey of Industries 1996; Annual Survey of Industries 1998; Annual Employment Survey 1999; Annual Survey of Industries 2000; Annual Survey of Industries 2001; Annual Survey of Industries 2003; Annual Employment Survey 2006; Annual Employment Survey 2007; Annual Employment Survey - 2008; Annual Employment Survey - 2011"
"Sri Lanka",1985,"1983, 1984, 1985, 1986, 1987, 1989, 1992, 1993, 1995, 1996, 1997, 1999, 2000, 2002, 2003, 2006, 2007, 2008, 2011","Annual Survey of Industries 1984; Annual Survey of Industries 1985; Annual Survey of Industries 1986; Annual Survey of Industries 1987; Annual Survey of Industries 1988; Annual Employment Survey 1989; Annual Survey of Industries 1992; Annual Survey of Industries 1994; Annual Survey of Industries 1995; Annual Survey of Industries 1996; Annual Survey of Industries 1998; Annual Employment Survey 1999; Annual Survey of Industries 2000; Annual Survey of Industries 2001; Annual Survey of Industries 2003; Annual Employment Survey 2006; Annual Employment Survey 2007; Annual Employment Survey - 2008; Annual Employment Survey - 2011"
"Sri Lanka",1986,"1983, 1984, 1985, 1986, 1987, 1989, 1992, 1993, 1995, 1996, 1997, 1999, 2000, 2002, 2003, 2006, 2007, 2008, 2011","Annual Survey of Industries 1984; Annual Survey of Industries 1985; Annual Survey of Industries 1986; Annual Survey of Industries 1987; Annual Survey of Industries 1988; Annual Employment Survey 1989; Annual Survey of Industries 1992; Annual Survey of Industries 1994; Annual Survey of Industries 1995; Annual Survey of Industries 1996; Annual Survey of Industries 1998; Annual Employment Survey 1999; Annual Survey of Industries 2000; Annual Survey of Industries 2001; Annual Survey of Industries 2003; Annual Employment Survey 2006; Annual Employment Survey 2007; Annual Employment Survey - 2008; Annual Employment Survey - 2011"
"Sri Lanka",1987,"1983, 1984, 1985, 1986, 1987, 1989, 1992, 1993, 1995, 1996, 1997, 1999, 2000, 2002, 2003, 2006, 2007, 2008, 2011","Annual Survey of Industries 1984; Annual Survey of Industries 1985; Annual Survey of Industries 1986; Annual Survey of Industries 1987; Annual Survey of Industries 1988; Annual Employment Survey 1989; Annual Survey of Industries 1992; Annual Survey of Industries 1994; Annual Survey of Industries 1995; Annual Survey of Industries 1996; Annual Survey of Industries 1998; Annual Employment Survey 1999; Annual Survey of Industries 2000; Annual Survey of Industries 2001; Annual Survey of Industries 2003; Annual Employment Survey 2006; Annual Employment Survey 2007; Annual Employment Survey - 2008; Annual Employment Survey - 2011"
