"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D3.13.CLMT","SPI.D3.NA","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"Northern Mariana Islands","MNP",2021,40,NA,16.037499999999998,NA,NA,NA,0.4,0,NA,NA,0.13883333333333334,0.14716666666666667,0.3,0.125,NA,NA,1,NA,1,NA,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.143,0.2,0.04,0,0.2,0.25,0.333,0,0.1,0.25,0.2,0,0.6,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,"High income","East Asia & Pacific",1,46979
"Puerto Rico (US)","PRI",2021,50,NA,35.381249999999994,NA,NA,NA,0.5,0,NA,NA,0.251,0.45283333333333337,0.3,0.41900000000000004,NA,NA,1,NA,1,NA,1,0,0,1,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,0.286,0.4,0.12,0.2,0,0.5,0.667,0.375,0.3,0.375,0.2,0.8,0.6,0.4,0.438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"High income","Latin America & Caribbean",1,3262711
"San Marino","SMR",2021,50,57.99999999999999,38.08125,NA,55.00000000000001,NA,0.5,0.5,0.24,1,0.3443333333333333,0.4055,0.278,0.519,NA,NA,1,0.28,-99,0.55,-99,0,0,1,1,0.5,0.5,0.238,0.486,0.162,0.314,0,0.24,1,0.286,0.4,0.28,0.4,0.2,0.5,0.333,0.5,0.3,0.5,0.4,0.4,0.556,0.6,0.438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.28,NA,0.5,0,0.5,0,1,1,1,0.5,1,0,NA,"High income","Europe & Central Asia",1,34252
"Sint Maarten (Dutch part)","SXM",2021,30,NA,19.693749999999998,NA,NA,NA,0.3,0,NA,NA,0.10433333333333333,0.2791666666666667,0.3,0.125,NA,NA,1,NA,-99,NA,-99,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,0.286,0.3,0.04,0,0,0,0.5,0.25,0.2,0.125,0.2,0.4,0.6,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Latin America & Caribbean",1,41571
"St. Martin (French part)","MAF",2021,40,NA,13.56875,NA,NA,NA,0.4,0,NA,NA,0.1085,0.14300000000000002,0.3,0.031,NA,NA,1,NA,-99,NA,-99,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.286,0.2,0.04,0,0,0.125,0.333,0,0,0.125,0.2,0.2,0.6,0,0.062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Latin America & Caribbean",1,29961
"Turks and Caicos Islands","TCA",2021,50,NA,31.468750000000007,NA,NA,NA,0.5,0,NA,NA,0.3051666666666667,0.3486666666666667,0.3,0.256,NA,NA,1,NA,-99,NA,-99,0,1,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,0.286,0.3,0.12,0.8,0.2,0.125,0.667,0.25,0.2,0.375,0.2,0.4,0.6,0.2,0.312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Latin America & Caribbean",1,45243
"Tuvalu","TUV",2021,50,NA,60.83749999999999,NA,10,NA,0.5,0.5,NA,1,0.6198333333333333,0.5865,0.667,0.581,0.6666666666666666,0.066,0,NA,-99,0.1,-99,0,1,0,1,0.5,0.5,NA,NA,NA,NA,NA,NA,1,0.714,0.5,0.48,0.8,0.6,0.625,0.944,0.375,0.3,0.5,0.8,0.6,0.667,0.6,0.562,0.667,NA,1,1,0,0,0,0,0.33,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,"Upper middle income","East Asia & Pacific",1,10194
"Virgin Islands (U.S.)","VIR",2021,40,NA,18.975,NA,NA,NA,0.4,0,NA,NA,0.12266666666666666,0.24166666666666667,0.3,0.125,NA,NA,1,NA,-99,NA,-99,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.286,0.2,0,0,0,0.25,0.5,0,0.1,0.25,0.2,0.4,0.6,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Latin America & Caribbean",1,105870
"Finland","FIN",2020,100,95.69999999999999,79.2375,79.01666666666667,100,90.79083333333332,1,1,0.871,1,0.7645,0.7836666666666666,1,0.6945,0.6666666666666666,0.934,1,0.56,1,1,1,1,1,1,1,1,1,0.933,0.967,0.6859999999999999,0.852,0.919,0.871,1,1,0.636,0.857,0.636,0.625,0.833,0.8,0.692,0.889,0.714,0.857,0.75,1,0.667,0.722,1,NA,1,1,0,1,1,1,0.67,1,1,0.56,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,5529543
"Norway","NOR",2020,100,94.29999999999998,79.10000000000001,78.94166666666666,100,90.46833333333333,1,1,0.8290000000000001,1,0.7543333333333333,0.7993333333333333,1,0.667,0.6666666666666666,1,1,0.491,1,1,1,1,1,1,1,1,1,0.983,1,0.81,0.85,0.5,0.8290000000000001,1,1,0.7,0.857,0.636,0.5,0.833,0.8,0.643,0.889,0.714,1,0.75,1,0.556,0.778,1,NA,1,1,0,1,1,1,1,1,1,0.491,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,5379475
"Sweden","SWE",2020,100,96.43333333333332,78.84375,76.01666666666667,100,90.25875,1,1,0.893,1,0.7358333333333333,0.8203333333333334,1,0.639,0.6666666666666666,0.934,1,0.44,1,1,1,1,1,1,1,1,1,0.95,0.933,0.85,0.867,0.867,0.893,1,1,0.727,0.81,0.545,0.5,0.833,0.8,0.769,0.889,0.714,1,0.75,1,0.556,0.722,1,NA,1,1,0,1,1,1,0.67,1,1,0.44,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,10353442
"Poland","POL",2020,100,96.26666666666665,71.74375,81.49166666666666,100,89.90041666666669,1,1,0.888,1,0.696,0.7263333333333334,0.75,0.7225,0.6666666666666666,1,1,0.593,1,1,1,1,1,1,1,1,1,1,1,0.726,0.7120000000000001,1,0.888,1,0.714,0.636,0.857,0.636,0.5,0.833,0.8,0.538,0.889,0.714,0.667,0.75,1,0.778,0.667,0.5,NA,1,1,0,1,1,1,1,1,1,0.593,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,37515748
"Slovenia","SVN",2020,100,95.89999999999999,78.99374999999999,74.04166666666667,100,89.78708333333334,1,1,0.877,1,0.7358333333333333,0.7965,1,0.7225,0.6666666666666666,0.934,1,0.361,1,1,1,1,1,1,1,1,1,0.95,0.983,0.705,0.8140000000000001,0.933,0.877,1,1,0.636,0.81,0.636,0.5,0.833,0.8,0.769,0.889,0.571,1,0.75,1,0.778,0.667,1,NA,1,1,0,1,1,1,0.67,1,1,0.361,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,2102419
"Denmark","DNK",2020,100,97.66666666666666,70.0125,79.61666666666667,100,89.45916666666666,1,1,0.93,1,0.6873333333333334,0.7281666666666666,0.6875,0.667,0.6666666666666666,0.934,1,0.584,1,1,1,1,1,1,1,1,1,0.967,0.967,0.7859999999999999,0.967,0.967,0.93,1,0.571,0.727,0.857,0.636,0.5,0.833,0.8,0.692,0.889,0.571,0.667,0.75,0.875,0.667,0.667,0.5,NA,1,1,0,1,1,1,0.67,1,1,0.584,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,5831404
"Ireland","IRL",2020,100,96.8,74.93124999999999,71.79166666666667,100,88.70458333333333,1,1,0.904,1,0.7048333333333333,0.747,1,0.639,0.6666666666666666,0.934,1,0.271,1,1,1,1,1,1,1,1,1,0.967,0.967,0.9,0.721,0.967,0.904,1,0.857,0.727,0.857,0.455,0.5,0.833,0.8,0.615,0.889,0.714,0.714,0.75,1,0.556,0.722,1,NA,1,1,0,1,1,1,0.67,1,1,0.271,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,5039747
"Italy","ITA",2020,100,92.16666666666666,77.7,73.21666666666667,100,88.61666666666667,1,1,0.765,1,0.7198333333333333,0.7965,1,0.667,0.6666666666666666,1,1,0.262,1,1,1,1,1,1,1,1,1,0.91,0.7190000000000001,0.64,0.6709999999999999,0.8859999999999999,0.765,1,0.857,0.636,0.857,0.636,0.5,0.833,0.8,0.769,0.889,0.857,0.714,0.75,1,0.667,0.667,1,NA,1,1,0,1,1,1,1,1,1,0.262,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,59438851
"Austria","AUT",2020,100,92.03333333333332,79.4125,70.81666666666668,100,88.4525,1,1,0.7609999999999999,1,0.7563333333333333,0.7965,1,0.6945,0.6666666666666666,0.934,1,0.232,1,1,1,1,1,1,1,1,1,0.967,0.967,0.619,0.7929999999999999,0.46,0.7609999999999999,1,1,0.636,0.857,0.545,0.5,1,0.8,0.769,0.889,0.714,0.857,0.75,1,0.667,0.722,1,NA,1,1,0,1,1,1,0.67,1,1,0.232,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,8916864
"Costa Rica","CRI",2020,100,87.03333333333332,86.38125,71.56666666666666,95,87.99625,1,1,0.611,1,0.8673333333333333,0.8528333333333333,1,0.75,0.6666666666666666,0.934,1,0.262,1,0.95,1,1,1,1,1,1,1,0.8690000000000001,0.812,0.271,0.467,0.638,0.611,1,1,0.9,0.952,0.727,0.625,1,1,0.923,0.778,0.833,0.833,0.75,1,0.667,0.833,1,NA,1,1,0,1,1,1,0.67,1,1,0.262,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","Latin America & Caribbean",1,5034320
"Spain","ESP",2020,100,91.23333333333332,73.19375000000001,75.24166666666666,100,87.93374999999999,1,1,0.737,1,0.7111666666666666,0.7776666666666667,0.75,0.639,0.6666666666666666,1,1,0.34299999999999997,1,1,1,1,1,1,1,1,1,0.85,1,0.59,0.745,0.5,0.737,1,0.714,0.636,0.857,0.727,0.5,0.833,0.8,0.846,0.889,0.714,0.667,0.75,1,0.556,0.722,0.5,NA,1,1,0,1,1,1,1,1,1,0.34299999999999997,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,47359424
"Czechia","CZE",2020,100,89.6,77.11875,77.74166666666666,95,87.89208333333333,1,1,0.688,1,0.673,0.8093333333333333,1,0.7225,0.6666666666666666,0.934,1,0.509,1,0.95,1,1,1,1,1,1,1,0.933,0.983,0.455,0.5670000000000001,0.5,0.688,1,1,0.636,0.857,0.545,0.5,0.5,0.8,0.846,0.889,0.714,0.857,0.75,1,0.778,0.667,1,NA,1,1,0,1,1,1,0.67,1,1,0.509,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,10697858
"Germany","DEU",2020,100,95.33333333333331,71.63125,77.06666666666666,95,87.80624999999999,1,1,0.86,1,0.6968333333333333,0.7318333333333333,0.75,0.6945,0.6666666666666666,1,1,0.416,1,0.95,1,1,1,1,1,1,1,1,1,0.802,0.524,0.976,0.86,1,0.571,0.909,0.857,0.636,0.375,0.833,0.8,0.571,0.889,0.714,0.667,0.75,1,0.667,0.722,0.5,NA,1,1,0,1,1,1,1,1,1,0.416,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,83160871
"Japan","JPN",2020,100,89.83333333333331,76.82500000000002,77.14166666666667,95,87.75999999999999,1,1,0.695,1,0.7018333333333333,0.7726666666666666,1,0.7225,0.6666666666666666,1,1,0.419,1,0.95,1,1,1,1,1,1,1,1,0.56,0.445,0.517,0.952,0.695,1,0.714,0.818,0.857,0.364,0.625,0.833,0.8,0.769,0.889,0.714,0.714,0.75,1,0.667,0.778,1,NA,1,1,0,1,1,1,1,1,1,0.419,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","East Asia & Pacific",1,126261000
"France","FRA",2020,100,88.76666666666667,78.375,70.59166666666667,100,87.54666666666667,1,1,0.6629999999999999,1,0.7588333333333334,0.7755,1,0.667,0.6666666666666666,0.934,1,0.223,1,1,1,1,1,1,1,1,1,0.71,0.598,0.471,0.7020000000000001,0.833,0.6629999999999999,1,1,0.727,0.857,0.636,0.5,0.833,0.8,0.643,0.889,0.714,0.857,0.75,1,0.667,0.667,1,NA,1,1,0,1,1,1,0.67,1,1,0.223,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,67601110
"Canada","CAN",2020,100,93.06666666666665,67.10000000000001,82.01666666666667,95,87.43666666666667,1,1,0.792,1,0.6295,0.669,0.75,0.7225,0.6666666666666666,1,1,0.614,1,0.95,1,1,1,1,1,1,1,0.9,1,0.7829999999999999,0.81,0.467,0.792,1,0.714,0.8,0.857,0.364,0.375,0.667,0.8,0.615,0.778,0.571,0.5,0.75,1,0.667,0.778,0.5,NA,1,1,0,1,1,1,1,1,1,0.614,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","North America",1,38028638
"Switzerland","CHE",2020,100,90.43333333333332,79.07499999999999,77.59166666666665,90,87.42000000000002,1,1,0.713,1,0.7601666666666667,0.7836666666666666,1,0.6945,0.6666666666666666,1,1,0.43700000000000006,1,0.9,1,1,1,1,1,1,1,0.983,1,0.583,1,0,0.713,1,0.857,0.8,0.81,0.636,0.625,0.833,0.8,0.692,0.889,0.714,0.857,0.75,1,0.667,0.722,1,NA,1,1,0,1,1,1,1,1,1,0.43700000000000006,1,1,1,1,1,1,1,1,1,0,1,1,"High income","Europe & Central Asia",1,8638167
"Portugal","PRT",2020,100,91.89999999999998,73.63125000000001,70.21666666666667,100,87.14958333333334,1,1,0.757,1,0.7263333333333333,0.7648333333333334,0.75,0.667,0.6666666666666666,0.934,1,0.208,1,1,1,1,1,1,1,1,1,0.9,0.805,0.7290000000000001,0.852,0.498,0.757,1,0.714,0.818,0.857,0.636,0.5,0.833,0.8,0.769,0.889,0.714,0.667,0.75,1,0.667,0.667,0.5,NA,1,1,0,1,1,1,0.67,1,1,0.208,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,10297081
"United States","USA",2020,100,92.69999999999999,70.02499999999999,76.76666666666667,95,86.89833333333333,1,1,0.7809999999999999,1,0.6923333333333334,0.6193333333333333,1,0.667,0.6666666666666666,1,1,0.404,1,0.95,1,1,1,1,1,1,1,0.883,0.933,0.7170000000000001,0.555,0.8190000000000001,0.7809999999999999,1,0.857,0.818,0.857,0.455,0.5,0.667,0.8,0.571,0.667,0.714,0.714,0.25,1,0.667,0.667,1,NA,1,1,0,1,1,1,1,1,1,0.404,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","North America",1,331577720
"Estonia","EST",2020,100,91.83333333333333,70.60625,70.29166666666666,100,86.54625,1,1,0.755,1,0.7198333333333333,0.7231666666666666,0.625,0.6945,0.6666666666666666,0.934,1,0.211,1,1,1,1,1,1,1,1,1,0.967,0.967,0.8759999999999999,0.967,0,0.755,1,0.857,0.636,0.857,0.636,0.5,0.833,0.8,0.615,0.889,0.571,0.714,0.75,0.75,0.778,0.611,0.5,NA,1,1,0,1,1,1,0.67,1,1,0.211,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,1329522
"Korea, Rep.","KOR",2020,100,92.83333333333333,79.13125000000001,75.54166666666666,85,86.50125000000001,1,1,0.785,1,0.7558333333333334,0.8266666666666667,1,0.583,0.6666666666666666,1,1,0.355,1,0.85,1,1,1,1,1,1,1,0.883,0.9,0.7929999999999999,0.45,0.9,0.785,1,0.857,0.818,0.857,0.545,0.625,0.833,1,0.643,0.889,0.714,0.714,1,1,0.444,0.722,1,NA,1,1,0,1,1,1,1,1,1,0.355,1,1,1,1,0.5,1,1,0,1,1,1,1,"High income","East Asia & Pacific",1,51836239
"Georgia","GEO",2020,100,91.23333333333332,85.43125,70.81666666666668,85,86.49625,1,1,0.737,1,0.8803333333333333,0.7866666666666666,1,0.8335,0.6666666666666666,0.934,1,0.232,1,0.85,-99,1,1,1,1,1,1,0.767,0.8859999999999999,0.645,0.579,0.807,0.737,1,1,0.9,0.905,0.727,0.75,1,1,0.692,0.778,0.667,0.833,0.75,1,0.889,0.778,1,NA,1,1,0,1,1,1,0.67,1,1,0.232,1,1,1,1,0.5,1,1,0.5,0.5,1,1,NA,"Upper middle income","Europe & Central Asia",1,3722716
"Mexico","MEX",2020,100,93.33333333333333,87.34375,75.97500000000001,75,86.33041666666668,1,1,0.8,1,0.9273333333333333,0.8276666666666667,1,0.7225,0.5,0.934,1,0.605,1,0.75,1,1,1,1,1,1,1,0.933,0.9,0.669,0.638,0.862,0.8,1,1,1,0.905,0.909,0.75,1,1,0.923,0.889,0.571,0.833,0.75,1,0.667,0.778,1,NA,1,0.5,0,1,1,1,0.67,1,1,0.605,1,1,0.5,1,0.5,1,1,0.5,0,1,1,1,"Upper middle income","Latin America & Caribbean",1,126799054
"Slovak Republic","SVK",2020,90,96.16666666666667,72.29375,72.84166666666667,100,86.26041666666669,0.9,1,0.885,1,0.696,0.741,0.75,0.7225,0.6666666666666666,0.934,1,0.313,1,1,1,1,1,1,0.5,1,1,1,1,0.867,0.574,0.983,0.885,1,0.714,0.636,0.857,0.636,0.5,0.833,0.8,0.769,0.889,0.667,0.571,0.75,1,0.778,0.667,0.5,NA,1,1,0,1,1,1,0.67,1,1,0.313,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,5458827
"Hungary","HUN",2020,100,89.03333333333332,67.39375,74.04166666666667,100,86.09374999999999,1,1,0.6709999999999999,1,0.6915,0.726,0.4445,0.6945,0.6666666666666666,0.934,1,0.361,1,1,1,1,1,1,1,1,1,0.95,0.902,0.621,0.86,0.024,0.6709999999999999,1,0.429,0.636,0.857,0.727,0.5,1,0.8,0.846,0.889,0.571,0.5,0.75,0.889,0.778,0.611,0,NA,1,1,0,1,1,1,0.67,1,1,0.361,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,9670419
"Greece","GRC",2020,100,88.19999999999999,67.14375,74.41666666666666,100,85.95208333333333,1,1,0.6459999999999999,1,0.657,0.726,0.5,0.7225,0.6666666666666666,0.934,1,0.376,1,1,1,1,1,1,1,1,1,0.66,0.607,0.319,0.69,0.952,0.6459999999999999,1,0.571,0.636,0.857,0.545,0.5,0.833,0.8,0.846,0.889,0.571,0.5,0.75,1,0.778,0.667,0,NA,1,1,0,1,1,1,0.67,1,1,0.376,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,10698599
"Lithuania","LTU",2020,90,92.33333333333333,70.55624999999999,72.54166666666667,100,85.08625,0.9,1,0.77,1,0.7295,0.7121666666666666,0.625,0.6945,0.6666666666666666,0.934,1,0.301,1,1,1,1,1,1,0.5,1,1,1,1,0.802,1,0.048,0.77,1,0.714,0.636,0.857,0.545,0.625,1,0.8,0.692,0.889,0.571,0.571,0.75,0.75,0.778,0.611,0.5,NA,1,1,0,1,1,1,0.67,1,1,0.301,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,2810369
"Netherlands","NLD",2020,80,97.09999999999998,73.89375000000001,73.59166666666667,100,84.91708333333334,0.8,1,0.913,1,0.752,0.7855,0.6875,0.6115,0.6666666666666666,0.866,1,0.411,1,1,1,1,0,1,1,1,1,0.933,0.933,0.833,0.933,0.933,0.913,1,0.714,0.727,0.81,0.636,0.625,1,0.8,0.846,0.889,0.857,0.571,0.75,0.875,0.556,0.667,0.5,NA,1,1,0,1,0.33,1,1,1,1,0.411,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,17441500
"Romania","ROU",2020,100,91.06666666666665,69.28125,71.94166666666666,90,84.45791666666668,1,1,0.732,1,0.6553333333333333,0.6643333333333333,0.889,0.6945,0.6666666666666666,0.868,1,0.34299999999999997,1,0.9,1,1,1,1,1,1,1,0.867,0.867,0.767,0.7290000000000001,0.433,0.732,1,1,0.5,0.81,0.455,0.5,0.667,0.8,0.615,0.667,0.571,0.833,0.5,0.778,0.778,0.611,1,NA,1,1,0,1,0.67,1,0.67,1,1,0.34299999999999997,1,1,1,1,1,1,1,1,1,1,0,1,"High income","Europe & Central Asia",1,19265250
"Latvia","LVA",2020,100,87.86666666666667,64.8375,67.64166666666667,100,84.06916666666666,1,1,0.636,1,0.7025,0.6885,0.375,0.639,0.6666666666666666,0.934,1,0.105,1,1,1,1,1,1,1,1,1,0.821,0.838,0.764,0.755,0,0.636,1,0.571,0.727,0.857,0.727,0.5,0.833,0.8,0.692,0.889,0.571,0.429,0.75,0.75,0.667,0.611,0,NA,1,1,0,1,1,1,0.67,1,1,0.105,1,1,1,1,1,1,1,1,1,1,1,1,"High income","Europe & Central Asia",1,1900449
"Australia","AUS",2020,80,89.76666666666667,74.90625000000001,73.96666666666665,100,83.72791666666669,0.8,1,0.693,1,0.72,0.7033333333333334,1,0.7225,0.6666666666666666,1,1,0.292,1,1,1,1,1,1,0,1,1,0.9,0.35,0.481,0.802,0.933,0.693,1,0.857,0.818,0.857,0.455,0.5,0.833,0.8,0.714,0.778,0.714,0.714,0.5,1,0.667,0.778,1,NA,1,1,0,1,1,1,1,1,1,0.292,1,1,1,1,1,1,1,1,1,1,1,1,"High income","East Asia & Pacific",1,25649248
"New Zealand","NZL",2020,100,93.63333333333333,71.43125,68.29166666666666,85,83.67125000000001,1,1,0.809,1,0.6641666666666667,0.6758333333333333,1,0.6945,0.6666666666666666,0.866,1,0.199,1,0.85,1,1,1,1,1,1,1,0.917,0.95,0.71,0.5670000000000001,0.9,0.809,1,0.714,0.8,0.857,0.364,0.25,1,0.8,0.692,0.778,0.571,0.714,0.5,1,0.667,0.722,1,NA,1,1,0,1,1,1,0.33,1,1,0.199,1,1,1,1,0.5,1,1,0,1,1,1,1,"High income","East Asia & Pacific",1,5090200
"Belarus","BLR",2020,100,85.3,71.75625,66.19166666666668,95,83.64958333333334,1,1,0.5589999999999999,1,0.7538333333333334,0.6711666666666667,0.6875,0.778,0.6666666666666666,0.668,1,0.313,1,0.95,1,1,1,1,1,1,1,0.762,0.943,0.483,0.607,0,0.5589999999999999,1,0.714,0.6,0.857,0.727,0.625,1,0.8,0.643,0.667,0.667,0.5,0.75,0.875,0.778,0.778,0.5,NA,1,1,0,1,0,1,0.67,0.67,1,0.313,1,1,1,1,1,1,1,0.5,1,1,1,1,"Upper middle income","Europe & Central Asia",1,9379952
"United Kingdom","GBR",2020,100,87.33333333333333,76.125,64.29166666666667,90,83.55000000000001,1,1,0.62,1,0.748,0.7635,1,0.5555,0.6666666666666666,0.8,1,0.105,1,0.9,1,1,1,1,1,1,1,0.7859999999999999,0.4479999999999999,0.393,0.6859999999999999,0.7859999999999999,0.62,1,0.857,0.818,0.81,0.545,0.625,0.833,0.8,0.714,0.889,0.714,0.714,0.75,1,0.444,0.667,1,NA,1,1,0,1,0.67,1,0.33,1,1,0.105,1,1,1,1,1,1,1,1,1,0,1,1,"High income","Europe & Central Asia",1,66744000
"Bulgaria","BGR",2020,100,91.06666666666665,63.53125000000001,72.31666666666666,90,83.38291666666667,1,1,0.732,1,0.6101666666666666,0.5746666666666667,0.889,0.639,0.6666666666666666,0.934,1,0.292,1,0.9,1,1,1,1,1,1,1,0.883,0.812,0.738,0.745,0.483,0.732,1,0.857,0.545,0.762,0.455,0.375,0.667,0.6,0.538,0.667,0.429,0.714,0.5,0.778,0.667,0.611,1,NA,1,1,0,1,1,1,0.67,1,1,0.292,1,1,1,1,1,1,1,1,1,1,0,1,"High income","Europe & Central Asia",1,6550696
"Mongolia","MNG",2020,100,96.89999999999999,84.78125,74.24166666666667,60,83.18458333333332,1,1,0.907,1,0.894,0.765,1,0.8055,0.6666666666666666,0.866,1,0.43700000000000006,1,0.6,1,1,1,1,1,1,1,1,1,0.867,0.736,0.933,0.907,1,0.857,0.909,0.905,0.818,0.875,1,1,0.769,0.667,0.571,0.833,0.75,1,0.889,0.722,1,NA,1,1,0,1,0.33,1,1,1,1,0.43700000000000006,1,1,0.5,0.5,0.5,1,1,0.5,0,1,0,1,"Upper middle income","East Asia & Pacific",1,3327204
"Armenia","ARM",2020,100,84.89999999999999,83.89999999999999,60.891666666666666,85,82.93833333333335,1,1,0.547,1,0.8451666666666666,0.781,1,0.8335,0.6666666666666666,0.6,1,0.16899999999999998,1,0.85,1,1,1,1,1,1,1,0.66,0.8809999999999999,0.5479999999999999,0.645,0,0.547,1,1,0.9,0.952,0.636,0.75,0.833,1,0.769,0.667,0.667,0.833,0.75,1,0.889,0.778,1,NA,1,1,0,1,0,1,0.67,0.33,1,0.16899999999999998,1,1,1,1,0.5,1,1,0.5,0.5,1,1,1,"Upper middle income","Europe & Central Asia",1,2961500
"Chile","CHL",2020,100,77.66666666666666,80.74375,59.8,95,82.64208333333333,1,1,0.33,1,0.7866666666666666,0.8386666666666667,1,0.5835,0.5,0.6,1,0.292,1,0.95,1,1,1,1,1,1,1,0.27899999999999997,0.743,0.221,0.405,0,0.33,1,1,0.818,0.857,0.545,0.5,1,1,0.846,0.889,0.714,0.833,0.75,1,0.556,0.611,1,NA,1,0.5,0,1,0,1,0,1,1,0.292,1,1,1,1,0.5,1,1,1,1,1,1,1,"High income","Latin America & Caribbean",1,19370624
