country,iso3c,date,SPI.INDEX.PIL4,SPI.INDEX.PIL5
New Zealand,NZL,2016,65.84166667,75
Norway,NOR,2016,75.41666667,90
Kyrgyz Republic,KGZ,2016,51.48333333,85
Lithuania,LTU,2016,79.76666667,100
Netherlands,NLD,2016,65.79166667,100
Czech Republic,CZE,2016,78.49166667,90
Denmark,DNK,2016,71.09166667,100
Thailand,THA,2016,60.775,70
"Korea, Rep.",KOR,2016,75.79166667,80
South Africa,ZAF,2016,68.74166667,65
"Egypt, Arab Rep.",EGY,2016,62.34166667,60
Mauritius,MUS,2016,65.55,70
Japan,JPN,2016,74.875,90
Bulgaria,BGR,2016,73.21666667,85
Belgium,BEL,2016,66.21666667,95
Israel,ISR,2016,44.30833333,95
Georgia,GEO,2016,54.30833333,75
Malta,MLT,2016,70.81666667,70
Philippines,PHL,2016,82.95,35
Brazil,BRA,2016,64.29166667,55
Costa Rica,CRI,2016,64.06666667,50
Russian Federation,RUS,2016,63.89166667,75
Colombia,COL,2016,46.89166667,50
Cyprus,CYP,2016,73.73333333,80
Moldova,MDA,2016,56.71666667,85
Sri Lanka,LKA,2016,67.8,35
Kazakhstan,KAZ,2016,67.74166667,70
Ecuador,ECU,2016,45.84166667,50
Iceland,ISL,2016,62.89166667,100
Serbia,SRB,2016,60.19166667,65
Luxembourg,LUX,2016,60.51666667,100
Indonesia,IDN,2016,43.34166667,55
Mongolia,MNG,2016,66.19166667,45
India,IND,2016,57.35,50
Ukraine,UKR,2016,53.19166667,70
Croatia,HRV,2016,67.31666667,75
Uruguay,URY,2016,68.5,25
El Salvador,SLV,2016,52.61666667,40
Belarus,BLR,2016,46.60833333,80
Uganda,UGA,2016,44.925,65
Peru,PER,2016,54.4,30
Albania,ALB,2016,58.29166667,80
Singapore,SGP,2016,50.03333333,75
Malaysia,MYS,2016,58.46666667,45
North Macedonia,MKD,2016,59.25,45
Tanzania,TZA,2016,45.96666667,55
Tunisia,TUN,2016,51.98333333,20
Argentina,ARG,2016,66.86666667,35
Vietnam,VNM,2016,74.7,25
Dominican Republic,DOM,2016,26.48333333,60
Rwanda,RWA,2016,48.35,40
Guatemala,GTM,2016,60.825,25
Jordan,JOR,2016,48.8,20
Honduras,HND,2016,45.38333333,40
Morocco,MAR,2016,32.575,30
Bolivia,BOL,2016,55.06666667,15
Montenegro,MNE,2016,60.06666667,30
Ghana,GHA,2016,32.75,45
Bangladesh,BGD,2016,50.44166667,35
Cambodia,KHM,2016,50.375,40
Pakistan,PAK,2016,38.45,35
Kenya,KEN,2016,35.94166667,45
Bosnia and Herzegovina,BIH,2016,48.33333333,65
Fiji,FJI,2016,51.84166667,30
Zambia,ZMB,2016,34.88333333,40
Paraguay,PRY,2016,45.1,45
Malawi,MWI,2016,40.34166667,20
Azerbaijan,AZE,2016,55.44166667,60
China,CHN,2016,32.34166667,45
Niger,NER,2016,32.9,25
Senegal,SEN,2016,36.81666667,30
Cameroon,CMR,2016,33.175,35
Samoa,WSM,2016,27.84166667,45
Cabo Verde,CPV,2016,53.86666667,25
Nigeria,NGA,2016,39.16666667,40
Togo,TGO,2016,30.39166667,25
St. Lucia,LCA,2016,55.99166667,25
United Arab Emirates,ARE,2016,51.11666667,55
Ethiopia,ETH,2016,38.40833333,15
Jamaica,JAM,2016,60.19166667,45
Kuwait,KWT,2016,60.3,30
Cote d'Ivoire,CIV,2016,33.24166667,15
Tajikistan,TJK,2016,42.44166667,50
Burundi,BDI,2016,22.70833333,35
Mozambique,MOZ,2016,29.56666667,35
Panama,PAN,2016,62.44166667,25
Qatar,QAT,2016,60.56666667,30
Maldives,MDV,2016,51.33333333,35
Namibia,NAM,2016,33.44166667,30
Nepal,NPL,2016,41.575,25
Burkina Faso,BFA,2016,42.76666667,25
Lesotho,LSO,2016,36.49166667,35
Oman,OMN,2016,49.25,35
Mali,MLI,2016,37.53333333,15
Belize,BLZ,2016,62.69166667,30
Bhutan,BTN,2016,35.375,20
Saudi Arabia,SAU,2016,69.675,30
Sao Tome and Principe,STP,2016,48.31666667,30
Benin,BEN,2016,36.36666667,20
Botswana,BWA,2016,47.21666667,30
"Iran, Islamic Rep.",IRN,2016,58.74166667,30
"Venezuela, RB",VEN,2016,43.96666667,25
Nicaragua,NIC,2016,26.275,30
Sierra Leone,SLE,2016,20.34166667,25
Bahrain,BHR,2016,39.78333333,40
Lao PDR,LAO,2016,42.10833333,10
Liberia,LBR,2016,35.09166667,25
Angola,AGO,2016,30.56666667,40
Myanmar,MMR,2016,36.61666667,30
"Congo, Rep.",COG,2016,32.26666667,30
Zimbabwe,ZWE,2016,39.74166667,35
"Gambia, The",GMB,2016,29.96666667,25
Eswatini,SWZ,2016,18.33333333,35
Algeria,DZA,2016,49.89166667,25
"Bahamas, The",BHS,2016,24.73333333,35
Guinea,GIN,2016,21.40833333,5
Madagascar,MDG,2016,13.35,30
Uzbekistan,UZB,2016,31.225,40
Iraq,IRQ,2016,28.275,40
"Yemen, Rep.",YEM,2016,23.71666667,30
Vanuatu,VUT,2016,30.09166667,20
Afghanistan,AFG,2016,19.575,35
Mauritania,MRT,2016,21.88333333,30
Trinidad and Tobago,TTO,2016,44.98333333,30
Haiti,HTI,2016,19.2,20
Suriname,SUR,2016,48.31666667,45
Guyana,GUY,2016,16.73333333,35
Sudan,SDN,2016,33.19166667,15
St. Vincent and the Grenadines,VCT,2016,41.78333333,40
Solomon Islands,SLB,2016,22.48333333,25
Lebanon,LBN,2016,48.65833333,15
Guinea-Bissau,GNB,2016,16.20833333,10
South Sudan,SSD,2016,20.18333333,25
Chad,TCD,2016,20.90833333,15
Papua New Guinea,PNG,2016,20.30833333,15
Djibouti,DJI,2016,25.26666667,5
Libya,LBY,2016,22.44166667,20
Gabon,GAB,2016,15.03333333,20
Kiribati,KIR,2016,16.20833333,20
"Micronesia, Fed. Sts.",FSM,2016,20.35833333,15
Turkmenistan,TKM,2016,17.10833333,5
Marshall Islands,MHL,2016,11.55833333,0
American Samoa,ASM,2016,NA,NA
Andorra,AND,2016,NA,NA
Antigua and Barbuda,ATG,2016,NA,25
Aruba,ABW,2016,NA,NA
Barbados,BRB,2016,NA,25
Bermuda,BMU,2016,NA,NA
British Virgin Islands,VGB,2016,NA,NA
Brunei Darussalam,BRN,2016,NA,30
Cayman Islands,CYM,2016,NA,NA
Central African Republic,CAF,2016,NA,15
Channel Islands,CHI,2016,NA,NA
Comoros,COM,2016,NA,20
"Congo, Dem. Rep.",COD,2016,NA,NA
Cuba,CUB,2016,NA,NA
Curacao,CUW,2016,NA,NA
Dominica,DMA,2016,NA,40
Equatorial Guinea,GNQ,2016,NA,20
Eritrea,ERI,2016,NA,10
Faroe Islands,FRO,2016,NA,NA
French Polynesia,PYF,2016,NA,NA
Gibraltar,GIB,2016,NA,NA
Greenland,GRL,2016,NA,NA
Grenada,GRD,2016,NA,25
Guam,GUM,2016,NA,NA
"Hong Kong SAR, China",HKG,2016,NA,NA
Isle of Man,IMN,2016,NA,NA
"Korea, Dem. People’s Rep.",PRK,2016,NA,NA
Kosovo,XKX,2016,NA,NA
Liechtenstein,LIE,2016,NA,NA
"Macao SAR, China",MAC,2016,NA,NA
Monaco,MCO,2016,NA,NA
Nauru,NRU,2016,NA,0
New Caledonia,NCL,2016,NA,NA
Northern Mariana Islands,MNP,2016,NA,NA
Palau,PLW,2016,NA,15
Puerto Rico,PRI,2016,NA,NA
Romania,ROU,2016,NA,NA
San Marino,SMR,2016,NA,45
Seychelles,SYC,2016,NA,55
Sint Maarten (Dutch part),SXM,2016,NA,NA
Somalia,SOM,2016,NA,0
St. Kitts and Nevis,KNA,2016,NA,25
St. Martin (French part),MAF,2016,NA,NA
Syrian Arab Republic,SYR,2016,NA,20
"Taiwan, China",TWN,2016,NA,NA
Timor-Leste,TLS,2016,NA,NA
Tonga,TON,2016,NA,25
Turks and Caicos Islands,TCA,2016,NA,NA
Tuvalu,TUV,2016,NA,5
Virgin Islands (U.S.),VIR,2016,NA,NA
West Bank and Gaza,PSE,2016,NA,NA
