"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","CPV","Cabo Verde","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","TCD","Chad","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","CHL","Chile","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","COG","Congo","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","COK","Cook Islands","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","CIV","Côte d'Ivoire","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","HRV","Croatia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","CUB","Cuba","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","DNK","Denmark","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","DOM","Dominican Republic","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ECU","Ecuador","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","SLV","El Salvador","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","EST","Estonia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","FRA","France","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","DEU","Germany","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","GTM","Guatemala","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","HUN","Hungary","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ISL","Iceland","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","IND","India","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ISR","Israel","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ITA","Italy","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","JPN","Japan","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","KAZ","Kazakhstan","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","KEN","Kenya","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","KIR","Kiribati","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","KGZ","Kyrgyzstan","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","LAO","Lao People's Democratic Republic","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","LVA","Latvia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","LTU","Lithuania","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MDG","Madagascar","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MWI","Malawi","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MDV","Maldives","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MLI","Mali","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MHL","Marshall Islands","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MRT","Mauritania","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MUS","Mauritius","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MEX","Mexico","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","FSM","Micronesia (Federated States of)","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MNG","Mongolia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MMR","Myanmar","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","NAM","Namibia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","NRU","Nauru","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","NPL","Nepal","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","NLD","Netherlands","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","NIC","Nicaragua","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","OMN","Oman","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","PAN","Panama","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","PER","Peru","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","PHL","Philippines","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","PRT","Portugal","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","KOR","Republic of Korea","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","RUS","Russian Federation","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","RWA","Rwanda","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","WSM","Samoa","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","SAU","Saudi Arabia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","SEN","Senegal","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","SGP","Singapore","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","SVK","Slovakia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","SVN","Slovenia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ZAF","South Africa","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ESP","Spain","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","SWE","Sweden","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","TJK","Tajikistan","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","THA","Thailand","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","TKL","Tokelau","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","TUN","Tunisia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","TUV","Tuvalu","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ARE","United Arab Emirates","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","URY","Uruguay","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","UZB","Uzbekistan","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","VEN","Venezuela (Bolivarian Republic of)","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","VNM","Viet Nam","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ALB","Albania","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","DZA","Algeria","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","AUS","Australia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","AUT","Austria","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","BEL","Belgium","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","BOL","Bolivia (Plurinational State of)","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","BRA","Brazil","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","BGR","Bulgaria","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CAN","Canada","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CHL","Chile","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CHN","China","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","HKG","China, Hong Kong Special Administrative Region","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MAC","China, Macao Special Administrative Region","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","COL","Colombia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CRI","Costa Rica","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","HRV","Croatia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CUB","Cuba","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CYP","Cyprus","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CZE","Czechia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","DNK","Denmark","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","DOM","Dominican Republic","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ECU","Ecuador","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SLV","El Salvador","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","EST","Estonia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ETH","Ethiopia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","FIN","Finland","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","FRA","France","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","GEO","Georgia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","DEU","Germany","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","GRC","Greece","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","HUN","Hungary","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","IND","India","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","IDN","Indonesia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","IRL","Ireland","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","KAZ","Kazakhstan","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","LIE","Liechtenstein","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","LUX","Luxembourg","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MYS","Malaysia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MUS","Mauritius","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MEX","Mexico","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MNE","Montenegro","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","NPL","Nepal","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","NZL","New Zealand","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","NIC","Nicaragua","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","NOR","Norway","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","OMN","Oman","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","PAK","Pakistan","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","PAN","Panama","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","PRY","Paraguay","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","PER","Peru","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","POL","Poland","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","PRI","Puerto Rico","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","QAT","Qatar","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","KOR","Republic of Korea","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MDA","Republic of Moldova","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ROU","Romania","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","RUS","Russian Federation","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SRB","Serbia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SVK","Slovakia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SVN","Slovenia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ZAF","South Africa","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ESP","Spain","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SWE","Sweden","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","THA","Thailand","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MKD","North Macedonia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","TTO","Trinidad and Tobago","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","TUN","Tunisia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ARE","United Arab Emirates","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","USA","United States of America","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","URY","Uruguay","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","VEN","Venezuela (Bolivarian Republic of)","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","VNM","Viet Nam","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ZMB","Zambia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","NLD","Netherlands","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","ITA","Italy","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","URY","Uruguay","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","GTM","Guatemala","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ISR","Israel","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","SWE","Sweden","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","ETH","Ethiopia","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","KNA","Saint Kitts and Nevis","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","JOR","Jordan","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SGP","Singapore","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","CHL","Chile","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","BDI","Burundi","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","JPN","Japan","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","LSO","Lesotho","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","PAK","Pakistan","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","CMR","Cameroon","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","STP","Sao Tome and Principe","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","AFG","Afghanistan","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","LVA","Latvia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","ZAF","South Africa","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","BRB","Barbados","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","ISR","Israel","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","HND","Honduras","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","COL","Colombia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","NGA","Nigeria","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","DNK","Denmark","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","KGZ","Kyrgyzstan","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","NER","Niger","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","COG","Congo","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","IRL","Ireland","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","SRB","Serbia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","SLV","El Salvador","2018","2018",,"n","Magnitude nil or negligible"
