SDG_IND,Indicator,LOCATION2017,Country,TIME,Time,Value,Flag Codes,Flags
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",EST,Estonia,2017,2017,2.39102,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MWI,Malawi,2013,2013,16.11844,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MWI,Malawi,2014,2014,14.83406,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MWI,Malawi,2015,2015,14.92299,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MWI,Malawi,2016,2016,15.61469,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MWI,Malawi,2018,2018,14.49891,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",VAT,Holy See,2013,2013,NA,a,Category not applicable
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",VAT,Holy See,2014,2014,NA,a,Category not applicable
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",VAT,Holy See,2015,2015,NA,a,Category not applicable
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",VAT,Holy See,2016,2016,NA,a,Category not applicable
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",VAT,Holy See,2017,2017,NA,a,Category not applicable
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",VAT,Holy See,2018,2018,NA,a,Category not applicable
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",VAT,Holy See,2019,2019,NA,a,Category not applicable
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",KGZ,Kyrgyzstan,2013,2013,0.44182,‡,UIS Estimation
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",KGZ,Kyrgyzstan,2014,2014,0.35489,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",KGZ,Kyrgyzstan,2015,2015,0.38962,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",KGZ,Kyrgyzstan,2016,2016,0.37281,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",KGZ,Kyrgyzstan,2017,2017,0.29122,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",KGZ,Kyrgyzstan,2018,2018,0.28764,NA,NA
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",CPV,Cabo Verde,2013,2013,7.29721,NA,NA
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",CPV,Cabo Verde,2014,2014,9.10445,NA,NA
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",CPV,Cabo Verde,2015,2015,11.87209,NA,NA
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",CPV,Cabo Verde,2016,2016,13.04544,‡,UIS Estimation
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",CPV,Cabo Verde,2017,2017,13.40594,NA,NA
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",CPV,Cabo Verde,2018,2018,13.17804,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",40330,Landlocked Developing Countries,2013,2013,21.30927,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",40330,Landlocked Developing Countries,2014,2014,21.819,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",40330,Landlocked Developing Countries,2015,2015,22.12738,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",40330,Landlocked Developing Countries,2016,2016,22.17601,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",40330,Landlocked Developing Countries,2017,2017,21.61102,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",40330,Landlocked Developing Countries,2018,2018,21.94653,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",BOL,Bolivia (Plurinational State of),2013,2013,13.12963,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",BOL,Bolivia (Plurinational State of),2014,2014,13.45381,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",BOL,Bolivia (Plurinational State of),2015,2015,13.39409,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",BOL,Bolivia (Plurinational State of),2016,2016,13.10565,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",BOL,Bolivia (Plurinational State of),2017,2017,13.16003,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",BOL,Bolivia (Plurinational State of),2018,2018,12.76053,NA,NA
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",POL,Poland,2013,2013,4.37235,NA,NA
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",POL,Poland,2014,2014,4.07683,NA,NA
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",POL,Poland,2017,2017,2.7818,NA,NA
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",ISR,Israel,2014,2014,0.13989,NA,NA
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",ISR,Israel,2015,2015,0.07224,NA,NA
ROFST_2T3_M_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)",40042,Lower middle income countries,2013,2013,34.95739,NA,NA
ROFST_2T3_M_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)",40042,Lower middle income countries,2014,2014,34.95308,‡,UIS Estimation
ROFST_2T3_M_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)",40042,Lower middle income countries,2015,2015,33.0006,‡,UIS Estimation
ROFST_2T3_M_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)",40042,Lower middle income countries,2016,2016,32.2527,‡,UIS Estimation
ROFST_2T3_M_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)",40042,Lower middle income countries,2017,2017,31.287,‡,UIS Estimation
ROFST_2T3_M_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)",40042,Lower middle income countries,2018,2018,30.92559,‡,UIS Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",40603,Africa (Northern),2013,2013,24.40881,‡,UIS Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",40603,Africa (Northern),2014,2014,24.37967,NA,NA
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",40603,Africa (Northern),2015,2015,23.44344,NA,NA
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",40603,Africa (Northern),2016,2016,22.41663,NA,NA
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",40603,Africa (Northern),2017,2017,21.4925,NA,NA
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",40603,Africa (Northern),2018,2018,20.94708,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",UGA,Uganda,2013,2013,2.92569,NA,NA
ROFST_1_M_CP,"Out-of-school rate for children of primary school age, male (%)",MAC,"China, Macao Special Administrative Region",2013,2013,12.87497,NA,NA
ROFST_1_M_CP,"Out-of-school rate for children of primary school age, male (%)",MAC,"China, Macao Special Administrative Region",2014,2014,8.73786,NA,NA
ROFST_1_M_CP,"Out-of-school rate for children of primary school age, male (%)",MAC,"China, Macao Special Administrative Region",2015,2015,4.79772,NA,NA
ROFST_1_M_CP,"Out-of-school rate for children of primary school age, male (%)",MAC,"China, Macao Special Administrative Region",2016,2016,2.39014,NA,NA
ROFST_1_M_CP,"Out-of-school rate for children of primary school age, male (%)",MAC,"China, Macao Special Administrative Region",2017,2017,2.38703,NA,NA
ROFST_1_M_CP,"Out-of-school rate for children of primary school age, male (%)",MAC,"China, Macao Special Administrative Region",2018,2018,2.87353,NA,NA
ROFST_2T3_M_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)",MHL,Marshall Islands,2015,2015,34.89362,NA,NA
ROFST_2T3_M_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)",MHL,Marshall Islands,2016,2016,35.70614,‡,UIS Estimation
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",PLW,Palau,2013,2013,3.2449,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",PLW,Palau,2014,2014,4.74898,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",MSR,Montserrat,2014,2014,12.7945,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",MSR,Montserrat,2016,2016,4.23707,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",MSR,Montserrat,2017,2017,6.12918,‡,UIS Estimation
ROFST_1T3_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)",BHS,Bahamas,2013,2013,23.52918,NA,NA
ROFST_1T3_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)",BHS,Bahamas,2014,2014,20.98881,NA,NA
ROFST_1T3_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)",BHS,Bahamas,2015,2015,26.7748,NA,NA
ROFST_1T3_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)",BHS,Bahamas,2016,2016,24.93742,NA,NA
ROFST_1T3_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)",BHS,Bahamas,2018,2018,27.38927,NA,NA
ROFST_2T3_F_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)",PHL,Philippines,2014,2014,7.00494,NA,NA
ROFST_2T3_F_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)",PHL,Philippines,2015,2015,7.66426,NA,NA
ROFST_2_CP,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)",FIN,Finland,2013,2013,1.20859,NA,NA
ROFST_2_CP,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)",FIN,Finland,2014,2014,1.01755,NA,NA
ROFST_2_CP,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)",FIN,Finland,2015,2015,0.74158,NA,NA
ROFST_2_CP,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)",FIN,Finland,2016,2016,0.86193,NA,NA
ROFST_2_CP,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)",FIN,Finland,2017,2017,0.47469,NA,NA
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",IRL,Ireland,2014,2014,0.55365,+,National Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",IRL,Ireland,2015,2015,0.53345,+,National Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",IRL,Ireland,2016,2016,0.41952,+,National Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",IRL,Ireland,2017,2017,0.54764,+,National Estimation
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",40642,Northern America and Europe,2013,2013,1.74721,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",40642,Northern America and Europe,2014,2014,1.94912,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",40642,Northern America and Europe,2015,2015,1.68644,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",40642,Northern America and Europe,2016,2016,1.11232,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",40642,Northern America and Europe,2017,2017,1.19013,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",40642,Northern America and Europe,2018,2018,1.68085,‡,UIS Estimation
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40500,North America and Western Europe,2013,2013,1.53805,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40500,North America and Western Europe,2014,2014,1.19215,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40500,North America and Western Europe,2015,2015,1.23852,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40500,North America and Western Europe,2016,2016,0.53659,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40500,North America and Western Europe,2017,2017,0.53345,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40500,North America and Western Europe,2018,2018,0.83094,‡,UIS Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",LVA,Latvia,2013,2013,2.6257,+,National Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",LVA,Latvia,2014,2014,3.09379,+,National Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",LVA,Latvia,2015,2015,3.38708,+,National Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",LVA,Latvia,2016,2016,2.86004,+,National Estimation
ROFST_2T3_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",LVA,Latvia,2017,2017,2.76714,+,National Estimation
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",ISL,Iceland,2013,2013,1.8224,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",ISL,Iceland,2014,2014,1.44994,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",ISL,Iceland,2015,2015,1.09168,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",ISL,Iceland,2016,2016,0.36605,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",ISL,Iceland,2017,2017,0.17116,NA,NA
ROFST_2_M_CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)",BLZ,Belize,2013,2013,8.12935,NA,NA
ROFST_2_M_CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)",BLZ,Belize,2014,2014,9.23802,NA,NA
ROFST_2_M_CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)",BLZ,Belize,2015,2015,10.4538,NA,NA
ROFST_2_M_CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)",BLZ,Belize,2016,2016,11.57358,NA,NA
ROFST_2_M_CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)",BLZ,Belize,2017,2017,10.93436,NA,NA
ROFST_2_M_CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)",BLZ,Belize,2018,2018,10.38724,NA,NA
ROFST_1_M_CP,"Out-of-school rate for children of primary school age, male (%)",ALB,Albania,2013,2013,6.10668,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MLI,Mali,2014,2014,50.22008,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MLI,Mali,2015,2015,50.89051,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MLI,Mali,2016,2016,50.63068,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MLI,Mali,2017,2017,49.4491,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",MLI,Mali,2018,2018,54.10356,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",ITA,Italy,2013,2013,2.67912,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",ITA,Italy,2014,2014,2.7377,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",ITA,Italy,2015,2015,2.48305,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",ITA,Italy,2016,2016,2.65877,NA,NA
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",ITA,Italy,2017,2017,3.21906,NA,NA
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",BRB,Barbados,2014,2014,4.73557,NA,NA
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",BRB,Barbados,2015,2015,2.43542,NA,NA
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",BRB,Barbados,2016,2016,0.94193,NA,NA
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",BRB,Barbados,2017,2017,2.73782,NA,NA
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",BRB,Barbados,2018,2018,2.51987,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",GHA,Ghana,2017,2017,1.65736,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",GHA,Ghana,2018,2018,3.3244,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",GHA,Ghana,2019,2019,0.41329,NA,NA
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",40330,Landlocked Developing Countries,2013,2013,32.44078,‡,UIS Estimation
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",40330,Landlocked Developing Countries,2014,2014,34.12625,‡,UIS Estimation
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",40330,Landlocked Developing Countries,2015,2015,34.35857,NA,NA
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",40330,Landlocked Developing Countries,2016,2016,34.74856,‡,UIS Estimation
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",40330,Landlocked Developing Countries,2017,2017,32.73447,‡,UIS Estimation
ROFST_2_F_CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)",40330,Landlocked Developing Countries,2018,2018,33.13668,‡,UIS Estimation
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",SYR,Syrian Arab Republic,2013,2013,34.24389,NA,NA
ROFST_2_M_CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)",VUT,Vanuatu,2015,2015,2.39194,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",NOR,Norway,2013,2013,0.04675,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",NOR,Norway,2014,2014,0.08203,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",NOR,Norway,2015,2015,0.1335,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",NOR,Norway,2016,2016,0.11047,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",NOR,Norway,2017,2017,0.03999,NA,NA
ROFST_2T3_F_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)",ECU,Ecuador,2013,2013,13.252,NA,NA
ROFST_2T3_F_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)",ECU,Ecuador,2014,2014,12.25165,‡,UIS Estimation
ROFST_2T3_F_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)",ECU,Ecuador,2015,2015,10.83445,NA,NA
ROFST_2T3_F_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)",ECU,Ecuador,2016,2016,9.25242,‡,UIS Estimation
ROFST_2T3_F_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)",ECU,Ecuador,2017,2017,10.59247,NA,NA
ROFST_2T3_F_CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)",ECU,Ecuador,2018,2018,11.2505,NA,NA
ROFST_1T3_M_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)",COK,Cook Islands,2013,2013,15.02231,NA,NA
ROFST_1T3_M_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)",COK,Cook Islands,2014,2014,11.36713,NA,NA
ROFST_1T3_M_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)",COK,Cook Islands,2015,2015,8.96624,‡,UIS Estimation
ROFST_1T3_M_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)",COK,Cook Islands,2016,2016,8.27068,NA,NA
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",FRA,France,2013,2013,1.21143,+,National Estimation
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",FRA,France,2014,2014,1.97453,+,National Estimation
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",FRA,France,2015,2015,1.26821,+,National Estimation
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",FRA,France,2016,2016,0.87369,+,National Estimation
ROFST_1T2_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",FRA,France,2017,2017,0.60727,+,National Estimation
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",STP,Sao Tome and Principe,2013,2013,10.62252,NA,NA
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",STP,Sao Tome and Principe,2014,2014,11.06962,NA,NA
ROFST_1T2_F_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",STP,Sao Tome and Principe,2015,2015,10.51111,NA,NA
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40334,Least Developed Countries,2013,2013,19.19388,‡,UIS Estimation
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40334,Least Developed Countries,2014,2014,18.54482,‡,UIS Estimation
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40334,Least Developed Countries,2015,2015,19.01554,‡,UIS Estimation
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40334,Least Developed Countries,2016,2016,19.20864,‡,UIS Estimation
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40334,Least Developed Countries,2017,2017,19.47149,‡,UIS Estimation
ROFST_1_F_CP,"Out-of-school rate for children of primary school age, female (%)",40334,Least Developed Countries,2018,2018,19.78393,‡,UIS Estimation
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",40612,Asia (Central),2013,2013,4.65273,NA,NA
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",40612,Asia (Central),2014,2014,4.0338,NA,NA
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",40612,Asia (Central),2015,2015,4.02214,‡,UIS Estimation
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",40612,Asia (Central),2016,2016,3.45621,‡,UIS Estimation
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",40612,Asia (Central),2017,2017,3.11023,‡,UIS Estimation
ROFST_1T2_M_CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",40612,Asia (Central),2018,2018,2.89925,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",40515,East Asia and the Pacific,2013,2013,9.67791,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",40515,East Asia and the Pacific,2014,2014,9.4582,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",40515,East Asia and the Pacific,2015,2015,9.24844,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",40515,East Asia and the Pacific,2016,2016,8.62625,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",40515,East Asia and the Pacific,2017,2017,8.44504,‡,UIS Estimation
ROFST_1T3_F_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",40515,East Asia and the Pacific,2018,2018,8.21895,‡,UIS Estimation
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",LCA,Saint Lucia,2015,2015,1.41452,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",LCA,Saint Lucia,2016,2016,1.35713,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",LCA,Saint Lucia,2017,2017,1.44863,NA,NA
ROFST_1_CP,"Out-of-school rate for children of primary school age, both sexes (%)",LCA,Saint Lucia,2018,2018,1.43485,NA,NA
ROFST_1T3_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2013,2013,2.75473,NA,NA
ROFST_1T3_CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2014,2014,1.03756,NA,NA
