iso3c,iso2c,country,capital,long,lat,regionID,region_iso2c,region,adminID,admin_iso2c,admin,incomeID,income_iso2c,income,lendingID,lending_iso2c,lending,date,NADA,NADA_text
COG,CG,"Congo, Rep.",Brazzaville,15.2662,-4.2767,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,2018,NA,NA
COG,CG,"Congo, Rep.",Brazzaville,15.2662,-4.2767,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,2019,0,NA
COL,CO,Colombia,Bogota,-74.082,4.60987,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2016,1,NA
COL,CO,Colombia,Bogota,-74.082,4.60987,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2017,1,NA
COL,CO,Colombia,Bogota,-74.082,4.60987,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2018,1,NA
COL,CO,Colombia,Bogota,-74.082,4.60987,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2019,1,https://www.dane.gov.co/index.php/estadisticas-por-tema/demografia-y-poblacion/censo-nacional-de-poblacion-y-vivenda-2018/herramientas
COM,KM,Comoros,Moroni,43.2418,-11.6986,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2016,0,NA
COM,KM,Comoros,Moroni,43.2418,-11.6986,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2017,0,NA
COM,KM,Comoros,Moroni,43.2418,-11.6986,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2018,NA,NA
COM,KM,Comoros,Moroni,43.2418,-11.6986,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2019,1,http://www.inseed.km/index.php/publications/bases-de-donnees
CPV,CV,Cabo Verde,Praia,-23.5087,14.9218,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,2016,1,NA
CPV,CV,Cabo Verde,Praia,-23.5087,14.9218,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,2017,1,NA
CPV,CV,Cabo Verde,Praia,-23.5087,14.9218,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,2018,1,NA
CPV,CV,Cabo Verde,Praia,-23.5087,14.9218,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,2019,1,http://bdmi.ine.cv/indexBDMI.aspx
CRI,CR,Costa Rica,San Jose,-84.0089,9.63701,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2016,1,NA
CRI,CR,Costa Rica,San Jose,-84.0089,9.63701,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2017,1,NA
CRI,CR,Costa Rica,San Jose,-84.0089,9.63701,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2018,1,NA
CRI,CR,Costa Rica,San Jose,-84.0089,9.63701,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2019,1,https://www.inec.cr/estadisticas
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,0,NA
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,0,NA
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,0,NA
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,0,NA
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
DEU,DE,Germany,Berlin,13.4115,52.5235,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,1,NA
DEU,DE,Germany,Berlin,13.4115,52.5235,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,1,NA
DEU,DE,Germany,Berlin,13.4115,52.5235,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
DJI,DJ,Djibouti,Djibouti,43.1425,11.5806,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2016,0,NA
DJI,DJ,Djibouti,Djibouti,43.1425,11.5806,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2017,0,NA
DJI,DJ,Djibouti,Djibouti,43.1425,11.5806,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2018,1,NA
DJI,DJ,Djibouti,Djibouti,43.1425,11.5806,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2019,1,http://www.ministere-finances.dj/le_ministere_organstat.html
DMA,DM,Dominica,Roseau,-61.39,15.2976,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2016,0,NA
DMA,DM,Dominica,Roseau,-61.39,15.2976,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2017,0,NA
DMA,DM,Dominica,Roseau,-61.39,15.2976,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2018,NA,NA
DMA,DM,Dominica,Roseau,-61.39,15.2976,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2019,0,NA
DNK,DK,Denmark,Copenhagen,12.5681,55.6763,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,0,NA
DNK,DK,Denmark,Copenhagen,12.5681,55.6763,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,0,NA
DNK,DK,Denmark,Copenhagen,12.5681,55.6763,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
DOM,DO,Dominican Republic,Santo Domingo,-69.8908,18.479,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2016,1,NA
DOM,DO,Dominican Republic,Santo Domingo,-69.8908,18.479,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2017,1,NA
DOM,DO,Dominican Republic,Santo Domingo,-69.8908,18.479,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2018,1,NA
DOM,DO,Dominican Republic,Santo Domingo,-69.8908,18.479,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2019,1,https://www.one.gob.do/servicios/acceso-a-informacion-estadistica-nacional
DZA,DZ,Algeria,Algiers,3.05097,36.7397,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2016,0,NA
DZA,DZ,Algeria,Algiers,3.05097,36.7397,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2017,0,NA
DZA,DZ,Algeria,Algiers,3.05097,36.7397,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2018,1,NA
DZA,DZ,Algeria,Algiers,3.05097,36.7397,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2019,1,http://www.ons.dz/-Statistiques-Economique-
ECU,EC,Ecuador,Quito,-78.5243,-0.229498,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2016,1,NA
ECU,EC,Ecuador,Quito,-78.5243,-0.229498,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2017,1,NA
ECU,EC,Ecuador,Quito,-78.5243,-0.229498,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2018,1,NA
ECU,EC,Ecuador,Quito,-78.5243,-0.229498,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2019,1,https://anda.inec.gob.ec/anda/index.php/catalog
EGY,EG,"Egypt, Arab Rep.",Cairo,31.2461,30.0982,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,2016,1,NA
EGY,EG,"Egypt, Arab Rep.",Cairo,31.2461,30.0982,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,2017,1,NA
EGY,EG,"Egypt, Arab Rep.",Cairo,31.2461,30.0982,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,2018,1,NA
EGY,EG,"Egypt, Arab Rep.",Cairo,31.2461,30.0982,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,2019,1,http://www.capmas.gov.eg/Pages/ShowPDF.aspx?page_id=https://censusinfo.capmas.gov.eg/
ERI,ER,Eritrea,Asmara,38.9183,15.3315,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2016,0,NA
ERI,ER,Eritrea,Asmara,38.9183,15.3315,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2017,0,NA
ERI,ER,Eritrea,Asmara,38.9183,15.3315,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2018,NA,NA
ERI,ER,Eritrea,Asmara,38.9183,15.3315,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2019,0,NA
ESP,ES,Spain,Madrid,-3.70327,40.4167,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,1,NA
ESP,ES,Spain,Madrid,-3.70327,40.4167,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,1,NA
ESP,ES,Spain,Madrid,-3.70327,40.4167,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
EST,EE,Estonia,Tallinn,24.7586,59.4392,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,0,NA
EST,EE,Estonia,Tallinn,24.7586,59.4392,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,0,NA
EST,EE,Estonia,Tallinn,24.7586,59.4392,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
ETH,ET,Ethiopia,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2016,1,NA
ETH,ET,Ethiopia,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2017,1,NA
ETH,ET,Ethiopia,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2018,1,NA
ETH,ET,Ethiopia,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2019,1,http://adp.ihsn.org/node/1489
FIN,FI,Finland,Helsinki,24.9525,60.1608,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,1,NA
FIN,FI,Finland,Helsinki,24.9525,60.1608,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,1,NA
FIN,FI,Finland,Helsinki,24.9525,60.1608,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
FJI,FJ,Fiji,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2016,1,NA
FJI,FJ,Fiji,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2017,1,NA
FJI,FJ,Fiji,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2018,1,NA
FJI,FJ,Fiji,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2019,1,https://www.rbf.gov.fj/Statistics/e-GDDS
FRA,FR,France,Paris,2.35097,48.8566,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,1,NA
FRA,FR,France,Paris,2.35097,48.8566,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,1,NA
FRA,FR,France,Paris,2.35097,48.8566,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
FSM,FM,"Micronesia, Fed. Sts.",Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2016,0,NA
FSM,FM,"Micronesia, Fed. Sts.",Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2017,0,NA
FSM,FM,"Micronesia, Fed. Sts.",Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2018,NA,NA
FSM,FM,"Micronesia, Fed. Sts.",Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2019,0,NA
GAB,GA,Gabon,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2016,0,NA
GAB,GA,Gabon,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2017,0,NA
GAB,GA,Gabon,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2018,NA,NA
GAB,GA,Gabon,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2019,0,NA
GBR,GB,United Kingdom,London,-0.126236,51.5002,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,1,NA
GBR,GB,United Kingdom,London,-0.126236,51.5002,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,1,NA
GBR,GB,United Kingdom,London,-0.126236,51.5002,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
GEO,GE,Georgia,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2016,1,NA
GEO,GE,Georgia,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2017,1,NA
GEO,GE,Georgia,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2018,1,NA
GEO,GE,Georgia,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2019,1,http://pc-axis.geostat.ge/PXWeb/pxweb/ka/Database
GHA,GH,Ghana,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2016,1,NA
GHA,GH,Ghana,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2017,1,NA
GHA,GH,Ghana,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2018,1,NA
GHA,GH,Ghana,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2019,1,https://statsghana.gov.gh/gsspublications.php?category=MTAwMjg3Mzk3NC4zMDc=/webstats/1opr93rn57
GIN,GN,Guinea,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2016,1,NA
GIN,GN,Guinea,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2017,1,NA
GIN,GN,Guinea,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2018,1,NA
GIN,GN,Guinea,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2019,1,https://www.censopoblacion.gt/
GMB,GM,"Gambia, The",Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2016,1,NA
GMB,GM,"Gambia, The",Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2017,1,NA
GMB,GM,"Gambia, The",Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2018,1,NA
GMB,GM,"Gambia, The",Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2019,0,NA
GNB,GW,Guinea-Bissau,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2016,1,NA
GNB,GW,Guinea-Bissau,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2017,1,NA
GNB,GW,Guinea-Bissau,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2018,1,NA
GNB,GW,Guinea-Bissau,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,2019,0,NA
GNQ,GQ,Equatorial Guinea,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2016,0,NA
GNQ,GQ,Equatorial Guinea,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2017,0,NA
GNQ,GQ,Equatorial Guinea,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2018,1,NA
GNQ,GQ,Equatorial Guinea,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2019,1,http://digestyc.microdatahub.com/index.php/home
GRC,GR,Greece,Athens,23.7166,37.9792,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2016,1,NA
GRC,GR,Greece,Athens,23.7166,37.9792,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2017,1,NA
GRC,GR,Greece,Athens,23.7166,37.9792,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,2018,1,NA
GRD,GD,Grenada,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2016,0,NA
GRD,GD,Grenada,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2017,0,NA
GRD,GD,Grenada,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2018,NA,NA
GRD,GD,Grenada,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,2019,0,NA
GTM,GT,Guatemala,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2016,1,NA
GTM,GT,Guatemala,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2017,1,NA
GTM,GT,Guatemala,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2018,1,NA
GTM,GT,Guatemala,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,2019,1,https://www.ine.gob.gt/ine/precios-de-referencia/publicacion-mensual/
GUY,GY,Guyana,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,2016,0,NA
GUY,GY,Guyana,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,2017,0,NA
GUY,GY,Guyana,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,2018,1,NA
GUY,GY,Guyana,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,2019,1,https://statisticsguyana.gov.gy/data/databases/
HND,HN,Honduras,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2016,1,NA
HND,HN,Honduras,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,2017,1,NA
