iso3c,date,source,reported_value
CRI,2002,HS - Household Survey of Multiple Purposes,59.76
CRI,2001,HS - Household Survey of Multiple Purposes,60.231
CRI,2000,PC - Population Census,56.27
CRI,1984,PC - Population Census,50.58
CRI,1973,PC - Population Census,50.31
CRI,1963,PC - Population Census,53.81
CUB,2013,LFS - National Employment Survey,72.9
CUB,2012,PC - Population Census,54.337
CUB,2011,LFS - National Employment Survey,55.58
CUB,2010,LFS - National Employment Survey,55
CUB,2009,LFS - National Employment Survey,55.6
CUB,2008,LFS - National Employment Survey,54.33
CUB,2007,LFS - National Employment Survey,53.77
CUB,2006,LFS - National Employment Survey,52.86
CUB,2004,LFS - National Employment Survey,52.3
CUB,1988,LFS - National Employment Survey,56.93
CUB,1986,LFS - National Employment Survey,56.37
CUB,1981,PC - Population Census,52.26
CUB,1970,PC - Population Census,48.63
CUB,1953,PC - Population Census,54.63
CUW,2020,LFS - Labour Force Survey,56.37
CUW,2018,LFS - Labour Force Survey,55.8
CUW,2015,LFS - Labour Force Survey,55.71
CUW,2014,LFS - Labour Force Survey,54.84
CUW,2013,LFS - Labour Force Survey,59.94
CUW,2011,LFS - Labour Force Survey,57.88
CYM,2015,LFS - Labour Force Survey,82.78
CYM,2014,LFS - Labour Force Survey,82.64
CYM,2013,LFS - Labour Force Survey,83.05
CYM,2012,LFS - Labour Force Survey,83.69
CYM,2011,LFS - Labour Force Survey,80.8
CYM,2010,LFS - Labour Force Survey,81.77
CYM,2009,LFS - Labour Force Survey,84.17
CYM,2008,LFS - Labour Force Survey,84.09
CYM,2007,LFS - Labour Force Survey,82
CYM,2006,LFS - Labour Force Survey,83.16
CYM,2005,LFS - Labour Force Survey,83.99
CYM,1999,PC - Population Census,85.61
CYM,1991,LFS - Labour Force Survey,81.54
CYM,1989,PC - Population Census,80.86
CYM,1979,PC - Population Census,48.68
CYM,1970,PC - Population Census,34.68
CYM,1960,PC - Population Census,57.51
CYP,2024,LFS - Labour Force Survey,65.085
CYP,2023,LFS - Labour Force Survey,65.54
CYP,2022,LFS - Labour Force Survey,65.11
CYP,2021,LFS - Labour Force Survey,63.83
CYP,2020,LFS - Labour Force Survey,62.806
CYP,2019,LFS - Labour Force Survey,63.015
CYP,2018,LFS - Labour Force Survey,62.488
CYP,2017,LFS - Labour Force Survey,61.705
CYP,2016,LFS - Labour Force Survey,61.299
CYP,2015,LFS - Labour Force Survey,62.377
CYP,2014,LFS - Labour Force Survey,63.893
CYP,2013,LFS - Labour Force Survey,63.494
CYP,2012,LFS - Labour Force Survey,63.645
CYP,2011,LFS - Labour Force Survey,63.796
CYP,2010,LFS - Labour Force Survey,64.338
CYP,2009,LFS - Labour Force Survey,63.881
CYP,2008,LFS - Labour Force Survey,64.274
CYP,2007,LFS - Labour Force Survey,64.404
CYP,2006,LFS - Labour Force Survey,63.572
CYP,2005,LFS - Labour Force Survey,63.316
CYP,2004,LFS - Labour Force Survey,62.997
CYP,2003,LFS - Labour Force Survey,63.181
CYP,2002,LFS - Labour Force Survey,61.888
CYP,2001,LFS - Labour Force Survey,61.729
CYP,2000,LFS - Labour Force Survey,60.152
CYP,1999,LFS - Labour Force Survey,58.703
CYP,1995,OE - Estimates based on Employment-related Surveys,62.53
CYP,1992,PC - Population Census,59.28
CYP,1991,OE - Estimates based on Employment-related Surveys,65.18
CYP,1990,OE - Estimates based on Employment-related Surveys,65.01
CYP,1989,OE - Estimates based on Employment-related Surveys,64.8
CYP,1988,OE - Estimates based on Employment-related Surveys,63.94
CYP,1987,OE - Estimates based on Employment-related Surveys,46.72
CYP,1985,OE - Estimates based on Employment-related Surveys,46.04
CYP,1984,LFS - Labour Force Survey,37.03
CYP,1978,OE - Estimates based on Employment-related Surveys,32.72
CYP,1977,OE - Estimates based on Employment-related Surveys,33.39
CYP,1976,PC - Population Census,44.01
CYP,1960,PC - Population Census,64.66
CZE,2024,LFS - Labour Force Sample Survey,60.608
CZE,2023,LFS - Labour Force Sample Survey,59.951
CZE,2022,LFS - Labour Force Sample Survey,59.86
CZE,2021,LFS - Labour Force Sample Survey,59.83
CZE,2020,LFS - Labour Force Sample Survey,59.793
CZE,2019,LFS - Labour Force Sample Survey,60.38
CZE,2018,LFS - Labour Force Sample Survey,60.563
CZE,2017,LFS - Labour Force Sample Survey,60.22
CZE,2016,LFS - Labour Force Sample Survey,59.919
CZE,2015,LFS - Labour Force Sample Survey,59.424
CZE,2014,LFS - Labour Force Sample Survey,59.31
CZE,2013,LFS - Labour Force Sample Survey,59.275
CZE,2012,LFS - Labour Force Sample Survey,58.641
CZE,2011,LFS - Labour Force Sample Survey,58.261
CZE,2010,LFS - Labour Force Sample Survey,58.443
CZE,2009,LFS - Labour Force Sample Survey,58.678
CZE,2008,LFS - Labour Force Sample Survey,58.502
CZE,2007,LFS - Labour Force Sample Survey,58.771
CZE,2006,LFS - Labour Force Sample Survey,59.263
CZE,2005,LFS - Labour Force Sample Survey,59.364
CZE,2004,LFS - Labour Force Sample Survey,59.176
CZE,2003,LFS - Labour Force Sample Survey,59.423
CZE,2002,LFS - Labour Force Sample Survey,59.763
CZE,2001,LFS - Labour Force Sample Survey,59.995
CZE,2000,LFS - Labour Force Sample Survey,60.399
CZE,1999,LFS - Labour Force Sample Survey,60.994
CZE,1998,LFS - Labour Force Sample Survey,61.027
CZE,1997,LFS - Labour Force Sample Survey,61.106
CZE,1996,LFS - Labour Force Sample Survey,61.261
CZE,1995,LFS - Labour Force Sample Survey,61.516
CZE,1994,LFS - Labour Force Sample Survey,61.636
CZE,1993,LFS - Labour Force Sample Survey,61.381
CZE,1991,PC - Population Census,66.62
DEU,2024,LFS - EU Labour Force Survey,61.656
DEU,2023,LFS - EU Labour Force Survey,61.514
DEU,2022,LFS - EU Labour Force Survey,60.999
DEU,2021,LFS - EU Labour Force Survey,60.588
DEU,2020,LFS - EU Labour Force Survey,60.558
DEU,2019,LFS - EU Labour Force Survey,61.966
DEU,2018,LFS - EU Labour Force Survey,61.264
DEU,2017,LFS - EU Labour Force Survey,61.242
DEU,2016,LFS - EU Labour Force Survey,61.028
DEU,2015,LFS - EU Labour Force Survey,60.215
DEU,2014,LFS - EU Labour Force Survey,60.436
DEU,2013,LFS - EU Labour Force Survey,60.368
DEU,2012,LFS - EU Labour Force Survey,60.074
DEU,2011,LFS - EU Labour Force Survey,60.139
DEU,2010,LFS - EU Labour Force Survey,59.328
DEU,2009,LFS - EU Labour Force Survey,59.652
DEU,2008,LFS - EU Labour Force Survey,59.37
DEU,2007,LFS - EU Labour Force Survey,59.178
DEU,2006,LFS - EU Labour Force Survey,59.2
DEU,2005,LFS - EU Labour Force Survey,58.413
DEU,2004,LFS - EU Labour Force Survey,56.872
DEU,2003,LFS - EU Labour Force Survey,57.317
DEU,2002,LFS - EU Labour Force Survey,57.272
DEU,2001,LFS - EU Labour Force Survey,57.479
DEU,2000,LFS - EU Labour Force Survey,57.458
DEU,1999,LFS - EU Labour Force Survey,57.86
DEU,1998,LFS - EU Labour Force Survey,57.68
DEU,1997,LFS - EU Labour Force Survey,57.669
DEU,1996,LFS - EU Labour Force Survey,57.606
DEU,1995,LFS - EU Labour Force Survey,57.715
DEU,1994,LFS - EU Labour Force Survey,58.159
DEU,1993,LFS - EU Labour Force Survey,58.314
DEU,1992,LFS - EU Labour Force Survey,58.721
DEU,1991,LFS - EU Labour Force Survey,59.417
DEU,1990,LFS - EU Labour Force Survey,58.035
DEU,1989,LFS - EU Labour Force Survey,56.116
DEU,1988,LFS - EU Labour Force Survey,55.816
DEU,1987,LFS - EU Labour Force Survey,55.332
DEU,1986,LFS - EU Labour Force Survey,55.41
DEU,1985,LFS - EU Labour Force Survey,55.014
DEU,1984,LFS - EU Labour Force Survey,54.911
DEU,1983,LFS - EU Labour Force Survey,54.333
DJI,2017,HS - Djiboutian Household Survey,32.272
DJI,1996,HIES - National Household Survey,62
DMA,2001,PC - Population Census,57.69
DMA,1999,LFS - Labour Force Survey,65.23
DMA,1997,LFS - Labour Force Survey,67
DMA,1991,PC - Population Census,37.15
DMA,1989,LFS - Labour Force Survey,57.8
DMA,1981,PC - Population Census,57.15
DMA,1970,PC - Population Census,30.44
DMA,1960,PC - Population Census,39.07
DNK,2024,LFS - EU Labour Force Survey,65.224
DNK,2023,LFS - EU Labour Force Survey,63.65
DNK,2022,LFS - EU Labour Force Survey,63.37
DNK,2021,LFS - EU Labour Force Survey,62.533
DNK,2020,LFS - EU Labour Force Survey,62.037
DNK,2019,LFS - EU Labour Force Survey,62.375
DNK,2018,LFS - EU Labour Force Survey,61.816
DNK,2017,LFS - EU Labour Force Survey,61.716
DNK,2016,LFS - EU Labour Force Survey,61.652
DNK,2015,LFS - EU Labour Force Survey,61.317
DNK,2014,LFS - EU Labour Force Survey,61.258
DNK,2013,LFS - EU Labour Force Survey,61.419
DNK,2012,LFS - EU Labour Force Survey,62.312
DNK,2011,LFS - EU Labour Force Survey,63.048
DNK,2010,LFS - EU Labour Force Survey,63.496
DNK,2009,LFS - EU Labour Force Survey,64.395
DNK,2008,LFS - EU Labour Force Survey,65.085
DNK,2007,LFS - EU Labour Force Survey,65.713
DNK,2006,LFS - EU Labour Force Survey,65.933
DNK,2005,LFS - EU Labour Force Survey,65.649
DNK,2004,LFS - EU Labour Force Survey,65.932
DNK,2003,LFS - EU Labour Force Survey,65.478
DNK,2002,LFS - EU Labour Force Survey,65.638
DNK,2001,LFS - EU Labour Force Survey,65.15
DNK,2000,LFS - EU Labour Force Survey,65.536
DNK,1999,LFS - EU Labour Force Survey,65.801
DNK,1998,LFS - EU Labour Force Survey,65.179
DNK,1997,LFS - EU Labour Force Survey,65.441
DNK,1996,LFS - EU Labour Force Survey,65.196
DNK,1995,LFS - EU Labour Force Survey,64.605
DNK,1994,LFS - EU Labour Force Survey,64.375
DNK,1993,LFS - EU Labour Force Survey,67.367
DNK,1992,LFS - EU Labour Force Survey,68.108
DNK,1991,LFS - EU Labour Force Survey,67.826
DNK,1990,LFS - EU Labour Force Survey,68.124
DNK,1989,LFS - EU Labour Force Survey,67.668
DNK,1988,LFS - EU Labour Force Survey,67.882
DNK,1987,LFS - EU Labour Force Survey,66.743
DNK,1986,LFS - EU Labour Force Survey,67.518
DNK,1985,LFS - EU Labour Force Survey,66.725
DNK,1984,LFS - EU Labour Force Survey,66.494
DNK,1983,LFS - EU Labour Force Survey,65.497
DNK,1981,LFS - EU Labour Force Survey,65.64
DNK,1979,LFS - EU Labour Force Survey,65.07
DNK,1978,LFS - EU Labour Force Survey,65.53
DNK,1977,LFS - EU Labour Force Survey,64.9
DNK,1976,LFS - EU Labour Force Survey,64.16
DNK,1974,LFS - EU Labour Force Survey,63.42
DNK,1970,PC - Population Census,60.95
DNK,1965,PC - Population Census,61.77
DNK,1960,PC - Population Census,60.38
DNK,1950,PC - Population Census,64.57
DOM,2024,LFS - Continuous National Labour Force Survey,65.416
DOM,2023,LFS - Continuous National Labour Force Survey,64.282
DOM,2022,LFS - Continuous National Labour Force Survey,63.224
DOM,2021,LFS - Continuous National Labour Force Survey,63.174
DOM,2020,LFS - Continuous National Labour Force Survey,60.365
DOM,2019,LFS - Continuous National Labour Force Survey,65.189
DOM,2018,LFS - Continuous National Labour Force Survey,63.771
DOM,2017,LFS - Continuous National Labour Force Survey,62.367
DOM,2016,LFS - Continuous National Labour Force Survey,62.451
DOM,2015,LFS - Continuous National Labour Force Survey,62.007
DOM,2014,LFS - National Labour Force Survey,59.529
DOM,2013,LFS - National Labour Force Survey,59.269
DOM,2012,LFS - National Labour Force Survey,59.431
DOM,2011,LFS - National Labour Force Survey,58.157
DOM,2010,LFS - National Labour Force Survey,56.706
DOM,2009,LFS - National Labour Force Survey,55.47
DOM,2008,LFS - National Labour Force Survey,57.585
DOM,2007,LFS - National Labour Force Survey,57.21
DOM,2006,LFS - National Labour Force Survey,57.304
DOM,2005,LFS - National Labour Force Survey,56.623
DOM,2004,LFS - National Labour Force Survey,56.853
DOM,2003,LFS - National Labour Force Survey,56.633
DOM,2002,LFS - National Labour Force Survey,57.568
DOM,2001,LFS - National Labour Force Survey,57.276
DOM,2000,LFS - National Labour Force Survey,58.514
DOM,1998,OE - Official Estimates,64.34
DOM,1997,OS - Household or Labour Force Survey,62.24
DOM,1996,OE - Official Estimates,62.35
DOM,1994,LFS - National Labour Force Survey,52.5
DOM,1993,PC - Population Census,52.9
DOM,1992,LFS - National Labour Force Survey,57.3
DOM,1991,LFS - National Labour Force Survey,54.1
DOM,1981,PC - Population Census,53.69
DOM,1979,OE - Official Estimates,52.66
DOM,1970,PC - Population Census,54.03
DOM,1960,PC - Population Census,51.1
DZA,2017,LFS - Household Employment Survey,41.77
DZA,2016,LFS - Household Employment Survey,41.871
DZA,2015,LFS - Household Employment Survey,41.708
DZA,2014,LFS - Household Employment Survey,41.151
DZA,2013,LFS - Household Employment Survey,43.2
DZA,2012,LFS - Household Employment Survey,42
DZA,2011,LFS - Household Employment Survey,40.15
DZA,2010,LFS - Household Employment Survey,41.71
DZA,2009,LFS - Household Employment Survey,41.43
DZA,2008,LFS - Household Employment Survey,41.7
DZA,2001,LFS - Household Employment Survey,27.79
DZA,2000,LFS - Household Employment Survey,27.02
DZA,1997,LFS - Household Employment Survey,27.52
DZA,1996,LFS - Household Employment Survey,44.92
DZA,1987,PC - Population and Housing Census,42.14
DZA,1985,LFS - Household Employment Survey,38.08
DZA,1984,OE - Official Estimates,36.43
DZA,1983,LFS - Household Employment Survey,17.99
DZA,1980,OE - Official Estimates,20.03
DZA,1977,PC - Population and Housing Census,36.71
DZA,1975,OE - Official Estimates,41.2
DZA,1966,PC - Population and Housing Census,40.68
DZA,1954,PC - Population and Housing Census,63.11
ECU,2024,"LFS - National Survey on Employment, Unemployment and Underemployment",64.54
ECU,2023,"LFS - National Survey on Employment, Unemployment and Underemployment",64.488
ECU,2022,"LFS - National Survey on Employment, Unemployment and Underemployment",65.832
ECU,2021,"LFS - National Survey on Employment, Unemployment and Underemployment",65.686
ECU,2020,"LFS - National Survey on Employment, Unemployment and Underemployment",60.033
ECU,2019,"LFS - National Survey on Employment, Unemployment and Underemployment",66.179
ECU,2018,"LFS - National Survey on Employment, Unemployment and Underemployment",66.66
ECU,2017,"LFS - National Survey on Employment, Unemployment and Underemployment",68.154
ECU,2016,"LFS - National Survey on Employment, Unemployment and Underemployment",67.669
ECU,2015,"LFS - National Survey on Employment, Unemployment and Underemployment",65.658
ECU,2014,"LFS - National Survey on Employment, Unemployment and Underemployment",62.619
ECU,2013,"LFS - National Survey on Employment, Unemployment and Underemployment",62.261
ECU,2012,"LFS - National Survey on Employment, Unemployment and Underemployment",62.452
ECU,2011,"LFS - National Survey on Employment, Unemployment and Underemployment",61.779
ECU,2010,"LFS - National Survey on Employment, Unemployment and Underemployment",62.684
ECU,2009,"LFS - National Survey on Employment, Unemployment and Underemployment",64.013
ECU,2008,"LFS - National Survey on Employment, Unemployment and Underemployment",66.549
ECU,2007,"LFS - National Survey on Employment, Unemployment and Underemployment",66.767
ECU,2006,"LFS - National Survey on Employment, Unemployment and Underemployment",67.948
ECU,2005,"LFS - National Survey on Employment, Unemployment and Underemployment",66.977
ECU,2004,"LFS - National Survey on Employment, Unemployment and Underemployment",67.468
ECU,2003,"LFS - National Survey on Employment, Unemployment and Underemployment",65.335
ECU,2002,"LFS - National Survey on Employment, Unemployment and Underemployment",66.63
ECU,2001,"LFS - National Survey on Employment, Unemployment and Underemployment",69.344
ECU,2000,"LFS - National Survey on Employment, Unemployment and Underemployment",63.449
ECU,1998,"LFS - National Survey on Employment, Unemployment and Underemployment",66.38
ECU,1997,"LFS - National Survey on Employment, Unemployment and Underemployment",64.25
ECU,1996,"LFS - National Survey on Employment, Unemployment and Underemployment",63.48
ECU,1990,PC - Population Census,54.49
ECU,1989,OE - Official Estimates,55.52
ECU,1988,OE - Official Estimates,55.54
ECU,1987,OE - Official Estimates,33.66
ECU,1982,PC - Population Census,48.59
ECU,1981,OE - Official Estimates,57.46
ECU,1980,OE - Official Estimates,57.64
ECU,1974,PC - Population Census,51.46
ECU,1962,PC - Population Census,55.05
EGY,2023,LFS - Labour Force Sample Survey,44.669
EGY,2022,LFS - Labour Force Sample Survey,42.837
EGY,2021,LFS - Labour Force Sample Survey,42.987
EGY,2020,LFS - Labour Force Sample Survey,41.616
EGY,2019,LFS - Labour Force Sample Survey,42.199
EGY,2018,LFS - Labour Force Sample Survey,43.299
EGY,2017,LFS - Labour Force Sample Survey,44.95
EGY,2016,LFS - Labour Force Sample Survey,46.63
EGY,2015,LFS - Labour Force Sample Survey,46.978
EGY,2014,LFS - Labour Force Sample Survey,48.117
EGY,2013,LFS - Labour Force Sample Survey,48.436
EGY,2012,LFS - Labour Force Sample Survey,48.494
EGY,2011,LFS - Labour Force Sample Survey,48.785
EGY,2010,LFS - Labour Force Sample Survey,49.368
EGY,2009,LFS - Labour Force Sample Survey,47.902
EGY,2008,LFS - Labour Force Sample Survey,47.551
EGY,2007,LFS - Labour Force Sample Survey,47.93
EGY,2006,LFS - Labour Force Sample Survey,46.97
EGY,2005,LFS - Labour Force Sample Survey,49.52
EGY,2004,LFS - Labour Force Sample Survey,30.1
EGY,2003,LFS - Labour Force Sample Survey,30.23
EGY,2002,LFS - Labour Force Sample Survey,43.19
EGY,2001,LFS - Labour Force Sample Survey,44.93
EGY,2000,LFS - Labour Force Sample Survey,29.6
EGY,1999,LFS - Labour Force Sample Survey,47.52
EGY,1998,LFS - Labour Force Sample Survey,46
EGY,1996,PC - Population Census,46.6
EGY,1995,LFS - Labour Force Sample Survey,47.92
EGY,1994,LFS - Labour Force Sample Survey,48.88
EGY,1993,LFS - Labour Force Sample Survey,47.89
EGY,1992,LFS - Labour Force Sample Survey,47.19
EGY,1991,LFS - Labour Force Sample Survey,46.72
EGY,1990,LFS - Labour Force Sample Survey,50.38
EGY,1989,LFS - Labour Force Sample Survey,51.25
EGY,1986,PC - Population Census,44.4
EGY,1984,LFS - Labour Force Sample Survey,47.24
EGY,1983,LFS - Labour Force Sample Survey,47.48
EGY,1982,LFS - Labour Force Sample Survey,27.35
EGY,1981,LFS - Labour Force Sample Survey,27.77
EGY,1980,LFS - Labour Force Sample Survey,40.77
EGY,1979,LFS - Labour Force Sample Survey,40.94
EGY,1978,LFS - Labour Force Sample Survey,43.4
EGY,1977,LFS - Labour Force Sample Survey,42.91
EGY,1976,PC - Population Census,43.87
EGY,1975,LFS - Labour Force Sample Survey,40.74
EGY,1973,LFS - Labour Force Sample Survey,40.51
EGY,1966,PC - Population Census,43
EGY,1960,PC - Population Census,46.52
ESP,2024,LFS - EU Labour Force Survey,58.02
ESP,2023,LFS - EU Labour Force Survey,58.064
ESP,2022,LFS - EU Labour Force Survey,57.782
ESP,2021,LFS - EU Labour Force Survey,57.648
ESP,2020,LFS - EU Labour Force Survey,56.72
ESP,2019,LFS - EU Labour Force Survey,57.92
ESP,2018,LFS - EU Labour Force Survey,57.924
ESP,2017,LFS - EU Labour Force Survey,58.117
ESP,2016,LFS - EU Labour Force Survey,58.523
ESP,2015,LFS - EU Labour Force Survey,58.829
ESP,2014,LFS - EU Labour Force Survey,58.961
ESP,2013,LFS - EU Labour Force Survey,59.377
ESP,2012,LFS - EU Labour Force Survey,59.732
ESP,2011,LFS - EU Labour Force Survey,59.675
ESP,2010,LFS - EU Labour Force Survey,59.626
ESP,2009,LFS - EU Labour Force Survey,59.505
ESP,2008,LFS - EU Labour Force Survey,59.373
ESP,2007,LFS - EU Labour Force Survey,58.578
ESP,2006,LFS - EU Labour Force Survey,57.98
ESP,2005,LFS - EU Labour Force Survey,57.091
ESP,2004,LFS - EU Labour Force Survey,55.851
ESP,2003,LFS - EU Labour Force Survey,54.935
ESP,2002,LFS - EU Labour Force Survey,53.773
ESP,2001,LFS - EU Labour Force Survey,52.092
ESP,2000,LFS - EU Labour Force Survey,52.771
ESP,1999,LFS - EU Labour Force Survey,51.614
ESP,1998,LFS - EU Labour Force Survey,51.102
ESP,1997,LFS - EU Labour Force Survey,50.811
ESP,1996,LFS - EU Labour Force Survey,50.355
ESP,1995,LFS - EU Labour Force Survey,50.045
ESP,1994,LFS - EU Labour Force Survey,50.231
ESP,1993,LFS - EU Labour Force Survey,49.854
ESP,1992,LFS - EU Labour Force Survey,49.814
ESP,1991,LFS - EU Labour Force Survey,48.207
ESP,1990,LFS - EU Labour Force Survey,48.566
ESP,1989,LFS - EU Labour Force Survey,48.238
ESP,1988,LFS - EU Labour Force Survey,48.316
ESP,1987,LFS - EU Labour Force Survey,47.953
ESP,1986,LFS - EU Labour Force Survey,47.019
ESP,1985,LFS - Labour Force Survey,47.51
ESP,1984,LFS - Labour Force Survey,47.77
ESP,1983,LFS - Labour Force Survey,48.08
ESP,1982,LFS - Labour Force Survey,48.16
ESP,1981,LFS - Labour Force Survey,48.25
ESP,1980,LFS - Labour Force Survey,48.77
ESP,1979,LFS - Labour Force Survey,49.42
ESP,1978,LFS - Labour Force Survey,49.96
ESP,1977,LFS - Labour Force Survey,50.55
ESP,1970,PC - Population Census,47.81
ESP,1960,PC - Population Census,51.6
ESP,1950,PC - Population Census,51.19
EST,2024,LFS - Labour Force Survey,66.976
EST,2023,LFS - Labour Force Survey,66.458
EST,2022,LFS - Labour Force Survey,65.644
EST,2021,LFS - Labour Force Survey,63.688
EST,2020,LFS - Labour Force Survey,63.516
EST,2019,LFS - Labour Force Survey,63.576
EST,2018,LFS - Labour Force Survey,63.853
EST,2017,LFS - Labour Force Survey,63.581
EST,2016,LFS - Labour Force Survey,62.988
EST,2015,LFS - Labour Force Survey,62.122
EST,2014,LFS - Labour Force Survey,61.12
EST,2013,LFS - Labour Force Survey,61.325
EST,2012,LFS - Labour Force Survey,61.311
EST,2011,LFS - Labour Force Survey,61.305
EST,2010,LFS - Labour Force Survey,60.499
EST,2009,LFS - Labour Force Survey,60.72
EST,2008,LFS - Labour Force Survey,61.106
EST,2007,LFS - Labour Force Survey,60.553
EST,2006,LFS - Labour Force Survey,60.637
EST,2005,LFS - Labour Force Survey,58.739
EST,2004,LFS - Labour Force Survey,59.066
EST,2003,LFS - Labour Force Survey,58.97
EST,2002,LFS - Labour Force Survey,57.216
EST,2001,LFS - Labour Force Survey,58.237
EST,2000,LFS - Labour Force Survey,58.934
EST,1999,LFS - Labour Force Survey,58.615
EST,1998,LFS - Labour Force Survey,60.066
EST,1997,LFS - Labour Force Survey,65.016
EST,1996,LFS - Labour Force Survey,64.731
EST,1995,LFS - Labour Force Survey,65.451
EST,1994,LFS - Labour Force Survey,67.193
EST,1993,LFS - Labour Force Survey,67.517
EST,1992,LFS - Labour Force Survey,69.726
EST,1991,LFS - Labour Force Survey,72.201
EST,1990,LFS - Labour Force Survey,73.594
EST,1989,PC - Population Census,70.34
ETH,2021,LFS - National Labor Force Survey,68.253
ETH,2013,LFS - National Labor Force Survey,81.238
ETH,2005,LFS - National Labor Force Survey,82.019
ETH,1999,LFS - National Labor Force Survey,66.63
ETH,1994,PC - Population Census,77.93
ETH,1987,LFS - National Labor Force Survey,57.9
ETH,1981,LFS - National Labor Force Survey,51.6
FIN,2024,LFS - EU Labour Force Survey,60.67
FIN,2023,LFS - EU Labour Force Survey,61.105
FIN,2022,LFS - EU Labour Force Survey,61.129
FIN,2021,LFS - EU Labour Force Survey,60.413
FIN,2020,LFS - EU Labour Force Survey,58.987
FIN,2019,LFS - EU Labour Force Survey,59.349
FIN,2018,LFS - EU Labour Force Survey,59.425
FIN,2017,LFS - EU Labour Force Survey,58.856
FIN,2016,LFS - EU Labour Force Survey,58.608
FIN,2015,LFS - EU Labour Force Survey,58.958
FIN,2014,LFS - EU Labour Force Survey,58.904
FIN,2013,LFS - EU Labour Force Survey,59.141
FIN,2012,LFS - EU Labour Force Survey,59.728
FIN,2011,LFS - EU Labour Force Survey,59.925
FIN,2010,LFS - EU Labour Force Survey,59.927
FIN,2009,LFS - EU Labour Force Survey,60.491
FIN,2008,LFS - EU Labour Force Survey,61.478
FIN,2007,LFS - EU Labour Force Survey,61.202
FIN,2006,LFS - EU Labour Force Survey,62.349
FIN,2005,LFS - EU Labour Force Survey,62.226
FIN,2004,LFS - EU Labour Force Survey,62.105
FIN,2003,LFS - EU Labour Force Survey,62.829
FIN,2002,LFS - EU Labour Force Survey,63.22
FIN,2001,LFS - EU Labour Force Survey,63.285
FIN,2000,LFS - EU Labour Force Survey,63.214
FIN,1999,LFS - EU Labour Force Survey,62.97
FIN,1998,LFS - EU Labour Force Survey,60.266
FIN,1997,LFS - EU Labour Force Survey,60.138
FIN,1996,LFS - EU Labour Force Survey,59.358
FIN,1995,LFS - EU Labour Force Survey,61.106
FIN,1994,LFS - EU Labour Force Survey,65.064
FIN,1993,LFS - EU Labour Force Survey,65.895
FIN,1992,LFS - EU Labour Force Survey,66.764
FIN,1991,LFS - EU Labour Force Survey,68.243
FIN,1990,LFS - EU Labour Force Survey,69.725
FIN,1989,LFS - EU Labour Force Survey,64.56
FIN,1988,LFS - EU Labour Force Survey,64.53
FIN,1987,LFS - EU Labour Force Survey,64.9
FIN,1986,LFS - EU Labour Force Survey,65.42
FIN,1985,LFS - EU Labour Force Survey,65.72
FIN,1984,LFS - EU Labour Force Survey,65.92
FIN,1982,LFS - EU Labour Force Survey,69.64
FIN,1981,LFS - EU Labour Force Survey,62.28
FIN,1980,LFS - EU Labour Force Survey,49.05
FIN,1979,LFS - EU Labour Force Survey,61.25
FIN,1977,LFS - EU Labour Force Survey,47.32
FIN,1976,PC - Population Census,57.51
FIN,1970,PC - Population Census,60.86
FIN,1960,PC - Population Census,65.3
FJI,2024,"LFS - Employment, Unemployment Survey",54.83
FJI,2016,"LFS - Employment, Unemployment Survey",57.584
FJI,2014,"LFS - Employment, Unemployment Survey",58.89
FJI,2011,"LFS - Employment, Unemployment Survey",63.056
FJI,2010,"LFS - Employment, Unemployment Survey",56.99
FJI,2009,"LFS - Employment, Unemployment Survey",39.3
FJI,2008,"LFS - Employment, Unemployment Survey",39.3
FJI,2007,PC - Population Census,52.886
FJI,2005,"LFS - Employment, Unemployment Survey",56.727
FJI,2004,"LFS - Employment, Unemployment Survey",58.2
FJI,1996,PC - Population Census,59.45
FJI,1993,"LFS - Employment, Unemployment Survey",35.15
FJI,1992,"LFS - Employment, Unemployment Survey",35.22
FJI,1991,"LFS - Employment, Unemployment Survey",34.1
FJI,1986,PC - Population Census,54.63
FJI,1982,"LFS - Employment, Unemployment Survey",54.33
FJI,1976,PC - Population Census,50.79
FJI,1966,PC - Population Census,49.54
FJI,1956,PC - Population Census,50
NA,2016,PC - Population Census,90.37
NA,2012,PC - Population Census,81.92
NA,1996,PC - Population Census,67.29
NA,1991,PC - Population Census,69.53
NA,1986,PC - Population Census,73.84
NA,1980,PC - Population Census,70.29
NA,1972,PC - Population Census,46.81
NA,1962,PC - Population Census,53.55
FRA,2024,LFS - Employment Survey,56.604
FRA,2023,LFS - Employment Survey,56.317
FRA,2022,LFS - Employment Survey,56.22
FRA,2021,LFS - Employment Survey,55.938
FRA,2020,LFS - Employment Survey,54.535
FRA,2019,LFS - Employment Survey,55.272
FRA,2018,LFS - Employment Survey,55.624
FRA,2017,LFS - Employment Survey,55.638
FRA,2016,LFS - Employment Survey,55.933
FRA,2015,LFS - Employment Survey,56.06
FRA,2014,LFS - Employment Survey,56.098
FRA,2013,LFS - Employment Survey,56.432
FRA,2012,LFS - Employment Survey,56.263
FRA,2011,LFS - Employment Survey,56.029
FRA,2010,LFS - Employment Survey,56.25
FRA,2009,LFS - Employment Survey,56.332
FRA,2008,LFS - Employment Survey,56.07
FRA,2007,LFS - Employment Survey,55.982
FRA,2006,LFS - Employment Survey,55.88
FRA,2005,LFS - Employment Survey,55.949
FRA,2004,LFS - Employment Survey,56.254
