ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Dominican Republic,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,Age (5-year bands): Total,2013,59.27,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,Age (5-year bands): Total,2014,59.53,,,,Repository: ILO-STATISTICS - Micro data processing
Algeria,Labour force participation rate by sex and age (%),LFS - Enquête Emploi auprès des Ménages,Sex: Total,Age (5-year bands): Total,2010,41.7,,,,Data reference period: September
Algeria,Labour force participation rate by sex and age (%),LFS - Enquête Emploi auprès des Ménages,Sex: Total,Age (5-year bands): Total,2011,40.15,,,,Data reference period: September
Algeria,Labour force participation rate by sex and age (%),LFS - Enquête Emploi auprès des Ménages,Sex: Total,Age (5-year bands): Total,2012,42,,,,Data reference period: September
Algeria,Labour force participation rate by sex and age (%),LFS - Enquête Emploi auprès des Ménages,Sex: Total,Age (5-year bands): Total,2013,43.2,,,,Data reference period: September
Algeria,Labour force participation rate by sex and age (%),LFS - Enquête Emploi auprès des Ménages,Sex: Total,Age (5-year bands): Total,2014,40.74,,,,Data reference period: September
Algeria,Labour force participation rate by sex and age (%),LFS - Enquête Emploi auprès des Ménages,Sex: Total,Age (5-year bands): Total,2017,41.81,,,,Data reference period: September
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2010,62.68,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2011,61.78,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2012,62.45,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2013,62.26,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2014,62.62,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2015,65.66,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2016,67.67,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2017,68.15,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2018,66.66,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2019,66.18,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Labour force participation rate by sex and age (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Age (5-year bands): Total,2020,60.09,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2010,49.37,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2011,48.79,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2012,48.49,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2013,48.44,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2014,48.12,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2015,46.98,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2016,46.68,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2017,45.01,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2018,43.35,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,Labour force participation rate by sex and age (%),LFS - Labour Force Sample Survey,Sex: Total,Age (5-year bands): Total,2019,42.21,,,,Repository: ILO-STATISTICS - Micro data processing
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,59.61,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,59.68,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,59.75,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,59.36,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,58.93,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,58.83,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,58.52,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,58.11,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,57.92,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,57.92,,,,Repository: Eurostat special tabulation
Spain,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,56.71,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,60.5,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,61.3,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,61.31,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,61.33,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,61.12,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,62.12,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,62.87,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,63.66,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,63.8,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,63.65,,,,Repository: Eurostat special tabulation
Estonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,63.63,,,,Repository: Eurostat special tabulation
Ethiopia,Labour force participation rate by sex and age (%),LFS - National Labor Force Survey,Sex: Total,Age (5-year bands): Total,2013,81.24,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,59.96,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,59.91,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,59.75,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,59.14,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,58.94,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,58.94,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,58.61,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,58.88,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,59.44,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,59.42,,,,Repository: Eurostat special tabulation
Finland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,59.03,,,,Repository: Eurostat special tabulation
Fiji,Labour force participation rate by sex and age (%),"LFS - Employment, Unemployment Survey",Sex: Total,Age (5-year bands): Total,2011,63.06,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,Labour force participation rate by sex and age (%),"LFS - Employment, Unemployment Survey",Sex: Total,Age (5-year bands): Total,2014,58.89,,,,
Fiji,Labour force participation rate by sex and age (%),"LFS - Employment, Unemployment Survey",Sex: Total,Age (5-year bands): Total,2016,57.58,,,,Repository: ILO-STATISTICS - Micro data processing
Falkland Islands (Malvinas),Labour force participation rate by sex and age (%),PC - Population Census,Sex: Total,Age (5-year bands): Total,2012,81.9,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 65 years old
Falkland Islands (Malvinas),Labour force participation rate by sex and age (%),PC - Population Census,Sex: Total,Age (5-year bands): Total,2016,90.4,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,56.51,,,,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,56.26,,,,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,56.47,,,,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,56.44,,,,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,56.11,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,56.01,,,,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,55.82,,,,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,55.64,,,,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,55.62,,,,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,55.27,,,,Repository: Eurostat special tabulation
France,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,54.53,,,,Repository: Eurostat special tabulation
"Micronesia, Federated States of",Labour force participation rate by sex and age (%),HIES - Household Income and Expenditure Survey,Sex: Total,Age (5-year bands): Total,2014,56.89,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Gabon,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi et le Chômage,Sex: Total,Age (5-year bands): Total,2010,48.7,,,,
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,62.35,,,,Repository: Eurostat special tabulation
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,62.33,,,,Repository: Eurostat special tabulation
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,62.48,,,,Repository: Eurostat special tabulation
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,62.61,,,,Repository: Eurostat special tabulation
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,62.68,,,,Repository: Eurostat special tabulation
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,62.75,,,,Repository: Eurostat special tabulation
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,62.94,,,,Repository: Eurostat special tabulation
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,62.91,,,,Repository: Eurostat special tabulation
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,63.08,,,,Repository: Eurostat special tabulation
United Kingdom,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,63.22,,,,Repository: Eurostat special tabulation
Georgia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,65.83,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,63.93,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,62.93,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,50.48,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Georgia,Labour force participation rate by sex and age (%),HS - Integrated Household Survey,Sex: Total,Age (5-year bands): Total,2010,65.49,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,Labour force participation rate by sex and age (%),HS - Integrated Household Survey,Sex: Total,Age (5-year bands): Total,2011,66.22,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,Labour force participation rate by sex and age (%),HS - Integrated Household Survey,Sex: Total,Age (5-year bands): Total,2012,67.55,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,Labour force participation rate by sex and age (%),HS - Integrated Household Survey,Sex: Total,Age (5-year bands): Total,2013,67.15,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,Labour force participation rate by sex and age (%),HS - Integrated Household Survey,Sex: Total,Age (5-year bands): Total,2014,67.7,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,Labour force participation rate by sex and age (%),HS - Integrated Household Survey,Sex: Total,Age (5-year bands): Total,2015,68.78,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,Labour force participation rate by sex and age (%),HS - Integrated Household Survey,Sex: Total,Age (5-year bands): Total,2016,68.42,,,,Repository: ILO-STATISTICS - Micro data processing
Guernsey,Labour force participation rate by sex and age (%),ADM - Official Bulletin,Sex: Total,Age (5-year bands): Total,2011,75.34,,,,"Geographical coverage: Total national, excluding overseas territories | Age coverage - minimum age: 15+ | Age coverage - maximum age: 65 years old"
Guernsey,Labour force participation rate by sex and age (%),ADM - Official Bulletin,Sex: Total,Age (5-year bands): Total,2012,75.39,,,,"Geographical coverage: Total national, excluding overseas territories | Age coverage - minimum age: 15+ | Age coverage - maximum age: 65 years old"
Guernsey,Labour force participation rate by sex and age (%),ADM - Official Bulletin,Sex: Total,Age (5-year bands): Total,2013,75.66,,,,"Geographical coverage: Total national, excluding overseas territories | Age coverage - maximum age: 65 years old"
Guernsey,Labour force participation rate by sex and age (%),ADM - Official Bulletin,Sex: Total,Age (5-year bands): Total,2014,76.23,,,,"Geographical coverage: Total national, excluding overseas territories | Age coverage - maximum age: 65 years old"
Guernsey,Labour force participation rate by sex and age (%),ADM - Official Bulletin,Sex: Total,Age (5-year bands): Total,2015,72,,,,"Data reference period: End of the year | Geographical coverage: Total national, excluding overseas territories | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old"
Guernsey,Labour force participation rate by sex and age (%),ADM - Official Bulletin,Sex: Total,Age (5-year bands): Total,2016,75,,,,"Data reference period: End of the year | Geographical coverage: Total national, excluding overseas territories | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old"
Ghana,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,69.25,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ghana,Labour force participation rate by sex and age (%),HIES - Living Standards Survey,Sex: Total,Age (5-year bands): Total,2013,76.13,,,,Repository: ILO-STATISTICS - Micro data processing
Ghana,Labour force participation rate by sex and age (%),HIES - Living Standards Survey,Sex: Total,Age (5-year bands): Total,2017,56.96,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Ghana,Labour force participation rate by sex and age (%),PC - Population Census,Sex: Total,Age (5-year bands): Total,2010,70.89,,,,Repository: ILO-STATISTICS - Micro data processing
Guinea,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,Sex: Total,Age (5-year bands): Total,2019,52.88,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Gambia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,58.96,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Gambia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,37.24,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,53.5,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,52.66,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,52.33,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,52.03,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,51.83,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,51.99,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,52.15,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,52.08,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,51.89,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,51.96,,,,Repository: Eurostat special tabulation
Greece,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,51,,,,Repository: Eurostat special tabulation
Greenland,Labour force participation rate by sex and age (%),ADM - Employment and Unemployment for permanent residents,Sex: Total,Age (5-year bands): Total,2010,73.59,,,,Data reference period: End of the year | Age coverage - maximum age: 64 years old
Greenland,Labour force participation rate by sex and age (%),ADM - Employment and Unemployment for permanent residents,Sex: Total,Age (5-year bands): Total,2011,73.85,,,,Data reference period: End of the year | Age coverage - maximum age: 64 years old
Greenland,Labour force participation rate by sex and age (%),ADM - Employment and Unemployment for permanent residents,Sex: Total,Age (5-year bands): Total,2012,74.09,,,,Data reference period: End of the year | Age coverage - maximum age: 64 years old
Greenland,Labour force participation rate by sex and age (%),ADM - Employment and Unemployment for permanent residents,Sex: Total,Age (5-year bands): Total,2013,74.01,,,,Data reference period: End of the year | Age coverage - maximum age: 64 years old
Greenland,Labour force participation rate by sex and age (%),ADM - Employment and Unemployment for permanent residents,Sex: Total,Age (5-year bands): Total,2014,73.72,,,,Data reference period: End of the year | Age coverage - maximum age: 64 years old
Greenland,Labour force participation rate by sex and age (%),ADM - Employment and Unemployment for permanent residents,Sex: Total,Age (5-year bands): Total,2015,74.06,,,,Data reference period: End of the year | Age coverage - maximum age: 64 years old
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2010,60.46,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2011,61.4,,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2012,65.12,,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2013,60.22,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2014,60.73,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2015,60.6,,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2016,60.69,,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2017,60.94,,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2018,60.5,,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,Age (5-year bands): Total,2019,59.17,,,,Repository: ILO-STATISTICS - Micro data processing
Guyana,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,54.12,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2010,59.59,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2011,60.07,,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2012,60.5,,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2013,61.22,,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2014,61.06,,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2015,61.14,,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2016,61.05,,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2017,61.06,,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2018,61.16,,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2019,60.56,,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",Labour force participation rate by sex and age (%),LFS - General Household Survey,Sex: Total,Age (5-year bands): Total,2020,59.56,,,,Repository: ILO-STATISTICS - Micro data processing
Honduras,Labour force participation rate by sex and age (%),HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Total,Age (5-year bands): Total,2010,61.91,,,,Repository: ILO-STATISTICS - Micro data processing
