iso3c,iso2c,country,capital,long,lat,regionID,region_iso2c,region,adminID,admin_iso2c,admin,incomeID,income_iso2c,income,lendingID,lending_iso2c,lending,hyperlink,source,type,year,geo,data_available,data_quality,data_value,max_value
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ES05,Admin,2005,Rural,1,1,100,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ES05,Admin,2005,Urban,1,1,100,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ES12,Admin,2012,National,1,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ES12,Admin,2012,Rural,1,1,100,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ES12,Admin,2012,Urban,1,1,100,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ES13,Admin,2013,National,1,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ES13,Admin,2013,Rural,1,1,100,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ES13,Admin,2013,Urban,1,1,100,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW05,Admin,2005,National,1,1,94,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW05,Admin,2005,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW05,Admin,2005,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW06,Admin,2006,National,1,1,98,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW06,Admin,2006,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW06,Admin,2006,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW07,Admin,2007,National,1,1,99,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW07,Admin,2007,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW07,Admin,2007,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW09,Admin,2009,National,0,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW09,Admin,2009,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW09,Admin,2009,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW11,Admin,2011,National,1,1,99.8,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW11,Admin,2011,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW11,Admin,2011,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW12,Admin,2012,National,1,1,99.5,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW12,Admin,2012,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW12,Admin,2012,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW13,Admin,2013,National,1,1,99.5,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW13,Admin,2013,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,ESDW13,Admin,2013,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,EUSILC13,Admin,2013,National,0,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,EUSILC13,Admin,2013,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,EUSILC13,Admin,2013,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,EUSILC14,Admin,2014,National,0,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,EUSILC14,Admin,2014,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,EUSILC14,Admin,2014,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,EUSILC15,Admin,2015,National,0,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,EUSILC15,Admin,2015,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,EUSILC15,Admin,2015,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,JMP99,Admin,1999,National,0,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,JMP99,Admin,1999,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,JMP99,Admin,1999,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,UWWTD07,Admin,2007,National,0,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,UWWTD07,Admin,2007,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,UWWTD07,Admin,2007,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,UWWTD09,Admin,2009,National,0,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,UWWTD09,Admin,2009,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,UWWTD09,Admin,2009,Urban,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,UWWTD15,Admin,2015,National,0,1,NA,99.8
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,UWWTD15,Admin,2015,Rural,0,1,NA,100
CYP,CY,Cyprus,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CYP/household/download,UWWTD15,Admin,2015,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,CEN11,Census,2011,National,1,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,CEN11,Census,2011,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,CEN11,Census,2011,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES00,Admin,2000,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES00,Admin,2000,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES00,Admin,2000,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES01,Admin,2001,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES01,Admin,2001,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES01,Admin,2001,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES02,Admin,2002,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES02,Admin,2002,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES02,Admin,2002,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES03,Admin,2003,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES03,Admin,2003,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES03,Admin,2003,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES04,Admin,2004,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES04,Admin,2004,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES04,Admin,2004,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES05,Admin,2005,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES05,Admin,2005,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES05,Admin,2005,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES06,Admin,2006,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES06,Admin,2006,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES06,Admin,2006,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES07,Admin,2007,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES07,Admin,2007,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES07,Admin,2007,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES08,Admin,2008,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES08,Admin,2008,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES08,Admin,2008,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES09,Admin,2009,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES09,Admin,2009,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES09,Admin,2009,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES10,Admin,2010,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES10,Admin,2010,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES10,Admin,2010,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES11,Admin,2011,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES11,Admin,2011,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES11,Admin,2011,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES12,Admin,2012,National,1,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES12,Admin,2012,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES12,Admin,2012,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES13,Admin,2013,National,1,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES13,Admin,2013,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES13,Admin,2013,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES14,Admin,2014,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES14,Admin,2014,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES14,Admin,2014,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES15,Admin,2015,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES15,Admin,2015,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES15,Admin,2015,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES90,Admin,1990,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES90,Admin,1990,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES90,Admin,1990,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES91,Admin,1991,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES91,Admin,1991,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES91,Admin,1991,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES92,Admin,1992,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES92,Admin,1992,Rural,0,0,NA,98.94803829695157
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES92,Admin,1992,Urban,0,1,NA,100
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES93,Admin,1993,National,0,1,NA,99.91
CZE,CZ,Czech Republic,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,https://washdata.org/data/country/CZE/household/download,ES93,Admin,1993,Rural,0,0,NA,98.94803829695157
