ref_area,indicator,source,sex,classif1,time,obs_value,obs_status
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_Y15-24,2014,70.185,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE25,2014,84.638,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE15,2015,80.021,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_Y15-24,2015,70.415,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE25,2015,84.548,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE15,2016,79.977,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_Y15-24,2016,70.117,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE25,2016,84.521,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE15,2017,79.957,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_Y15-24,2017,69.804,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE25,2017,84.566,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE15,2018,79.937,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_Y15-24,2018,69.774,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE25,2018,84.525,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE15,2019,79.89,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_Y15-24,2019,69.477,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE25,2019,84.614,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE15,2020,75.184,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_Y15-24,2020,62.983,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE25,2020,80.813,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE15,2021,76.834,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_Y15-24,2021,66.17,
ERI,EAP_2WAP_SEX_AGE_RT,XA:1921,SEX_T,AGE_YTHADULT_YGE25,2021,81.859,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2010,49.798,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2010,37.224,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2010,54.617,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2011,49.748,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2011,36.962,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2011,54.563,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2012,49.659,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2012,36.661,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2012,54.449,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2013,49.608,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2013,36.406,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2013,54.35,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2014,49.526,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2014,36.095,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2014,54.209,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2015,49.527,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2015,35.865,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2015,54.139,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2016,49.5,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2016,35.62,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2016,54.063,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2017,49.477,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2017,35.347,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2017,53.999,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2018,49.456,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2018,35.056,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2018,53.936,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2019,49.456,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2019,34.798,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2019,53.887,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2020,48.452,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2020,32.769,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2020,53.057,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE15,2021,48.537,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_Y15-24,2021,34.095,
ESH,EAP_2WAP_SEX_AGE_RT,XA:2024,SEX_T,AGE_YTHADULT_YGE25,2021,52.704,
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2010,59.61,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2010,42.65,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2010,61.985,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2011,59.68,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2011,40.91,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2011,62.235,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2012,59.75,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2012,39.027,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2012,62.516,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2013,59.36,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2013,37.772,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2013,62.204,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2014,58.93,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2014,35.721,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2014,61.959,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2015,58.83,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2015,34.716,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2015,61.953,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2016,58.52,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2016,33.041,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2016,61.793,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2017,58.11,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2017,33.298,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2017,61.272,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2018,57.92,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2018,32.923,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2018,61.085,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2019,57.92,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2019,32.908,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2019,61.078,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2020,56.71,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2020,29.797,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2020,60.114,R
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE15,2021,57.411,
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_Y15-24,2021,31.361,
ESP,EAP_2WAP_SEX_AGE_RT,XA:2028,SEX_T,AGE_YTHADULT_YGE25,2021,60.734,
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2010,60.5,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2010,37.777,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2010,64.758,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2011,61.3,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2011,40.023,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2011,65.09,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2012,61.31,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2012,40.761,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2012,64.754,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2013,61.33,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2013,39.768,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2013,64.71,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2014,61.12,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2014,39.162,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2014,64.346,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2015,62.12,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2015,41.733,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2015,64.954,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2016,62.87,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2016,43.257,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2016,65.508,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2017,63.66,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2017,46.078,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2017,65.954,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2018,63.8,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2018,47.309,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2018,65.89,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2019,63.65,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2019,44.62,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2019,66.004,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2020,63.63,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2020,42.948,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2020,66.15,R
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE15,2021,63.385,
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_Y15-24,2021,41.252,
EST,EAP_2WAP_SEX_AGE_RT,XA:1874,SEX_T,AGE_YTHADULT_YGE25,2021,66.096,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2010,81.536,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2010,75.329,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2010,85.064,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2011,81.437,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2011,75.288,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2011,84.97,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2012,81.339,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2012,75.249,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2012,84.876,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2013,81.24,R
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2013,75.207,R
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2013,84.778,R
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2014,81.134,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2014,74.599,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2014,84.988,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2015,81.028,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2015,73.975,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2015,85.188,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2016,80.942,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2016,73.459,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2016,85.339,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2017,80.853,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2017,72.906,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2017,85.487,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2018,80.764,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2018,72.307,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2018,85.638,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2019,80.679,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2019,71.732,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2019,85.758,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2020,77.522,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2020,66.747,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2020,83.528,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE15,2021,78.464,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_Y15-24,2021,69.075,
ETH,EAP_2WAP_SEX_AGE_RT,XA:2036,SEX_T,AGE_YTHADULT_YGE25,2021,83.591,
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2010,59.96,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2010,49.416,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2010,61.786,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2011,59.91,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2011,50.562,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2011,61.523,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2012,59.75,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2012,51.634,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2012,61.142,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2013,59.14,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2013,51.861,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2013,60.378,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2014,58.94,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2014,52.086,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2014,60.092,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2015,58.94,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2015,52.241,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2015,60.047,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2016,58.61,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2016,52.222,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2016,59.649,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2017,58.88,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2017,53.261,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2017,59.775,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2018,59.44,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2018,53.102,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2018,60.427,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2019,59.42,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2019,53.909,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2019,60.262,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2020,59.03,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2020,52.246,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2020,60.05,R
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE15,2021,60.168,
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_Y15-24,2021,52.45,
FIN,EAP_2WAP_SEX_AGE_RT,XA:1836,SEX_T,AGE_YTHADULT_YGE25,2021,61.323,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE15,2010,62.029,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_Y15-24,2010,38.675,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE25,2010,70.196,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE15,2011,63.06,R
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_Y15-24,2011,39.044,R
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE25,2011,71.284,R
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE15,2012,61.688,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_Y15-24,2012,38.659,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE25,2012,69.434,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE15,2013,60.298,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_Y15-24,2013,38.298,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE25,2013,67.584,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE15,2014,58.89,R
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_Y15-24,2014,37.955,R
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE25,2014,65.726,R
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE15,2015,58.236,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_Y15-24,2015,38.733,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE25,2015,64.509,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE15,2016,57.58,R
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_Y15-24,2016,39.528,R
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE25,2016,63.272,R
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE15,2017,57.455,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_Y15-24,2017,38.919,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE25,2017,63.188,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE15,2018,57.382,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_Y15-24,2018,38.549,
FJI,EAP_2WAP_SEX_AGE_RT,XA:2044,SEX_T,AGE_YTHADULT_YGE25,2018,63.116,
