ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y25-34,2018,87.1,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y35-44,2018,89.88,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y45-54,2018,84.41,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y55-64,2018,64.66,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_YGE65,2018,8.53,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_TOTAL,2018,62.4,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y15-19,2018,8.56,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y20-24,2018,65.43,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y25-29,2018,85.84,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y30-34,2018,88.41,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y35-39,2018,90.41,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y40-44,2018,89.27,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y45-49,2018,87.74,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y50-54,2018,81.11,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y55-59,2018,73.34,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y60-64,2018,54.91,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_YGE65,2018,8.53,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_YTHADULT_YGE15,2019,62.96,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_YTHADULT_Y15-64,2019,76.05,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_YTHADULT_Y15-24,2019,38.82,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_YTHADULT_YGE25,2019,66.6,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_TOTAL,2019,62.96,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_Y15-24,2019,38.82,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_Y25-54,2019,88.29,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_Y55-64,2019,65.26,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_YGE65,2019,9.41,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_TOTAL,2019,62.96,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y15-24,2019,38.82,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y25-34,2019,88.51,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y35-44,2019,89.87,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y45-54,2019,86.25,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y55-64,2019,65.26,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_YGE65,2019,9.41,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_TOTAL,2019,62.96,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y15-19,2019,9.86,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y20-24,2019,63.74,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y25-29,2019,88.32,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y30-34,2019,88.71,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y35-39,2019,89.95,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y40-44,2019,89.77,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y45-49,2019,90.42,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y50-54,2019,81.99,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y55-59,2019,73.63,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y60-64,2019,56.27,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_YGE65,2019,9.41,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_YTHADULT_YGE15,2020,62.7,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_YTHADULT_Y15-64,2020,75.79,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_YTHADULT_Y15-24,2020,38.29,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_YTHADULT_YGE25,2020,66.26,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_TOTAL,2020,62.7,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_Y15-24,2020,38.29,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_Y25-54,2020,87.87,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_Y55-64,2020,64.74,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_AGGREGATE_YGE65,2020,9,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_TOTAL,2020,62.7,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y15-24,2020,38.29,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y25-34,2020,88.1,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y35-44,2020,89.88,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y45-54,2020,85.17,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_Y55-64,2020,64.74,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_10YRBANDS_YGE65,2020,9,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_TOTAL,2020,62.7,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y15-19,2020,8.43,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y20-24,2020,64.05,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y25-29,2020,85.76,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y30-34,2020,90.46,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y35-39,2020,90.46,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y40-44,2020,89.19,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y45-49,2020,88.44,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y50-54,2020,81.86,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y55-59,2020,75.31,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_Y60-64,2020,53.56,,,,R1:2384
CYP,EAP_DWAP_SEX_AGE_RT,BA:2259,SEX_T,AGE_5YRBANDS_YGE65,2020,9,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE15,2010,58.44,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-64,2010,70.17,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-24,2010,30.88,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE25,2010,63.07,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_TOTAL,2010,58.44,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y15-24,2010,30.88,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y25-54,2010,87.82,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y55-64,2010,49.73,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_YGE65,2010,4.74,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_TOTAL,2010,58.44,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y15-24,2010,30.88,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y25-34,2010,80.95,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y35-44,2010,91.4,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y45-54,2010,92.07,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y55-64,2010,49.73,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_YGE65,2010,4.74,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_TOTAL,2010,58.44,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y15-19,2010,6.87,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y20-24,2010,51.51,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y25-29,2010,79.95,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y30-34,2010,81.77,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y35-39,2010,89.52,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y40-44,2010,93.71,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y45-49,2010,93.83,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y50-54,2010,90.3,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y55-59,2010,72.42,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y60-64,2010,26.25,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_YGE65,2010,4.74,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE15,2011,58.26,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-64,2011,70.53,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-24,2011,29.93,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE25,2011,62.79,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_TOTAL,2011,58.26,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y15-24,2011,29.93,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y25-54,2011,88.04,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y55-64,2011,50.6,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_YGE65,2011,4.64,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_TOTAL,2011,58.26,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y15-24,2011,29.93,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y25-34,2011,81,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y35-44,2011,91.52,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y45-54,2011,92.16,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y55-64,2011,50.6,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_YGE65,2011,4.64,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_TOTAL,2011,58.26,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y15-19,2011,6.64,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y20-24,2011,49.28,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y25-29,2011,79.87,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y30-34,2011,81.95,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y35-39,2011,89.65,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y40-44,2011,93.88,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y45-49,2011,93.93,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y50-54,2011,90.29,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y55-59,2011,74.24,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y60-64,2011,26.77,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_YGE65,2011,4.64,B,,I11:264,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE15,2012,58.64,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-64,2012,71.58,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-24,2012,31.3,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE25,2012,62.84,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_TOTAL,2012,58.64,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y15-24,2012,31.3,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y25-54,2012,88.36,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y55-64,2012,52.39,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_YGE65,2012,4.72,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_TOTAL,2012,58.64,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y15-24,2012,31.3,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y25-34,2012,80.42,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y35-44,2012,91.66,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y45-54,2012,93.39,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y55-64,2012,52.39,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_YGE65,2012,4.72,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_TOTAL,2012,58.64,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y15-19,2012,6.67,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y20-24,2012,50.73,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y25-29,2012,79.39,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y30-34,2012,81.31,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y35-39,2012,89.55,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y40-44,2012,94.32,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y45-49,2012,94.74,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y50-54,2012,91.91,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y55-59,2012,76.28,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y60-64,2012,28.54,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_YGE65,2012,4.72,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE15,2013,59.28,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-64,2013,72.87,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-24,2013,31.55,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE25,2013,63.36,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_TOTAL,2013,59.28,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y15-24,2013,31.55,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y25-54,2013,89.06,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y55-64,2013,54.81,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_YGE65,2013,5.15,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_TOTAL,2013,59.28,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y15-24,2013,31.55,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y25-34,2013,81.91,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y35-44,2013,91.58,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y45-54,2013,93.86,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y55-64,2013,54.81,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_YGE65,2013,5.15,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_TOTAL,2013,59.28,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y15-19,2013,5.94,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y20-24,2013,50.94,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y25-29,2013,81.21,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y30-34,2013,82.54,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y35-39,2013,89.69,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y40-44,2013,93.89,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y45-49,2013,95.32,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y50-54,2013,92.25,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y55-59,2013,78.56,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_Y60-64,2013,31.45,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_5YRBANDS_YGE65,2013,5.15,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE15,2014,59.31,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-64,2014,73.52,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_Y15-24,2014,32.2,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_YTHADULT_YGE25,2014,63.14,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_TOTAL,2014,59.31,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y15-24,2014,32.2,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y25-54,2014,88.77,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_Y55-64,2014,56.81,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_AGGREGATE_YGE65,2014,4.97,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_TOTAL,2014,59.31,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y15-24,2014,32.2,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y25-34,2014,81.7,,,,R1:2384
CZE,EAP_DWAP_SEX_AGE_RT,BA:2249,SEX_T,AGE_10YRBANDS_Y35-44,2014,91.06,,,,R1:2384
