Country Code,"Series Code","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016","YR2017","YR2018","YR2019","YR2020"
CIV,"5.51.01.10.gdp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
CIV,"IQ.SCI.PRDC","90","90","86.66667","83.33333","80","73.33333","76.66667","83.33333","80","80","80","86.6667","83.3333","90","90.0001","90.0001","93.3334"
CIV,"3.11.01.01.popcen","1","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","1"
CIV,"5.14.01.01.povsurv","1","1","1","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0","0","0","0","0.5","0.5","0.5"
CIV,"5.51.01.08.primcomp","0.66667","0.66667","0.33333","0.33333","0.33333","0.33333","0.33333","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","1","1"
CIV,"IQ.SCI.SRCE","80","80","80","70","70","70","50","50","50","30","20","40","60","50","60","60","60"
CIV,"5.21.01.01.sdds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CIV,"5.12.01.01.unesco","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1"
CIV,"3.11.01.03.popreg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
HRV,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"3.01.04.01.agcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"2.04.01.01.excncpt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"5.51.01.02.malnut","1","1","1","1","0.66667","0.33333","0","0","0","0","0","0","0","0","0","0","0"
HRV,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"2.01.03.01.prcpbase","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
HRV,"5.04.01.01.exdebt","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1"
HRV,"5.51.01.07.gender","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","0.66667","1","0.66667","0.66667","1","1","0.66667","1"
HRV,"3.02.01.02.fscov","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
HRV,"5.13.01.01.hlthsurv","1","1","1","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0","0","0","0","0","0","0"
HRV,"5.51.01.05.hiv","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1"
HRV,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"5.04.01.02.impexp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
HRV,"5.51.01.01.poverty","1","1","1","1","1","1","1","1","1","1","1","0.66667","1","1","1","1","1"
HRV,"5.01.01.01.indust","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"5.51.01.06.matern","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"IQ.SCI.MTHD","90","90","90","80","90","90","80","80","80","90","90","90","90","80","80","80","90"
HRV,"2.01.01.02.nabase","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"5.13.01.01.who","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"IQ.SCI.OVRL","95.5555555555555","95.5555555555555","94.4444444444445","87.7777777777778","90","88.8888888888889","84.4444444444444","86.6666666666667","86.6666666666667","87.7777777777778","83.3333333333333","80.0000333333333","81.1111333333333","83.3333333333333","83.3333333333333","81.1111333333333","86.6666666666667"
HRV,"5.51.01.10.gdp","0.66667","0.66667","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"IQ.SCI.PRDC","96.66667","96.66667","93.33333","93.33333","90","86.66667","83.33333","90","90","83.3333333333333","80","70.0001","73.3334","90","90","83.3334","90"
HRV,"3.11.01.01.popcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"5.14.01.01.povsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"5.51.01.08.primcomp","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","0.66667","1","0.66667","0.66667","1","1","0.66667","1"
HRV,"IQ.SCI.SRCE","100","100","100","90","90","90","90","90","90","90","80","80","80","80","80","80","80"
HRV,"5.21.01.01.sdds","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"5.12.01.01.unesco","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
HRV,"3.11.01.03.popreg","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DJI,"5.51.01.09.water","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DJI,"3.01.04.01.agcen","..","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
DJI,"2.04.01.01.excncpt","..","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1"
DJI,"5.51.01.02.malnut","..","0.33333","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.33333"
DJI,"5.51.01.03.mortal","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DJI,"2.01.03.01.prcpbase","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DJI,"5.04.01.01.exdebt","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DJI,"5.51.01.07.gender","..","1","1","1","1","1","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","1","1"
DJI,"3.02.01.02.fscov","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DJI,"5.13.01.01.hlthsurv","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DJI,"5.51.01.05.hiv","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DJI,"5.51.01.04.immun","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DJI,"5.04.01.02.impexp","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DJI,"5.51.01.01.poverty","..","0","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.66667","1","1","1"
DJI,"5.01.01.01.indust","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DJI,"5.51.01.06.matern","..","0","0","0.33333","0.33333","0.33333","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","0.66667","0.66667","0.66667","0.33333"
DJI,"IQ.SCI.MTHD","..","40","40","30","30","30","20","30","40","40","40","40","40","40","40","50","50"
DJI,"2.01.01.02.nabase","..","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
DJI,"5.13.01.01.who","..","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1"
DJI,"IQ.SCI.OVRL","..","50","52.2222222222222","43.3333333333333","40","40","44.4444444444444","44.4444444444444","46.6666666666667","46.6666666666667","45.5555555555556","46.6666666666667","53.3333666666667","54.4445","54.4444666666667","58.8889","57.7777666666667"
DJI,"5.51.01.10.gdp","..","1","1","1","1","1","1","1","1","1","1","1","0.66667","0.66667","0.33333","0.33333","0.66667"
DJI,"IQ.SCI.PRDC","..","70","76.66667","80","80","80","83.33333","83.33333","80","80","76.6666666666667","80","80.0001","83.3335","83.3334","86.6667","83.3333"
DJI,"3.11.01.01.popcen","..","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1"
DJI,"5.14.01.01.povsurv","..","1","1","1","0.5","0.5","0.5","0","0","0","0","0","0","0","1","1","1"
DJI,"5.51.01.08.primcomp","..","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333","0.66667","0.66667","0.66667","1","1"
DJI,"IQ.SCI.SRCE","..","40","40","20","10","10","30","20","20","20","20","20","40","40","40","40","40"
DJI,"5.21.01.01.sdds","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DJI,"5.12.01.01.unesco","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DJI,"3.11.01.03.popreg","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.51.01.09.water","..","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1"
DMA,"3.01.04.01.agcen","..","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
DMA,"2.04.01.01.excncpt","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DMA,"5.51.01.02.malnut","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.51.01.03.mortal","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DMA,"2.01.03.01.prcpbase","..","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1"
DMA,"5.04.01.01.exdebt","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DMA,"5.51.01.07.gender","..","1","1","1","1","1","1","1","1","1","0.66667","0.66667","0.33333","0.33333","0.33333","0.33333","0.33333"
DMA,"3.02.01.02.fscov","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.13.01.01.hlthsurv","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.51.01.05.hiv","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.51.01.04.immun","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DMA,"5.04.01.02.impexp","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.51.01.01.poverty","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.01.01.01.indust","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.51.01.06.matern","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DMA,"IQ.SCI.MTHD","..","50","50","50","50","50","30","40","50","40","60","60","60","60","50","50","40"
DMA,"2.01.01.02.nabase","..","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0"
DMA,"5.13.01.01.who","..","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1"
DMA,"IQ.SCI.OVRL","..","60","60","53.3333333333333","53.3333333333333","53.3333333333333","46.6666666666667","50","53.3333333333333","50","55.5555555555556","52.2222333333333","57.7777666666667","57.7777666666667","51.1111","50","46.6666666666667"
DMA,"5.51.01.10.gdp","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DMA,"IQ.SCI.PRDC","..","70","70","70","70","70","70","70","70","70","66.6666666666667","56.6667","53.3333","53.3333","63.3333","60","60"
DMA,"3.11.01.01.popcen","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DMA,"5.14.01.01.povsurv","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.51.01.08.primcomp","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.66667","0.66667"
DMA,"IQ.SCI.SRCE","..","60","60","40","40","40","40","40","40","40","40","40","60","60","40","40","40"
DMA,"5.21.01.01.sdds","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DMA,"5.12.01.01.unesco","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
DMA,"3.11.01.03.popreg","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"3.01.04.01.agcen","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0"
DOM,"2.04.01.01.excncpt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"5.51.01.02.malnut","1","0.66667","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.66667"
DOM,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"2.01.03.01.prcpbase","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0"
DOM,"5.04.01.01.exdebt","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
DOM,"5.51.01.07.gender","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","0.66667","1","1","1","1","1"
DOM,"3.02.01.02.fscov","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"5.13.01.01.hlthsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.5","1"
DOM,"5.51.01.05.hiv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"5.04.01.02.impexp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DOM,"5.51.01.01.poverty","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"5.01.01.01.indust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
DOM,"5.51.01.06.matern","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"IQ.SCI.MTHD","60","60","40","50","50","50","50","50","50","50","60","60","70","70","70","60","60"
DOM,"2.01.01.02.nabase","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
DOM,"5.13.01.01.who","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
DOM,"IQ.SCI.OVRL","71.1111111111111","70","64.4444444444444","66.6666666666667","67.7777777777778","67.7777777777778","67.7777777777778","67.7777777777778","67.7777777777778","75.5555555555556","78.8888888888889","78.8889","83.3333333333333","83.3333333333333","76.6666666666667","70","72.2222333333333"
DOM,"5.51.01.10.gdp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"IQ.SCI.PRDC","93.33333","90","93.33333","90","93.33333","93.33333","93.33333","93.33333","93.33333","96.6666666666667","96.6666666666667","96.6667","100","100","100","100","96.6667"
DOM,"3.11.01.01.popcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"5.14.01.01.povsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"5.51.01.08.primcomp","0.66667","0.66667","0.66667","0.33333","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","1","1","1","1"
DOM,"IQ.SCI.SRCE","60","60","60","60","60","60","60","60","60","80","80","80","80","80","60","50","60"
DOM,"5.21.01.01.sdds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DOM,"5.12.01.01.unesco","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DOM,"3.11.01.03.popreg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
EAP,"5.51.01.09.water","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"3.01.04.01.agcen","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"2.04.01.01.excncpt","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.51.01.02.malnut","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.51.01.03.mortal","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"2.01.03.01.prcpbase","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.04.01.01.exdebt","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.51.01.07.gender","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"3.02.01.02.fscov","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.13.01.01.hlthsurv","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.51.01.05.hiv","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.51.01.04.immun","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.04.01.02.impexp","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.51.01.01.poverty","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.01.01.01.indust","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.51.01.06.matern","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"IQ.SCI.MTHD","62.7272727272727","64.5454545454545","58.3333333333333","60","60.8333333333333","59.1666666666667","57.5","57.5","52.5","54.1666666666667","62.5","61.6666666666667","61.6666666666667","60","65","67.5","67.5"
EAP,"2.01.01.02.nabase","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.13.01.01.who","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"IQ.SCI.OVRL","70.3030303030303","72.3232324242424","69.2592594444445","69.6296294444444","70.0925925","69.3518522222222","69.3518519444444","69.1666666666667","67.4074072222222","68.8888888888889","71.3888888888889","72.0370388888889","73.3333305555555","73.7036972222222","74.1666694444445","75.0926","74.5370444444444"
EAP,"5.51.01.10.gdp","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"IQ.SCI.PRDC","83.6363636363636","84.2424245454545","80.2777783333333","81.3888883333333","81.9444441666667","81.38889","82.2222225","81.6666666666667","82.2222216666667","81.6666666666666","80","80.2777833333333","83.333325","85.2777583333333","85.8333416666667","86.1111333333333","86.1111333333333"
EAP,"3.11.01.01.popcen","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.14.01.01.povsurv","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.51.01.08.primcomp","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"IQ.SCI.SRCE","64.5454545454545","68.1818181818182","69.1666666666667","67.5","67.5","67.5","68.3333333333333","68.3333333333333","67.5","70.8333333333333","71.6666666666667","74.1666666666667","75","75.8333333333333","71.6666666666667","71.6666666666667","70"
EAP,"5.21.01.01.sdds","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"5.12.01.01.unesco","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
EAP,"3.11.01.03.popreg","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
ECU,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"3.01.04.01.agcen","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0"
ECU,"2.04.01.01.excncpt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"5.51.01.02.malnut","0.33333","0.33333","0.33333","0.33333","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333","0.33333","0.66667","0.66667","0.66667","1","1","0.66667"
ECU,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"2.01.03.01.prcpbase","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0"
ECU,"5.04.01.01.exdebt","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"5.51.01.07.gender","1","1","1","1","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","1","1","1"
ECU,"3.02.01.02.fscov","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ECU,"5.13.01.01.hlthsurv","1","1","1","1","1","1","1","1","1","1","0.5","0.5","0","0","0","0","0"
ECU,"5.51.01.05.hiv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"5.04.01.02.impexp","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
ECU,"5.51.01.01.poverty","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"5.01.01.01.indust","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"5.51.01.06.matern","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333","0.66667","0.66667","1","1","1","1"
ECU,"IQ.SCI.MTHD","80","90","90","90","80","80","80","80","70","70","80","80","80","70","70","60","60"
ECU,"2.01.01.02.nabase","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0"
ECU,"5.13.01.01.who","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
ECU,"IQ.SCI.OVRL","82.2222222222222","86.6666666666667","86.6666666666667","86.6666666666667","84.4444444444444","84.4444444444444","82.2222222222222","82.2222222222222","71.1111111111111","70","70","72.2222666666667","71.1111333333333","68.8889","70","66.6666666666667","65.5555666666667"
ECU,"5.51.01.10.gdp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"IQ.SCI.PRDC","86.66667","90","90","90","93.33333","93.33333","86.66667","86.66667","83.33333","80","80","86.6668","93.3334","96.6667","100","100","96.6667"
ECU,"3.11.01.01.popcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"5.14.01.01.povsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"5.51.01.08.primcomp","0.66667","1","1","1","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","1","1","1"
ECU,"IQ.SCI.SRCE","80","80","80","80","80","80","80","80","60","60","50","50","40","40","40","40","40"
ECU,"5.21.01.01.sdds","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"5.12.01.01.unesco","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ECU,"3.11.01.03.popreg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
EGY,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"3.01.04.01.agcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"2.04.01.01.excncpt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"5.51.01.02.malnut","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.66667","0.66667"
EGY,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"2.01.03.01.prcpbase","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"5.04.01.01.exdebt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"5.51.01.07.gender","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.66667","1","1","0.66667","0.66667","0.66667","0.66667"
EGY,"3.02.01.02.fscov","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
EGY,"5.13.01.01.hlthsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","0.5","0.5","0.5","0"
EGY,"5.51.01.05.hiv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"5.04.01.02.impexp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
EGY,"5.51.01.01.poverty","1","0.66667","0.66667","0.66667","0.66667","1","0.66667","0.66667","1","1","0.66667","0.66667","0","1","1","1","1"
EGY,"5.01.01.01.indust","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"5.51.01.06.matern","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.66667","0.66667"
EGY,"IQ.SCI.MTHD","40","70","80","70","70","70","70","80","70","80","80","80","80","70","80","80","80"
EGY,"2.01.01.02.nabase","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
EGY,"5.13.01.01.who","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"IQ.SCI.OVRL","77.7777777777778","87.7777777777778","91.1111111111111","87.7777777777778","86.6666666666667","87.7777777777778","85.5555555555555","88.8888888888889","86.6666666666667","90","90","91.1111333333333","87.7777666666667","83.3333333333333","86.6666666666667","85.5556","82.2222666666667"
EGY,"5.51.01.10.gdp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"IQ.SCI.PRDC","93.33333","93.33333","93.33333","93.33333","90","93.33333","86.66667","86.66667","90","90","90","93.3334","83.3333","90","90","86.6668","86.6668"
EGY,"3.11.01.01.popcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"5.14.01.01.povsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"5.51.01.08.primcomp","0.66667","1","1","1","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333","0.33333","0.66667","0.66667"
EGY,"IQ.SCI.SRCE","100","100","100","100","100","100","100","100","100","100","100","100","100","90","90","90","80"
EGY,"5.21.01.01.sdds","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
EGY,"5.12.01.01.unesco","0","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1"
EGY,"3.11.01.03.popreg","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"3.01.04.01.agcen","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"2.04.01.01.excncpt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"5.51.01.02.malnut","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667"
SLV,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"2.01.03.01.prcpbase","0","0","0","0","0","0","1","0","1","1","1","1","1","1","0","0","0"
SLV,"5.04.01.01.exdebt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"5.51.01.07.gender","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"3.02.01.02.fscov","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"5.13.01.01.hlthsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
SLV,"5.51.01.05.hiv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"5.04.01.02.impexp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
SLV,"5.51.01.01.poverty","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"5.01.01.01.indust","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
SLV,"5.51.01.06.matern","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","1","1","1"
SLV,"IQ.SCI.MTHD","70","70","70","70","60","60","80","70","80","80","80","80","80","80","80","90","90"
SLV,"2.01.01.02.nabase","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
SLV,"5.13.01.01.who","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1"
